Temporada,Jornada,Equipo,Equipo_Rival,Es_Local,Jugador_Fantasy,Jugador_SofaScore,Posicion,Puntos,Relevo,Nota_SofaScore,Minutos_jugados,Goles,Asistencias_de_gol,Asistencias_sin_gol,Balones_al_area,Tiros_a_puerta,Regates,Balones_recuperados,Despejes,Paradas,Goles_en_contra,Penaltis_provocados,Penaltis_cometidos,Penaltis_parados,Penaltis_fallados,Goles_en_propia_puerta,Amarillas,Rojas,Posesiones_perdidas
24-25,38,Real Betis,Valencia,1,Adrián,Adrián,G,4,1,6.5,90,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,6
24-25,38,Real Betis,Valencia,1,Bartra,Marc Bartra,D,8,2,7.1,73,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,4
24-25,38,Real Betis,Valencia,1,Rodríguez,Ricardo Rodríguez,D,4,1,6.9,77,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,8
24-25,38,Real Betis,Valencia,1,Natan,Natan,D,3,1,6.8,90,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,7
24-25,38,Real Betis,Valencia,1,Isco,Isco,M,14,4,8.2,73,0,1,5,3,2,0,4,0,0,0,0,0,0,0,0,0,0,11
24-25,38,Real Betis,Valencia,1,Fornals,Pablo Fornals,M,6,2,7.3,90,0,0,1,0,0,0,9,1,0,0,0,0,0,0,0,0,0,15
24-25,38,Real Betis,Valencia,1,Ruibal,Aitor Ruibal,D,5,3,6.9,90,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,16
24-25,38,Real Betis,Valencia,1,Altimira,Sergi Altimira,M,6,2,7.1,90,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,8
24-25,38,Real Betis,Valencia,1,Jesús,Jesús Rodriguez,M,5,1,6.3,60,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9
24-25,38,Real Betis,Valencia,1,Cucho,Cucho Hernández,F,4,1,6.7,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
24-25,38,Real Betis,Valencia,1,Antony,Antony,M,10,4,8.0,90,1,0,3,0,1,0,7,0,0,0,0,0,0,0,0,0,0,14
24-25,38,Real Betis,Valencia,1,Perraud,Romain Perraud,D,2,1,6.8,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
24-25,38,Real Betis,Valencia,1,Mendy,Nobel Mendy,D,2,1,6.5,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
24-25,38,Real Betis,Valencia,1,Carvalho,William Carvalho,M,2,1,6.6,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
