Temporada,Jornada,Equipo,Equipo_Rival,Es_Local,Jugador_FutFantasy,Jugador_SofaScore,Posicion,Puntos,Relevo,Nota_SofaScore,Minutos_jugados,Goles,Asistencias_de_gol,Asistencias_sin_gol,Balones_al_area,Tiros_a_puerta,Regates,Balones_recuperados,Despejes,Paradas,Goles_en_contra,Penaltis_provocados,Penaltis_cometidos,Penaltis_parados,Penaltis_fallados,Goles_en_propia_puerta,Amarillas,Rojas,Posesiones_perdidas
24-25,37,Atlético Madrid,Real Betis,1,Oblak,Jan Oblak,G,11,4,8.3,90,0,0,0,0,0,0,14,1,6,0,0,0,0,0,0,0,0,1
24-25,37,Atlético Madrid,Real Betis,1,Lenglet,Clément Lenglet,D,3,1,6.7,90,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,7
24-25,37,Atlético Madrid,Real Betis,1,Le Normand,Robin Le Normand,D,14,3,7.5,90,1,0,0,0,2,0,8,5,0,0,0,0,0,0,0,0,0,4
24-25,37,Atlético Madrid,Real Betis,1,Galán,Javi Galán,D,4,1,6.8,90,0,0,1,1,0,0,5,2,0,0,0,0,0,0,0,0,0,14
24-25,37,Atlético Madrid,Real Betis,1,Koke,Koke,M,5,2,6.8,90,0,0,2,1,0,0,9,2,0,0,0,0,0,0,0,0,0,10
24-25,37,Atlético Madrid,Real Betis,1,De Paul,Rodrigo de Paul,M,7,3,7.8,70,0,0,1,0,0,0,7,1,0,0,0,0,0,0,0,0,0,11
24-25,37,Atlético Madrid,Real Betis,1,M. Llorente,Marcos Llorente,D,4,1,6.7,90,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,9
24-25,37,Atlético Madrid,Real Betis,1,Giuliano,Giuliano Simeone,M,4,1,7.1,80,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9
24-25,37,Atlético Madrid,Real Betis,1,Samuel Lino,Samuel Lino,M,10,4,7.8,80,0,1,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,7
24-25,37,Atlético Madrid,Real Betis,1,Sörloth,Alexander Sørloth,F,4,1,5.7,70,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,5
