Temporada,Jornada,Equipo,Equipo_Rival,Es_Local,Jugador_Fantasy,Jugador_SofaScore,Posicion,Puntos,Relevo,Nota_SofaScore,Minutos_jugados,Goles,Asistencias_de_gol,Asistencias_sin_gol,Balones_al_area,Tiros_a_puerta,Regates,Balones_recuperados,Despejes,Paradas,Goles_en_contra,Penaltis_provocados,Penaltis_cometidos,Penaltis_parados,Penaltis_fallados,Goles_en_propia_puerta,Amarillas,Rojas,Posesiones_perdidas
24-25,25,Celta Vigo,Osasuna,1,Guaita,Vicente Guaita,G,9,2,7.0,90,0,0,0,0,0,0,5,2,1,0,0,0,0,0,0,0,0,3
24-25,25,Celta Vigo,Osasuna,1,M. Alonso,Marcos Alonso,D,16,4,8.7,90,0,0,3,1,0,0,5,12,0,0,0,0,0,0,0,0,0,3
24-25,25,Celta Vigo,Osasuna,1,Carreira,Sergio Carreira,M,9,4,7.1,90,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,15
24-25,25,Celta Vigo,Osasuna,1,Mingueza,Óscar Mingueza,M,9,4,7.8,86,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,5
24-25,25,Celta Vigo,Osasuna,1,Starfelt,Carl Starfelt,D,9,2,7.7,90,0,0,1,0,0,0,2,8,0,0,0,0,0,0,0,0,0,7
24-25,25,Celta Vigo,Osasuna,1,Javi Rodríguez,Javi Rodríguez,D,8,2,7.4,90,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,5
24-25,25,Celta Vigo,Osasuna,1,Moriba,Ilaix Moriba,M,6,1,6.9,90,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,6
24-25,25,Celta Vigo,Osasuna,1,Sotelo,Hugo Sotelo,M,4,1,6.5,78,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,12
24-25,25,Celta Vigo,Osasuna,1,Swedberg,Williot Swedberg,F,5,2,6.9,86,0,0,1,0,1,0,2,2,0,0,0,0,0,0,0,0,0,11
24-25,25,Celta Vigo,Osasuna,1,Fer López,Fer López,F,6,2,6.7,65,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,7
24-25,25,Celta Vigo,Osasuna,1,Iglesias,Borja Iglesias,F,6,1,7.0,78,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,10
24-25,25,Celta Vigo,Osasuna,1,Jailson,Jailson,M,2,1,6.8,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
24-25,25,Celta Vigo,Osasuna,1,Beltrán,Fran Beltrán,M,2,1,6.6,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
24-25,25,Celta Vigo,Osasuna,1,Losada,Iker Losada,M,2,1,6.4,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
24-25,25,Celta Vigo,Osasuna,1,Aspas,Iago Aspas,F,8,3,7.1,25,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,9
24-25,25,Celta Vigo,Osasuna,1,Durán,Pablo Durán,F,2,1,6.4,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
24-25,25,Osasuna,Celta Vigo,0,Herrera,Sergio Herrera,G,9,4,8.2,90,0,0,0,0,0,0,10,3,4,0,0,0,0,0,0,0,0,14
24-25,25,Osasuna,Celta Vigo,0,Rubén Peña,Rubén Peña,D,5,3,7.1,90,0,0,3,4,0,0,6,0,0,0,0,0,0,0,0,0,0,26
24-25,25,Osasuna,Celta Vigo,0,Catena,Alejandro Catena,D,3,1,6.8,73,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,8
24-25,25,Osasuna,Celta Vigo,0,Herrando,Jorge Herrando,D,6,2,7.2,90,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,5
24-25,25,Osasuna,Celta Vigo,0,Boyomo,Flavien Boyomo,D,2,1,6.9,90,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,11
24-25,25,Osasuna,Celta Vigo,0,Bretones,Abel Bretones,D,5,2,7.1,87,0,0,1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,7
24-25,25,Osasuna,Celta Vigo,0,Moi Gómez,Moi Gómez,M,6,2,6.9,80,0,0,3,2,0,0,6,1,0,0,0,0,0,0,0,0,0,8
24-25,25,Osasuna,Celta Vigo,0,Torró,Lucas Torró,M,1,1,6.4,90,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,7
24-25,25,Osasuna,Celta Vigo,0,Moncayola,Jon Moncayola,M,2,1,6.9,87,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10
24-25,25,Osasuna,Celta Vigo,0,Bryan,Bryan Zaragoza,F,6,2,7.1,80,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,11
24-25,25,Osasuna,Celta Vigo,0,Budimir,Ante Budimir,F,3,1,6.8,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
24-25,25,Osasuna,Celta Vigo,0,Rubén G.,Rubén García,M,4,2,6.9,17,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,6
24-25,25,Osasuna,Celta Vigo,0,Kike Barja,Kike Barja,F,2,1,6.5,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
24-25,25,Osasuna,Celta Vigo,0,Iker Muñoz,Iker Muñoz,M,2,1,6.7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
24-25,25,Osasuna,Celta Vigo,0,Arnáiz,José Manuel Arnáiz,F,2,1,6.8,9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
24-25,25,Osasuna,Celta Vigo,0,Raúl García,Raúl García de Haro,F,2,1,6.7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24-25,25,Deportivo Alavés,Espanyol,1,Sivera,Antonio Sivera,G,5,2,7.2,90,0,0,0,0,0,0,12,1,1,0,0,0,0,0,0,0,0,11
24-25,25,Deportivo Alavés,Espanyol,1,Abqar,Abdelkabir Abqar,D,5,2,7.0,90,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,6
24-25,25,Deportivo Alavés,Espanyol,1,Tenaglia,Nahuel Tenaglia,D,9,3,7.2,83,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,13
24-25,25,Deportivo Alavés,Espanyol,1,Mouriño,Santiago Mouriño,D,3,1,7.2,90,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,19
24-25,25,Deportivo Alavés,Espanyol,1,Diarra,Moussa Diarra,D,5,2,6.8,89,0,0,1,0,0,0,5,2,0,0,0,0,0,0,0,0,0,18
24-25,25,Deportivo Alavés,Espanyol,1,Jordan,Joan Jordán,M,7,4,7.7,90,0,0,4,3,1,0,6,1,0,0,0,0,0,0,0,0,0,21
24-25,25,Deportivo Alavés,Espanyol,1,Aleñá,Carles Aleñá,M,4,3,7.5,90,0,0,2,2,1,0,2,0,0,0,0,0,0,0,0,0,0,21
24-25,25,Deportivo Alavés,Espanyol,1,Blanco,Antonio Blanco,M,4,1,6.6,83,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,11
24-25,25,Deportivo Alavés,Espanyol,1,Carlos Vicente,Carlos Vicente,M,2,1,6.4,45,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,9
24-25,25,Deportivo Alavés,Espanyol,1,Kike García,Kike García,F,2,1,6.7,90,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,13
24-25,25,Deportivo Alavés,Espanyol,1,Toni Martinez,Toni Martínez,F,4,2,7.2,62,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13
24-25,25,Deportivo Alavés,Espanyol,1,Manu Sánchez,Manuel Sánchez,D,1,0,6.6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
24-25,25,Deportivo Alavés,Espanyol,1,Guridi,Jon Guridi,M,2,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24-25,25,Deportivo Alavés,Espanyol,1,Guevara,Ander Guevara,M,1,0,6.4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
24-25,25,Deportivo Alavés,Espanyol,1,Villalibre,Asier Villalibre,F,1,0,6.2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
24-25,25,Deportivo Alavés,Espanyol,1,Cabanes,Pau Cabanes,F,0,0,6.3,45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13
24-25,25,Espanyol,Deportivo Alavés,0,Joan Garcia,Joan García,G,13,4,8.1,90,0,0,0,0,0,0,11,2,4,0,0,0,0,0,0,0,0,15
24-25,25,Espanyol,Deportivo Alavés,0,Cabrera,Leandro Cabrera,D,9,2,7.3,90,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0,0,10
24-25,25,Espanyol,Deportivo Alavés,0,Kumbulla,Marash Kumbulla,D,11,1,7.0,90,0,0,0,0,0,0,2,15,0,0,0,0,0,0,0,0,0,9
24-25,25,Espanyol,Deportivo Alavés,0,El Hilali,Omar El Hilali,D,8,2,7.5,90,0,0,1,0,0,0,5,6,0,0,0,0,0,0,0,0,0,11
24-25,25,Espanyol,Deportivo Alavés,0,Romero,Carlos Romero,D,8,2,7.5,90,0,0,0,1,0,0,5,4,0,0,0,0,0,0,0,0,0,12
24-25,25,Espanyol,Deportivo Alavés,0,Lozano,Pol Lozano,M,0,0,6.5,57,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
24-25,25,Espanyol,Deportivo Alavés,0,Urko,Urko González,M,8,2,7.0,90,0,0,1,0,0,0,5,3,0,0,0,0,0,0,0,0,0,8
24-25,25,Espanyol,Deportivo Alavés,0,Kral,Alex Král,M,4,1,6.5,90,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,17
24-25,25,Espanyol,Deportivo Alavés,0,Jofre,Jofre Carreras,M,7,1,6.9,67,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,8
24-25,25,Espanyol,Deportivo Alavés,0,Puado,Javi Puado,M,5,1,6.5,67,0,0,2,1,0,0,6,0,0,0,0,0,0,0,0,0,0,15
24-25,25,Espanyol,Deportivo Alavés,0,Roberto,Roberto Fernández,F,6,2,7.1,90,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,17
24-25,25,Espanyol,Deportivo Alavés,0,Tejero,Álvaro Tejero,D,8,2,7.0,23,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,4
24-25,25,Espanyol,Deportivo Alavés,0,Calero,Fernando Calero,D,10,3,7.3,23,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
24-25,25,Espanyol,Deportivo Alavés,0,Pere Milla 56',Pere Milla,M,1,0,6.4,17,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,5
24-25,25,Espanyol,Deportivo Alavés,0,Roca,Antoniu Roca,F,2,1,6.6,16,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,3
24-25,25,Rayo Vallecano,Villarreal,1,Batalla,Augusto Batalla,G,8,3,7.6,90,0,0,0,0,0,0,10,1,4,0,0,0,0,0,0,0,0,9
