Temporada,Jornada,Equipo,Equipo_Rival,Es_Local,Jugador_FutFantasy,Jugador_SofaScore,Posicion,Puntos,Relevo,Nota_SofaScore,Minutos_jugados,Goles,Asistencias_de_gol,Asistencias_sin_gol,Balones_al_area,Tiros_a_puerta,Regates,Balones_recuperados,Despejes,Paradas,Goles_en_contra,Penaltis_provocados,Penaltis_cometidos,Penaltis_parados,Penaltis_fallados,Goles_en_propia_puerta,Amarillas,Rojas,Posesiones_perdidas
24-25,10,Deportivo Alavés,Real Valladolid,1,Sivera,Antonio Sivera,G,-1,1,6.2,90,0,0,0,0,0,0,8,1,1,0,0,1,0,0,0,0,0,14
24-25,10,Deportivo Alavés,Real Valladolid,1,Abqar,Abdelkabir Abqar,D,4,2,6.9,90,0,1,2,0,0,0,1,5,0,0,0,0,0,0,0,0,0,10
24-25,10,Deportivo Alavés,Real Valladolid,1,Manu Sánchez,Manuel Sánchez,D,0,1,6.4,90,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,11
24-25,10,Deportivo Alavés,Real Valladolid,1,Tenaglia,Nahuel Tenaglia,D,-2,0,6.5,90,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,11
24-25,10,Deportivo Alavés,Real Valladolid,1,Diarra,Moussa Diarra,D,-1,0,6.5,90,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
24-25,10,Deportivo Alavés,Real Valladolid,1,Guridi,Jon Guridi,M,0,1,6.5,74,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,5
24-25,10,Deportivo Alavés,Real Valladolid,1,Guevara,Ander Guevara,M,2,1,6.4,78,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,12
24-25,10,Deportivo Alavés,Real Valladolid,1,Blanco,Antonio Blanco,M,2,1,6.3,61,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,11
24-25,10,Deportivo Alavés,Real Valladolid,1,Carlos Vicente,Carlos Vicente,M,3,1,6.6,90,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,9
24-25,10,Deportivo Alavés,Real Valladolid,1,Conechny,Tomás Conechny,M,5,3,6.8,61,0,0,2,3,1,0,2,1,0,0,0,0,0,0,0,0,0,20
24-25,10,Deportivo Alavés,Real Valladolid,1,Toni Martinez,Toni Martínez,F,9,3,7.6,74,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,6
24-25,10,Deportivo Alavés,Real Valladolid,1,Jordan,Joan Jordán,M,0,1,6.4,29,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,13
24-25,10,Deportivo Alavés,Real Valladolid,1,Romero,Luka Romero,F,0,0,6.3,29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
24-25,10,Deportivo Alavés,Real Valladolid,1,Rebbach,Abderrahman Rebbach,F,1,0,6.3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
24-25,10,Deportivo Alavés,Real Valladolid,1,Kike García 77',Kike García,F,5,2,7.0,21,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,4
24-25,10,Deportivo Alavés,Real Valladolid,1,Villalibre,Asier Villalibre,F,2,1,6.7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
24-25,10,Real Valladolid,Deportivo Alavés,0,Hein,Karl Hein,G,2,2,6.3,90,0,0,0,0,0,0,7,2,2,0,0,0,0,0,0,0,0,16
24-25,10,Real Valladolid,Deportivo Alavés,0,Javi Sánchez,Javi Sánchez,D,3,1,6.8,74,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
24-25,10,Real Valladolid,Deportivo Alavés,0,Luis Pérez,Luis Pérez,D,0,1,6.6,90,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,10
24-25,10,Real Valladolid,Deportivo Alavés,0,Cömert,Eray Cömert,M,1,1,6.6,90,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,13
24-25,10,Real Valladolid,Deportivo Alavés,0,Torres,David Torres,D,0,0,6.1,90,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4
24-25,10,Real Valladolid,Deportivo Alavés,0,Chasco,Raúl Chasco,D,-1,1,6.3,90,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,17
24-25,10,Real Valladolid,Deportivo Alavés,0,Anuar,Anuar,M,13,4,8.0,89,1,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,10
24-25,10,Real Valladolid,Deportivo Alavés,0,Raul Moro,Raúl Moro,M,6,2,6.8,90,0,0,3,4,0,0,5,0,0,0,0,0,0,0,0,0,0,9
24-25,10,Real Valladolid,Deportivo Alavés,0,Amallah,Selim Amallah,F,14,4,7.8,74,1,0,2,2,1,0,4,0,0,0,0,0,0,0,0,0,0,10
24-25,10,Real Valladolid,Deportivo Alavés,0,Mario Martín,Mario Martín,M,4,2,6.4,74,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,12
24-25,10,Real Valladolid,Deportivo Alavés,0,Sylla,Mamadou Sylla,F,14,4,8.1,84,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9
24-25,10,Real Valladolid,Deportivo Alavés,0,Juma Bah,Abdulay Juma Bah,D,0,0,6.5,16,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2
24-25,10,Real Valladolid,Deportivo Alavés,0,Kike Pérez,Kike Pérez,M,2,1,6.5,16,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,3
24-25,10,Real Valladolid,Deportivo Alavés,0,Meseguer,Víctor Meseguer,M,3,1,6.5,16,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3
24-25,10,Real Valladolid,Deportivo Alavés,0,Juric,Stanko Jurić,M,1,0,6.3,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
24-25,10,Real Valladolid,Deportivo Alavés,0,Latasa,Juanmi Latasa,F,0,0,6.4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24-25,10,Athletic Club,Espanyol,1,Agirrezabala,Julen Agirrezabala,G,5,2,6.7,90,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,8
24-25,10,Athletic Club,Espanyol,1,De Marcos,Óscar de Marcos,D,8,3,6.9,90,0,1,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,18
24-25,10,Athletic Club,Espanyol,1,Yuri,Yuri Berchiche,D,6,2,6.7,63,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,9
24-25,10,Athletic Club,Espanyol,1,Núñez,Unai Núñez,D,3,1,6.7,90,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,8
24-25,10,Athletic Club,Espanyol,1,Vivian,Daniel Vivian,D,12,4,7.6,90,1,0,0,0,1,0,6,1,0,0,0,0,0,0,0,0,0,10
24-25,10,Athletic Club,Espanyol,1,R. de Galarreta,Iñigo Ruiz de Galarreta,M,7,2,6.8,63,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6
24-25,10,Athletic Club,Espanyol,1,Berenguer,Álex Berenguer,M,19,4,9.0,78,1,2,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,15
24-25,10,Athletic Club,Espanyol,1,N. Williams,Nico Williams,M,13,4,7.4,73,0,1,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,12
24-25,10,Athletic Club,Espanyol,1,Jauregizar,Mikel Jauregizar,M,5,2,7.1,90,0,0,1,0,0,0,5,4,0,0,0,0,0,0,0,0,0,14
24-25,10,Athletic Club,Espanyol,1,I. Williams,Iñaki Williams,M,16,4,8.7,73,2,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,16
24-25,10,Athletic Club,Espanyol,1,Guruzeta,Gorka Guruzeta,F,2,0,6.7,90,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8
24-25,10,Athletic Club,Espanyol,1,Boiro,Adama Boiro,D,1,0,6.5,27,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3
24-25,10,Athletic Club,Espanyol,1,Prados,Beñat Prados,D,3,1,6.6,27,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1
24-25,10,Athletic Club,Espanyol,1,Serrano,Nico Serrano,F,2,1,6.7,17,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
24-25,10,Athletic Club,Espanyol,1,Unai Gómez,Unai Gómez,M,1,0,6.4,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24-25,10,Athletic Club,Espanyol,1,Djaló,Álvaro Djaló,F,1,0,6.4,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
24-25,10,Espanyol,Athletic Club,0,Joan Garcia,Joan García,G,1,0,6.4,90,0,0,0,0,0,0,14,1,2,0,0,0,0,0,0,0,0,5
24-25,10,Espanyol,Athletic Club,0,Sergi Gómez,Sergi Gómez,D,-1,0,6.1,90,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,5
24-25,10,Espanyol,Athletic Club,0,Oliván,Brian Oliván,D,-4,0,6.1,90,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,16
24-25,10,Espanyol,Athletic Club,0,Kumbulla,Marash Kumbulla,D,2,0,6.3,73,0,0,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,8
24-25,10,Espanyol,Athletic Club,0,El Hilali,Omar El Hilali,D,-3,0,6.1,90,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,10
24-25,10,Espanyol,Athletic Club,0,Romero,Carlos Romero,M,-1,0,6.1,45,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7
24-25,10,Espanyol,Athletic Club,0,Lozano,Pol Lozano,M,1,0,6.6,90,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,8
24-25,10,Espanyol,Athletic Club,0,Gragera,José Gragera,M,0,0,6.4,45,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,2
24-25,10,Espanyol,Athletic Club,0,Kral,Alex Král,M,2,1,6.7,90,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,16
