Temporada,Jornada,Equipo,Equipo_Rival,Es_Local,Jugador_Fantasy,Jugador_SofaScore,Posicion,Puntos,Relevo,Nota_SofaScore,Minutos_jugados,Goles,Asistencias_de_gol,Asistencias_sin_gol,Balones_al_area,Tiros_a_puerta,Regates,Balones_recuperados,Despejes,Paradas,Goles_en_contra,Penaltis_provocados,Penaltis_cometidos,Penaltis_parados,Penaltis_fallados,Goles_en_propia_puerta,Amarillas,Rojas,Posesiones_perdidas
24-25,33,Valencia,Espanyol,1,Mamardashvili,Giorgi Mamardashvili,G,6,2,6.9,90,0,0,0,0,0,0,8,1,2,0,0,0,0,0,0,0,0,5
24-25,33,Valencia,Espanyol,1,Gayà,José Luis Gayà,D,6,2,7.4,90,0,0,3,3,1,0,8,1,0,0,0,0,0,0,0,0,0,13
24-25,33,Valencia,Espanyol,1,Foulquier,Dimitri Foulquier,D,5,2,7.2,90,0,0,1,1,0,0,8,3,0,0,0,0,0,0,0,0,0,10
24-25,33,Valencia,Espanyol,1,Mosquera,Cristhian Mosquera,D,3,1,6.8,90,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,4
24-25,33,Valencia,Espanyol,1,Tárrega,César Tárrega,D,6,2,7.8,90,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,9
24-25,33,Valencia,Espanyol,1,Rioja,Luis Rioja,M,12,4,8.2,90,0,1,4,3,2,0,3,0,0,0,0,0,0,0,0,0,0,14
24-25,33,Valencia,Espanyol,1,Javi Guerra,Javier Guerra,M,10,3,7.4,90,1,0,0,0,2,0,5,1,0,0,0,0,0,0,0,0,0,21
24-25,33,Valencia,Espanyol,1,Almeida,André Almeida,M,-1,0,6.3,54,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
24-25,33,Valencia,Espanyol,1,Barrenechea,Enzo Barrenechea,M,5,2,7.1,84,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,7
24-25,33,Valencia,Espanyol,1,Duro,Hugo Duro,F,3,1,6.8,90,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
24-25,33,Valencia,Espanyol,1,Diego López,Diego López,M,3,1,6.3,84,0,0,2,1,0,0,4,0,0,0,0,0,0,0,0,0,0,16
24-25,33,Valencia,Espanyol,1,Pepelu,Pepelu,M,2,1,6.6,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
24-25,33,Valencia,Espanyol,1,Fran Pérez,Fran Pérez,M,2,1,6.3,10,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2
24-25,33,Valencia,Espanyol,1,Rafa Mir,Rafa Mir,F,2,1,6.7,36,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,6
24-25,33,Espanyol,Valencia,0,Joan Garcia,Joan García,G,10,4,8.3,90,0,0,0,0,0,0,13,1,6,0,0,0,0,0,0,0,0,10
24-25,33,Espanyol,Valencia,0,Cabrera,Leandro Cabrera,D,6,1,7.3,90,0,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,11
24-25,33,Espanyol,Valencia,0,Kumbulla,Marash Kumbulla,D,7,2,7.0,90,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3
24-25,33,Espanyol,Valencia,0,El Hilali,Omar El Hilali,D,4,2,7.5,90,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,5
24-25,33,Espanyol,Valencia,0,Romero,Carlos Romero,D,6,1,7.4,90,0,0,0,0,0,0,10,6,0,0,0,0,0,0,0,0,0,5
24-25,33,Espanyol,Valencia,0,Edu Expósito,Edu Expósito,M,11,4,7.5,70,0,1,3,2,0,0,4,2,0,0,0,0,0,0,0,0,0,16
24-25,33,Espanyol,Valencia,0,Lozano,Pol Lozano,M,2,0,6.6,83,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,4
24-25,33,Espanyol,Valencia,0,Urko,Urko González,M,4,2,7.0,90,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,10
24-25,33,Espanyol,Valencia,0,Jofre,Jofre Carreras,M,3,1,6.6,70,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,8
24-25,33,Espanyol,Valencia,0,Puado,Javi Puado,M,11,2,7.2,87,1,0,1,0,2,0,5,0,0,0,0,0,0,0,0,0,0,8
24-25,33,Espanyol,Valencia,0,Roberto,Roberto Fernández,F,2,1,6.5,90,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,12
24-25,33,Espanyol,Valencia,0,Tejero,Álvaro Tejero,D,2,1,0.0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24-25,33,Espanyol,Valencia,0,Pere Milla,Pere Milla,M,2,1,6.6,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8
24-25,33,Espanyol,Valencia,0,Kral,Alex Král,M,2,1,6.7,11,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3
24-25,33,Espanyol,Valencia,0,Roca,Antoniu Roca,F,2,1,6.6,20,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5
24-25,33,Barcelona,Mallorca,1,Szczesny,Wojciech Szczęsny,G,9,2,6.9,90,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,1
24-25,33,Barcelona,Mallorca,1,Íñigo,Iñigo Martínez,D,10,3,7.6,90,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,4
24-25,33,Barcelona,Mallorca,1,Araújo,Ronald Araújo,D,8,2,7.4,90,0,0,1,0,0,0,2,5,0,0,0,0,0,0,0,0,0,11
24-25,33,Barcelona,Mallorca,1,Eric García,Eric García,D,11,3,7.7,90,0,1,1,0,1,0,4,1,0,0,0,0,0,0,0,0,0,8
24-25,33,Barcelona,Mallorca,1,Fort,Hector Fort,D,7,2,6.8,77,0,0,1,0,0,0,5,2,0,0,0,0,0,0,0,0,0,11
24-25,33,Barcelona,Mallorca,1,Pedri,Pedri,M,12,4,8.7,90,0,0,6,0,0,0,18,1,0,0,0,0,0,0,0,0,0,11
24-25,33,Barcelona,Mallorca,1,Gavi,Pablo Gavi,M,7,2,7.6,90,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7
24-25,33,Barcelona,Mallorca,1,Olmo,Dani Olmo,M,13,4,7.9,62,1,0,4,0,2,0,3,0,0,0,0,0,0,0,0,0,0,16
24-25,33,Barcelona,Mallorca,1,Ferran,Ferran Torres,F,5,2,7.6,77,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,7
24-25,33,Barcelona,Mallorca,1,Ansu Fati,Ansu Fati,M,4,1,7.1,62,0,0,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,11
24-25,33,Barcelona,Mallorca,1,Yamal,Lamine Yamal,M,10,3,7.9,86,0,0,3,2,4,0,2,0,0,0,0,0,0,0,0,0,0,21
24-25,33,Barcelona,Mallorca,1,Martín,Gerard Martín,D,2,1,6.7,13,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,3
24-25,33,Barcelona,Mallorca,1,F. de Jong,Frenkie de Jong,M,2,1,6.5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24-25,33,Barcelona,Mallorca,1,Fermín,Fermín López,M,3,1,7.2,28,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,7
24-25,33,Barcelona,Mallorca,1,Raphinha,Raphinha,F,3,1,6.8,28,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,8
24-25,33,Barcelona,Mallorca,1,Pau Víctor,Pau Víctor,F,2,1,7.0,13,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
24-25,33,Mallorca,Barcelona,0,Leo Román,Leo Román,G,12,4,9.4,90,0,0,0,0,0,0,8,5,12,0,0,0,0,0,0,0,0,20
24-25,33,Mallorca,Barcelona,0,Mojica,Johan Mojica,D,6,1,6.4,81,0,0,1,1,0,0,5,1,0,0,0,0,0,0,0,0,0,13
24-25,33,Mallorca,Barcelona,0,Raíllo,Antonio Raíllo,D,5,0,6.7,90,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,4
24-25,33,Mallorca,Barcelona,0,Valjent,Martin Valjent,D,5,1,7.5,90,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,7
24-25,33,Mallorca,Barcelona,0,Morey,Mateu Morey,D,3,1,7.1,90,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,11
24-25,33,Mallorca,Barcelona,0,Copete,José Copete,D,8,1,7.5,90,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0,0,4
24-25,33,Mallorca,Barcelona,0,Mascarell,Omar Mascarell,M,3,1,6.8,86,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9
24-25,33,Mallorca,Barcelona,0,Darder,Sergi Darder,M,6,1,7.3,90,0,0,2,2,0,0,5,0,0,0,0,0,0,0,0,0,0,13
24-25,33,Mallorca,Barcelona,0,Antonio,Antonio Sánchez,M,3,1,6.5,81,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,13
24-25,33,Mallorca,Barcelona,0,Samú,Samú Costa,M,1,0,6.4,66,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,3
24-25,33,Mallorca,Barcelona,0,Larin,Cyle Larin,F,3,1,6.8,86,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,20
24-25,33,Mallorca,Barcelona,0,Lato,Toni Lato,D,2,1,7.1,9,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1
24-25,33,Mallorca,Barcelona,0,Valery,Valery Fernández,D,2,1,6.7,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24-25,33,Mallorca,Barcelona,0,Salas,Jan Salas,M,2,1,6.6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
