Temporada,Jornada,Equipo,Equipo_Rival,Es_Local,Jugador_Fantasy,Jugador_SofaScore,Posicion,Puntos,Relevo,Nota_SofaScore,Minutos_jugados,Goles,Asistencias_de_gol,Asistencias_sin_gol,Balones_al_area,Tiros_a_puerta,Regates,Balones_recuperados,Despejes,Paradas,Goles_en_contra,Penaltis_provocados,Penaltis_cometidos,Penaltis_parados,Penaltis_fallados,Goles_en_propia_puerta,Amarillas,Rojas,Posesiones_perdidas
24-25,4,Barcelona,Real Valladolid,1,Ter Stegen,Marc-André Ter Stegen,G,9,2,7.0,90,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,1
24-25,4,Barcelona,Real Valladolid,1,Íñigo,Iñigo Martínez,D,9,3,7.2,90,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,11
24-25,4,Barcelona,Real Valladolid,1,Koundé,Jules Koundé,D,14,4,7.9,90,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,8
24-25,4,Barcelona,Real Valladolid,1,Balde,Alejandro Balde,D,8,2,7.2,90,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5
24-25,4,Barcelona,Real Valladolid,1,Cubarsí,Pau Cubarsí,D,13,4,7.6,61,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,5
24-25,4,Barcelona,Real Valladolid,1,Pedri,Pedri,M,6,2,7.1,61,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7
24-25,4,Barcelona,Real Valladolid,1,Casadó,Marc Casadó,M,5,1,6.6,61,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1
24-25,4,Barcelona,Real Valladolid,1,Lewandowski,Robert Lewandowski,F,17,4,8.6,73,1,1,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,9
24-25,4,Barcelona,Real Valladolid,1,Olmo,Dani Olmo,M,19,4,8.2,83,1,0,1,0,2,0,5,0,0,0,0,0,0,0,0,0,0,10
24-25,4,Barcelona,Real Valladolid,1,Raphinha,Raphinha,F,26,4,10.0,90,3,1,3,4,5,0,2,0,0,0,0,0,0,0,0,0,0,15
24-25,4,Barcelona,Real Valladolid,1,Yamal,Lamine Yamal,F,15,4,8.5,90,0,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15
24-25,4,Barcelona,Real Valladolid,1,Eric García,Eric García,D,2,1,6.8,29,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2
24-25,4,Barcelona,Real Valladolid,1,Sergi Domínguez,Sergi Domínguez,D,2,1,6.7,29,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2
24-25,4,Barcelona,Real Valladolid,1,Pablo Torre,Pablo Torre,M,2,1,6.5,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24-25,4,Barcelona,Real Valladolid,1,Fermín,Fermín López,M,2,1,6.7,29,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3
24-25,4,Barcelona,Real Valladolid,1,Ferran,Ferran Torres,F,13,4,8.3,17,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
24-25,4,Real Valladolid,Barcelona,0,Hein,Karl Hein,G,-1,0,6.0,90,0,0,0,0,0,0,11,1,4,0,0,0,0,0,0,0,0,14
24-25,4,Real Valladolid,Barcelona,0,Javi Sánchez,Javi Sánchez,D,-4,0,6.3,90,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,7
24-25,4,Real Valladolid,Barcelona,0,Luis Pérez,Luis Pérez,D,-4,0,5.6,90,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,9
24-25,4,Real Valladolid,Barcelona,0,Cömert,Eray Cömert,D,-2,0,5.6,90,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,6
24-25,4,Real Valladolid,Barcelona,0,Rosa,Lucas Rosa,D,-3,0,5.9,90,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,7
24-25,4,Real Valladolid,Barcelona,0,Iván Sánchez,Iván Sánchez,M,4,1,7.2,62,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5
24-25,4,Real Valladolid,Barcelona,0,Kike Pérez,Kike Pérez,M,-2,0,6.1,88,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,7
24-25,4,Real Valladolid,Barcelona,0,Raul Moro,Raúl Moro,M,-1,0,5.8,88,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,8
24-25,4,Real Valladolid,Barcelona,0,Amallah,Selim Amallah,M,1,0,6.3,57,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5
24-25,4,Real Valladolid,Barcelona,0,Juric,Stanko Jurić,M,1,0,6.0,90,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,3
24-25,4,Real Valladolid,Barcelona,0,Marcos André,Marcos André,F,0,0,6.5,56,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,4
24-25,4,Real Valladolid,Barcelona,0,Özkacar,Cenk Özkaçar,D,2,1,0.0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
24-25,4,Real Valladolid,Barcelona,0,Meseguer,Víctor Meseguer,M,1,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24-25,4,Real Valladolid,Barcelona,0,Chuki,Chuky,M,-1,0,6.2,33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
24-25,4,Real Valladolid,Barcelona,0,Mario Martín,Mario Martín,M,-2,0,5.8,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
24-25,4,Real Valladolid,Barcelona,0,Latasa,Juanmi Latasa,F,-1,0,6.3,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
24-25,4,Athletic Club,Atlético Madrid,1,Agirrezabala,Julen Agirrezabala,G,4,1,6.6,90,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,4
24-25,4,Athletic Club,Atlético Madrid,1,Yuri,Yuri Berchiche,D,4,2,7.2,90,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,8
24-25,4,Athletic Club,Atlético Madrid,1,Yeray,Yeray Álvarez,D,2,1,6.3,90,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,8
24-25,4,Athletic Club,Atlético Madrid,1,Lekue,Íñigo Lekue,D,4,2,6.3,90,0,0,1,0,0,0,5,2,0,0,0,0,0,0,0,0,0,15
24-25,4,Athletic Club,Atlético Madrid,1,Vivian,Daniel Vivian,D,4,1,6.7,90,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,11
24-25,4,Athletic Club,Atlético Madrid,1,Herrera,Ander Herrera,M,5,1,6.8,64,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,5
24-25,4,Athletic Club,Atlético Madrid,1,Sancet,Oihan Sancet,M,5,2,6.8,81,0,0,1,0,1,0,5,0,0,0,0,0,0,0,0,0,0,15
24-25,4,Athletic Club,Atlético Madrid,1,Prados,Beñat Prados,M,5,1,6.6,64,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7
24-25,4,Athletic Club,Atlético Madrid,1,N. Williams,Nico Williams,M,1,1,5.8,90,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,17
24-25,4,Athletic Club,Atlético Madrid,1,I. Williams,Iñaki Williams,M,5,1,6.7,71,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23
24-25,4,Athletic Club,Atlético Madrid,1,Guruzeta,Gorka Guruzeta,F,4,1,6.8,64,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8
24-25,4,Athletic Club,Atlético Madrid,1,Berenguer,Álex Berenguer,F,3,2,6.6,19,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9
24-25,4,Athletic Club,Atlético Madrid,1,Vesga,Mikel Vesga,M,2,1,6.5,26,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6
24-25,4,Athletic Club,Atlético Madrid,1,Unai Gómez,Unai Gómez,M,3,1,6.8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24-25,4,Athletic Club,Atlético Madrid,1,Jauregizar,Mikel Jauregizar,M,2,1,6.7,26,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
24-25,4,Athletic Club,Atlético Madrid,1,Djaló,Álvaro Djaló,F,1,0,6.5,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
24-25,4,Atlético Madrid,Athletic Club,0,Musso,Juan Musso,G,10,3,7.1,90,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,6
24-25,4,Atlético Madrid,Athletic Club,0,Giménez,José María Giménez,D,10,3,7.8,90,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,1
