Temporada,Jornada,Equipo,Equipo_Rival,Es_Local,Jugador_Fantasy,Jugador_SofaScore,Posicion,Puntos,Relevo,Nota_SofaScore,Minutos_jugados,Goles,Asistencias_de_gol,Asistencias_sin_gol,Balones_al_area,Tiros_a_puerta,Regates,Balones_recuperados,Despejes,Paradas,Goles_en_contra,Penaltis_provocados,Penaltis_cometidos,Penaltis_parados,Penaltis_fallados,Goles_en_propia_puerta,Amarillas,Rojas,Posesiones_perdidas
24-25,23,Rayo Vallecano,Real Valladolid,1,Batalla,Augusto Batalla,G,12,3,7.3,90,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,7
24-25,23,Rayo Vallecano,Real Valladolid,1,Lejeune,Florian Lejeune,D,11,4,7.3,90,0,0,2,2,0,0,7,2,0,0,0,0,0,0,0,0,0,15
24-25,23,Rayo Vallecano,Real Valladolid,1,Ratiu,Andrei Rațiu,D,9,3,7.5,90,0,0,1,0,0,0,6,3,0,0,0,0,0,0,0,0,0,19
24-25,23,Rayo Vallecano,Real Valladolid,1,Pep Chavarría,Josep Chavarría,D,7,3,7.5,90,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9
24-25,23,Rayo Vallecano,Real Valladolid,1,Mumin,Abdul Mumin,D,8,2,7.1,90,0,0,0,0,1,0,4,5,0,0,0,0,0,0,0,0,0,11
24-25,23,Rayo Vallecano,Real Valladolid,1,Álvaro García,Álvaro García,M,13,4,7.9,90,1,0,2,0,2,0,3,0,0,0,0,0,0,0,0,0,0,17
24-25,23,Rayo Vallecano,Real Valladolid,1,Unai López,Unai López,M,2,1,6.7,23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
24-25,23,Rayo Vallecano,Real Valladolid,1,De Frutos,Jorge de Frutos,M,10,3,6.9,83,0,1,2,2,1,0,3,0,0,0,0,0,0,0,0,0,0,18
24-25,23,Rayo Vallecano,Real Valladolid,1,Isi,Isi Palazón,M,4,2,7.4,83,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,13
24-25,23,Rayo Vallecano,Real Valladolid,1,Pathé Ciss,Pathé Ismaël Ciss,M,1,1,6.9,45,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,7
