Temporada,Jornada,Equipo,Equipo_Rival,Es_Local,Jugador_Fantasy,Jugador_SofaScore,Posicion,Puntos,Relevo,Nota_SofaScore,Minutos_jugados,Goles,Asistencias_de_gol,Asistencias_sin_gol,Balones_al_area,Tiros_a_puerta,Regates,Balones_recuperados,Despejes,Paradas,Goles_en_contra,Penaltis_provocados,Penaltis_cometidos,Penaltis_parados,Penaltis_fallados,Goles_en_propia_puerta,Amarillas,Rojas,Posesiones_perdidas
24-25,27,Celta Vigo,Leganés,1,Guaita,Vicente Guaita,G,9,3,7.8,90,0,0,0,0,0,0,8,4,5,0,0,0,0,0,0,0,0,5
24-25,27,Celta Vigo,Leganés,1,M. Alonso,Marcos Alonso,D,6,2,6.5,90,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,11
24-25,27,Celta Vigo,Leganés,1,Carreira,Sergio Carreira,M,1,0,6.4,90,0,0,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,11
24-25,27,Celta Vigo,Leganés,1,Mingueza,Óscar Mingueza,M,10,3,7.5,90,1,0,0,0,1,0,5,2,0,0,0,0,0,0,0,0,0,11
24-25,27,Celta Vigo,Leganés,1,Starfelt,Carl Starfelt,D,8,2,7.4,90,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,2
24-25,27,Celta Vigo,Leganés,1,Jailson,Jailson,D,4,1,6.8,75,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,4
24-25,27,Celta Vigo,Leganés,1,Alfon,Alfon González,F,15,4,8.1,90,1,1,2,0,2,0,3,1,0,0,0,0,0,0,0,0,0,8
24-25,27,Celta Vigo,Leganés,1,Sotelo,Hugo Sotelo,M,4,1,6.4,76,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,9
24-25,27,Celta Vigo,Leganés,1,Damián,Damián Rodríguez,M,1,0,6.5,59,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,3
24-25,27,Celta Vigo,Leganés,1,Aspas,Iago Aspas,F,2,2,7.0,59,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
24-25,27,Celta Vigo,Leganés,1,Iglesias,Borja Iglesias,F,9,4,7.3,83,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,16
24-25,27,Celta Vigo,Leganés,1,Javi Rodríguez,Javi Rodríguez,D,2,1,6.7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
24-25,27,Celta Vigo,Leganés,1,Beltrán,Fran Beltrán,M,2,1,6.7,31,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7
24-25,27,Celta Vigo,Leganés,1,Losada,Iker Losada,M,2,1,6.6,31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8
24-25,27,Celta Vigo,Leganés,1,Moriba,Ilaix Moriba,M,2,1,6.5,15,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3
24-25,27,Celta Vigo,Leganés,1,Durán,Pablo Durán,F,2,1,6.6,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
24-25,27,Leganés,Celta Vigo,0,Dmitrovic,Marko Dmitrović,G,2,2,6.4,90,0,0,0,0,0,0,8,1,2,0,0,0,0,0,0,0,0,18
24-25,27,Leganés,Celta Vigo,0,Nastasic,Matija Nastasić,D,-1,0,6.5,45,0,0,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,1
24-25,27,Leganés,Celta Vigo,0,Sergio,Sergio González,D,1,1,7.0,83,0,0,1,0,0,0,2,4,0,0,0,0,0,0,0,0,0,9
24-25,27,Leganés,Celta Vigo,0,Javi Hernández,Javier Hernández,D,4,1,6.4,90,0,0,1,0,0,0,4,3,0,0,0,0,0,0,0,0,0,6
24-25,27,Leganés,Celta Vigo,0,Rosier,Valentin Rosier,D,10,3,7.3,90,1,0,0,0,2,0,7,2,0,0,0,0,0,0,0,0,0,11
24-25,27,Leganés,Celta Vigo,0,Óscar,Óscar Rodríguez,M,3,2,6.9,90,0,0,1,3,0,0,3,0,0,0,0,0,0,0,0,0,0,15
24-25,27,Leganés,Celta Vigo,0,Tapia,Renato Tapia,D,9,2,7.4,89,0,0,0,0,1,0,8,6,0,0,0,0,0,0,0,0,0,7
24-25,27,Leganés,Celta Vigo,0,Cisse,Seydouba Cisse,M,5,2,6.9,68,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8
24-25,27,Leganés,Celta Vigo,0,Neyou,Yvan Neyou,M,3,2,6.7,90,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,15
24-25,27,Leganés,Celta Vigo,0,Juan Cruz,Juan Cruz,M,11,4,7.7,90,0,1,4,1,0,0,6,0,0,0,0,0,0,0,0,0,0,17
24-25,27,Leganés,Celta Vigo,0,Diego García,Diego García,F,3,1,6.9,67,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4
24-25,27,Leganés,Celta Vigo,0,Jorge Sáenz,Jorge Sáenz,D,2,1,7.0,45,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,2
24-25,27,Leganés,Celta Vigo,0,Chicco,Julián Chicco,M,2,1,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24-25,27,Leganés,Celta Vigo,0,Raba,Dani Raba,F,2,1,6.7,22,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5
24-25,27,Leganés,Celta Vigo,0,Miguel,Miguel de la Fuente,F,3,2,6.9,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
24-25,27,Leganés,Celta Vigo,0,Duk,Duk,F,4,2,7.2,13,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
24-25,27,Deportivo Alavés,Villarreal,1,Sivera,Antonio Sivera,G,0,2,6.2,58,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,9
24-25,27,Deportivo Alavés,Villarreal,1,Abqar,Abdelkabir Abqar,D,9,2,7.3,90,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,7
24-25,27,Deportivo Alavés,Villarreal,1,Manu Sánchez,Manuel Sánchez,D,15,4,7.7,88,1,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,11
