ID_Partido,Temporada,Jornada,Equipo,Nombre,Posicion,Edad,Nacionalidad,Probabilidad_Jugar,Estado_Medico,Partidos_Jugados,Goles,Asistencias,Penaltis_Parados,Tarjetas_Amarillas,Tarjetas_Rojas,Estado_Forma,Puntos_Totales,Media_Puntos,Puntos_Ultima_Jornada,Puntos_Jornada_Ant_2,Puntos_Jornada_Ant_3
20380,2025/26,31,Real Madrid,Mbappé,Desconocido,27,FR,70%,Sano,25,23,4,0,3,0,1.3,284,11.4,3,2,0
20380,2025/26,31,Real Madrid,Fran García,Desconocido,26,ES,70%,Sano,9,1,1,0,2,1,2,35,3.9,0,0,9
20380,2025/26,31,Real Madrid,Lunin,Portero,27,UA,95%,Sano,2,0,0,0,0,1,1.2,8,4,2,7,0
20380,2025/26,31,Real Madrid,Militão,Desconocido,28,BR,99%,Sano,14,2,1,0,2,0,1,95,6.8,9,0,0
20380,2025/26,31,Real Madrid,Bellingham,Desconocido,22,EN,99%,Sano,20,4,3,0,1,0,0.7,141,7.1,2,2,0
20380,2025/26,31,Real Madrid,Camavinga,Desconocido,23,FR,99%,Sano,22,1,0,0,1,0,0.6,101,4.6,6,2,3
20380,2025/26,31,Real Madrid,Carvajal,Desconocido,34,ES,70%,Sano,12,0,0,0,0,0,1.2,43,3.6,0,3,5
20380,2025/26,31,Real Madrid,Valverde,Desconocido,27,UY,70%,Sano,28,4,7,0,2,1,2.4,210,7.5,0,9,12
20380,2025/26,31,Real Madrid,Vinicius,Desconocido,25,BR,70%,Sano,29,11,5,0,7,0,1.6,218,7.5,3,14,4
20380,2025/26,31,Real Madrid,Tchouaméni,Desconocido,26,FR,70%,Sano,27,1,0,0,7,0,1.6,146,5.4,4,4,4
20380,2025/26,31,Real Madrid,Huijsen,Desconocido,20,ES,50%,Sano,22,2,2,0,6,1,1.1,131,6,2,4,11
20380,2025/26,31,Real Madrid,Rüdiger,Desconocido,33,DE,40%,Sano,13,1,0,0,0,0,1.8,71,5.5,1,1,14
20380,2025/26,31,Real Madrid,Brahim,Desconocido,26,MA,30%,Sano,22,0,4,0,1,0,1.1,89,4,3,4,5
20380,2025/26,31,Real Madrid,A. F. Carreras,Desconocido,23,ES,30%,Sano,25,2,2,0,5,1,0.5,156,6.2,1,1,0
20380,2025/26,31,Real Madrid,Thiago,Desconocido,18,ES,30%,Sano,5,0,0,0,1,0,1.1,12,2.4,1,2,4
20380,2025/26,31,Real Madrid,Alexander-Arnold,Desconocido,27,EN,30%,Sano,15,0,4,0,1,0,0.8,63,4.2,6,7,0
20380,2025/26,31,Real Madrid,Güler,Desconocido,21,TR,30%,Sano,30,4,8,0,1,0,1.5,221,7.4,6,5,10
20380,2025/26,31,Real Madrid,Gonzalo,Desconocido,22,ES,20%,Sano,23,4,0,0,1,0,1,68,3,0,0,2
