ID_Partido,Temporada,Jornada,Equipo,Nombre,Posicion,Edad,Nacionalidad,Probabilidad_Jugar,Estado_Medico,Partidos_Jugados,Goles,Asistencias,Penaltis_Parados,Tarjetas_Amarillas,Tarjetas_Rojas,Estado_Forma,Puntos_Totales,Media_Puntos,Puntos_Ultima_Jornada,Puntos_Jornada_Ant_2,Puntos_Jornada_Ant_3
20335,2025/26,27,Celta,Román,Desconocido,23,ES,80%,Sano,18,1,0,0,3,0,1.3,90,5,6,6,5
20335,2025/26,27,Celta,Mingueza,Desconocido,26,ES,60%,Sano,22,1,3,0,3,0,1.3,93,4.2,8,0,2
20335,2025/26,27,Celta,Iglesias,Desconocido,33,ES,70%,Sano,23,10,2,0,5,0,2.2,129,5.6,0,3,9
20335,2025/26,27,Celta,Moriba,Desconocido,23,GN,60%,Sano,26,0,1,0,4,0,1.6,83,3.2,5,2,2
20335,2025/26,27,Celta,Fer López,Desconocido,21,ES,50%,Sano,5,0,0,0,0,0,1.3,20,4,1,6,5
20335,2025/26,27,Celta,M. Alonso,Desconocido,35,ES,70%,Sano,22,1,0,0,2,0,2,145,6.6,0,10,7
20335,2025/26,27,Celta,Starfelt,Desconocido,30,SE,70%,Sano,17,0,0,0,3,1,1.5,95,5.6,0,0,4
20335,2025/26,27,Celta,Carreira,Desconocido,25,ES,60%,Sano,22,2,1,0,2,0,2,99,4.5,4,0,2
20335,2025/26,27,Celta,Radu,Portero,28,RO,95%,Sano,26,0,0,2,0,0,1.9,183,7,8,9,3
20335,2025/26,27,Celta,Javi Rodríguez,Desconocido,22,ES,80%,Sano,22,0,0,0,3,0,1.7,91,4.1,2,11,2
20335,2025/26,27,Celta,Swedberg,Desconocido,22,SE,70%,Sano,19,3,1,0,2,0,1.3,70,3.7,0,7,2
20335,2025/26,27,Celta,Aspas,Desconocido,38,ES,50%,Sano,22,4,3,0,3,0,2.7,108,4.9,0,16,1
20335,2025/26,27,Celta,Rueda,Desconocido,23,ES,50%,Sano,19,2,4,0,4,0,1.1,105,5.5,1,7,8
20335,2025/26,27,Celta,Jutglà,Desconocido,27,ES,50%,Sano,18,4,1,0,4,0,1.5,72,4,8,3,8
20335,2025/26,27,Celta,Vecino,Desconocido,34,UY,40%,Sano,2,0,0,0,0,0,1.1,6,3,0,4,2
20335,2025/26,27,Celta,Hugo Álvarez,Desconocido,22,ES,30%,Sano,17,2,1,0,2,0,1.4,62,3.6,3,5,0
20335,2025/26,27,Celta,Aidoo,Desconocido,30,GH,30%,Sano,5,0,0,0,0,0,1.5,26,5.2,6,11,0
20335,2025/26,27,Celta,Domínguez,Desconocido,25,ES,20%,Sano,7,0,0,0,1,0,1.5,25,3.6,4,0,0
20335,2025/26,27,Celta,Sotelo,Desconocido,22,ES,20%,Sano,14,0,1,0,2,0,-1,65,4.6,0,0,0
