Jugador_FutFantasy,Jugador_Fantasy,ID_Partido,Temporada,Jornada,Equipo,Posicion,Precio_Fantastica,Edad,Nacionalidad,Probabilidad_Jugar,Estado_Medico,Partidos_Jugados,Goles,Asistencias,Penaltis_Parados,Tarjetas_Amarillas,Tarjetas_Rojas,Estado_Forma,Puntos_Totales,Media_Puntos,Puntos_Ultima_Jornada,Puntos_Jornada_Ant_2,Puntos_Jornada_Ant_3
Barrenetxea,Barrenetxea,20421,2025/26,35,Real Sociedad,Mediocampista,14.0,24,ES,70%,Sano,28,3,5,0,3,0,1.1,146,5.2,3,8,5
Barrios,Barrios,20414,2025/26,35,Atlético,Mediocampista,16.0,22,ES,0%,Lesionado/Duda,23,1,1,0,0,0,1.3,128,5.6,0,3,2
Bartra,Bartra,20421,2025/26,35,Betis,Defensa,16.0,35,ES,0%,Lesionado/Duda,25,1,0,0,3,0,0.9,140,5.6,0,3,2
Batalla,A. Batalla,20419,2025/26,35,Rayo,Portero,19.0,30,AR,70%,Sano,31,0,0,1,6,0,2.5,192,6.2,12,0,-1
Bellerín,Bellerín,20421,2025/26,35,Betis,Defensa,13.0,31,ES,70%,Sano,23,2,3,0,2,0,1.4,117,5.1,7,12,2
Bellingham,Bellingham,20415,2025/26,35,Real Madrid,Mediocampista,25.0,22,EN,90%,Sano,24,4,4,0,1,0,1.7,169,7,12,7,3
Beltrán,Fran Beltrán,20419,2025/26,35,Girona,Mediocampista,9.0,27,ES,50%,Sano,13,1,0,0,3,0,1,86,3.7,3,0,2
Beltrán,Lucas Beltrán,20413,2025/26,35,Valencia,Mediocampista,9.0,25,AR,30%,Lesionado/Duda,27,1,2,0,1,0,1,90,3.3,0,2,3
Benito,I. Benito,20417,2025/26,35,Osasuna,Delantero,5.0,23,ES,0%,Sano,5,1,0,0,1,0,-1,19,3.8,0,0,0
Berenguer,Berenguer,20413,2025/26,35,Athletic,Delantero,12.0,30,ES,30%,Sano,28,2,3,0,4,0,1,138,4.9,0,3,4
Bergstrom,Bergstrom,20418,2025/26,35,Mallorca,Portero,9.0,23,FI,0%,Lesionado/Duda,5,0,0,0,1,0,-1,36,7.2,0,0,0
Bernal,Marc Bernal,20415,2025/26,35,Barcelona,Mediocampista,6.0,18,ES,20%,Sano,18,2,1,0,4,0,2,65,3.6,1,0,0
Bigas,R.P. Bigas,20416,2025/26,35,Elche,Defensa,10.0,35,ES,70%,Sano,25,1,2,0,5,1,1.6,110,4.4,3,13,1
Birmancevic,Birma,20420,2025/26,35,Getafe,Delantero,3.0,28,RS,20%,Sano,5,0,0,0,0,0,1,9,1.8,0,2,0
Blanco,Blanco,20416,2025/26,35,Alavés,Mediocampista,10.0,25,ES,95%,Sano,32,2,2,0,8,0,1.7,139,4.3,7,3,4
Blind,Daley Blind,20419,2025/26,35,Girona,Defensa,11.0,36,NL,80%,Sano,31,0,0,0,1,0,1.1,146,4.7,2,0,4
Boiro,Adama,20413,2025/26,35,Athletic,Defensa,5.0,23,ES,10%,Sano,12,0,0,0,1,0,1,23,1.9,1,2,2
Borbas,T. Borbas,20420,2025/26,35,Real Oviedo,Delantero,3.0,24,UY,10%,Sano,9,0,0,0,1,0,1,11,1.2,1,1,0
Boselli,Boselli,20420,2025/26,35,Getafe,Defensa,5.0,22,UY,20%,Sano,10,0,0,0,2,0,1.2,29,2.9,0,2,4
Boyomo,Boyomo,20417,2025/26,35,Osasuna,Defensa,9.0,24,CM,90%,Sano,26,1,1,0,5,0,1.2,110,4.2,2,6,5
Boyé,Lucas Boyé,20416,2025/26,35,Alavés,Delantero,15.0,30,AR,0%,Lesionado/Duda,27,11,1,0,4,1,1,148,5.5,0,1,0
Boñar,J. Boñar,20414,2025/26,35,Atlético,Defensa,7.0,20,ES,30%,Sano,3,1,0,0,0,0,2,17,5.7,8,0,0
Brahim,Brahim,20415,2025/26,35,Real Madrid,Mediocampista,8.0,26,MA,60%,Sano,26,0,5,0,2,0,0.8,107,4.1,0,5,2
Brais,Brais Méndez,20421,2025/26,35,Real Sociedad,Mediocampista,11.0,29,ES,25%,Sano,28,6,2,0,5,1,1,133,4.8,0,0,2
Bretones,Abel Bretones,20417,2025/26,35,Osasuna,Defensa,8.0,25,ES,20%,Sano,25,1,1,0,5,1,1,76,3,8,1,0
Brugui,R. Brugué,20417,2025/26,35,Levante,Delantero,7.0,29,ES,40%,Sano,16,0,1,0,1,0,1,42,2.6,0,0,0
Bryan Gil,Bryan Gil,20419,2025/26,35,Girona,Delantero,9.0,25,ES,0%,Sano,26,0,3,0,5,0,1,101,3.9,2,3,0
Buchanan,Buchanan,20418,2025/26,35,Villarreal,Mediocampista,10.0,27,CA,50%,Sano,31,7,1,0,8,0,1.3,142,4.6,8,0,2
Budimir,0,20417,2025/26,35,Osasuna,Delantero,18.0,34,HR,90%,Sano,33,16,0,0,3,0,1.4,196,5.9,6,1,2
C. Álvarez,C. Alvarez,20417,2025/26,35,Levante,Mediocampista,9.0,22,ES,0%,Lesionado/Duda,30,3,1,0,3,0,1.3,113,3.8,2,2,2
Cabanes,Cabanes,20418,2025/26,35,Villarreal,Delantero,1.0,21,ES,0%,Lesionado/Duda,0,0,0,0,0,0,-1,0,0,0,0,0
Cabrera,Cabrera,20422,2025/26,35,Espanyol,Defensa,10.0,34,UY,95%,Sano,33,3,0,0,3,0,1.2,145,4.4,1,8,2
Calebe,Calebe,20416,2025/26,35,Alavés,Mediocampista,6.0,26,BR,20%,Sano,19,0,0,0,2,0,0.9,52,2.7,0,2,2
Calero,F. Calero,20422,2025/26,35,Espanyol,Defensa,10.0,30,ES,70%,Sano,25,0,0,0,4,0,1.2,113,4.5,4,8,7
Caleta-Car,Caleta-Car,20421,2025/26,35,Real Sociedad,Defensa,9.0,29,HR,90%,Sano,25,1,0,0,4,1,0.8,105,4.2,6,2,6
Calvo,Dani Calvo,20420,2025/26,35,Real Oviedo,Defensa,10.0,32,ES,50%,Sano,17,0,0,0,3,0,1.2,80,4.7,3,0,2
Camavinga,Camavinga,20415,2025/26,35,Real Madrid,Mediocampista,9.0,23,FR,60%,Sano,26,1,0,0,1,0,0.8,111,4.3,2,3,1
Camello,Camello,20419,2025/26,35,Rayo,Delantero,6.0,25,ES,70%,Sano,19,3,0,0,2,1,2.5,60,3.2,11,10,8
Cancelo,Cancelo,20415,2025/26,35,Barcelona,Defensa,14.0,31,PT,80%,Sano,12,1,2,0,0,0,1.7,95,7.9,5,11,2
Cardoso,Johnny,20414,2025/26,35,Atlético,Mediocampista,7.0,24,US,0%,Lesionado/Duda,15,0,0,0,5,0,1,47,3.1,0,4,2
Cardoso,Cardoso,20422,2025/26,35,Sevilla,Defensa,6.0,32,PT,0%,Sano,4,0,0,0,0,0,-1,20,5,0,0,0
Carlos Espí,C. Espí,20417,2025/26,35,Levante,Delantero,8.0,20,ES,90%,Sano,21,9,0,0,3,0,1.2,97,4.6,7,3,5
Carlos Martín,Carlos Martín,20419,2025/26,35,Rayo,Mediocampista,4.0,24,ES,50%,Sano,8,0,0,0,1,0,1,15,1.9,0,1,0
Carlos Soler,C. Soler,20421,2025/26,35,Real Sociedad,Mediocampista,18.0,29,ES,90%,Sano,29,4,3,0,3,1,1.2,170,5.9,4,1,8
Carmo,David Carmo,20420,2025/26,35,Real Oviedo,Defensa,9.0,26,AO,30%,Sano,22,1,0,0,8,1,0,95,4.3,0,0,0
Carmona,Carmona,20422,2025/26,35,Sevilla,Defensa,8.0,24,ES,70%,Sano,31,1,3,0,11,0,0.8,92,3,6,0,0
Carreira,Carreira,20414,2025/26,35,Celta,Defensa,9.0,25,ES,70%,Sano,30,2,1,0,2,0,1.4,114,3.8,3,0,3
Carvajal,Carvajal,20415,2025/26,35,Real Madrid,Defensa,7.0,34,ES,0%,Lesionado/Duda,14,0,0,0,0,0,1,47,3.4,0,0,1
Casadó,M. Casadó,20415,2025/26,35,Barcelona,Mediocampista,7.0,22,ES,10%,Sano,21,0,1,0,1,0,-1,61,2.9,0,1,0
Castrín,A. Castrín,20422,2025/26,35,Sevilla,Defensa,9.0,22,ES,80%,Sano,16,0,0,0,3,0,1.7,68,4.3,9,1,4
Catena,Catena,20417,2025/26,35,Osasuna,Defensa,16.0,31,ES,90%,Sano,31,3,2,0,10,1,1.4,174,5.6,3,14,0
Cazorla,S. Cazorla,20420,2025/26,35,Real Oviedo,Mediocampista,6.0,41,ES,10%,Sano,24,0,1,0,1,1,1.2,65,2.7,2,3,4
Ceballos,D. Ceballos,20415,2025/26,35,Real Madrid,Mediocampista,5.0,29,ES,0%,Lesionado/Duda,15,0,0,0,1,0,-1,45,3,0,0,0
Cepeda,Cepeda,20416,2025/26,35,Elche,Delantero,6.0,23,CL,40%,Sano,9,1,0,0,1,0,0.9,31,3.4,1,0,3
Cervi,Franco Cervi,20414,2025/26,35,Celta,Delantero,1.0,31,AR,0%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
Chaira,Ilyas,20420,2025/26,35,Real Oviedo,Delantero,10.0,25,MA,90%,Sano,32,6,2,0,2,1,1.8,150,4.7,3,8,13
Chimy,Chimy Ávila,20421,2025/26,35,Betis,Delantero,5.0,32,AR,0%,Sano,14,1,0,0,4,0,-1,33,2.4,2,0,0
Chust,V. Chust,20416,2025/26,35,Elche,Defensa,8.0,26,ES,40%,Sano,27,0,0,0,8,1,1,72,2.7,2,3,2
Colombatto,Colobatto,20420,2025/26,35,Real Oviedo,Mediocampista,9.0,29,AR,50%,Sano,29,0,1,0,6,0,1.1,101,3.5,2,2,7
Comesaña,Comesaña,20418,2025/26,35,Villarreal,Mediocampista,15.0,29,ES,60%,Sano,31,3,6,0,5,1,2.1,167,5.4,9,4,0
Conde,Diego Conde,20418,2025/26,35,Villarreal,Portero,1.0,27,ES,0%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
Copete,Copete,20413,2025/26,35,Valencia,Defensa,9.0,26,ES,0%,Lesionado/Duda,21,0,0,0,5,0,-1,76,3.6,0,0,0
Cortés,Paco Cortes,20417,2025/26,35,Levante,Delantero,5.0,18,ES,40%,Sano,12,0,0,0,2,0,1,34,2.8,0,5,0
Costa,Costa,20418,2025/26,35,Villarreal,Defensa,1.0,25,CV,10%,Lesionado/Duda,0,0,0,0,0,0,-1,0,0,0,0,0
Costas,David Costas,20420,2025/26,35,Real Oviedo,Defensa,11.0,31,ES,70%,Sano,22,1,0,0,2,0,1,105,4.8,2,3,0
Courtois,Courtois,20415,2025/26,35,Real Madrid,Portero,21.0,33,BE,60%,Lesionado/Duda,28,0,0,0,1,0,-1,179,6.4,0,0,0
Cubarsí,Pau Cubrasí,20415,2025/26,35,Barcelona,Defensa,18.0,19,ES,80%,Sano,29,1,0,0,3,0,2.4,171,5.9,9,12,9
Cucho,Cucho,20421,2025/26,35,Betis,Delantero,18.0,27,CO,90%,Sano,29,10,3,0,4,0,2.1,171,5.9,17,3,2
Cuéllar,Cuéllar,20418,2025/26,35,Mallorca,Portero,1.0,41,ES,5%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
Cuñat Campos,P. Campos,20417,2025/26,35,Levante,Portero,8.0,24,ES,5%,Sano,2,0,0,0,0,0,-1,14,7,0,0,0
Cárdenas,D. Cárdenas,20419,2025/26,35,Rayo,Portero,8.0,29,ES,30%,Sano,3,0,0,1,0,0,2.4,22,7.3,0,5,17
Cömert,Cömert,20413,2025/26,35,Valencia,Defensa,9.0,28,CH,70%,Sano,14,2,0,0,2,0,-1,74,5.3,0,0,0
D. Duarte,Domingos Duar...,20420,2025/26,35,Getafe,Defensa,12.0,31,PT,80%,Sano,30,1,1,0,11,0,0.4,147,4.9,2,1,0
D. Llorente,Llorente,20421,2025/26,35,Betis,Defensa,9.0,32,ES,90%,Sano,15,1,0,0,3,0,1.4,78,5.2,7,5,0
Danjuma,Danjuma,20413,2025/26,35,Valencia,Delantero,9.0,29,NL,30%,Sano,30,3,2,0,0,0,0.5,126,4.2,2,0,4
Darder,Darder,20418,2025/26,35,Mallorca,Mediocampista,14.0,32,ES,80%,Sano,34,1,5,0,3,0,1.8,182,5.4,7,4,13
David López,David López,20419,2025/26,35,Girona,Defensa,3.0,36,ES,15%,Sano,4,0,0,0,0,0,-1,4,1,0,0,0
David López,David López,20418,2025/26,35,Mallorca,Defensa,6.0,23,ES,35%,Sano,11,0,0,0,2,0,1,36,3.3,3,3,2
Davinchi,Davinchi,20420,2025/26,35,Getafe,Defensa,5.0,18,ES,40%,Sano,10,0,0,0,1,0,0.4,18,1.8,0,-2,0
De Frutos,De Frutos,20419,2025/26,35,Rayo,Delantero,16.0,29,ES,50%,Sano,32,10,1,0,3,0,1,179,5.6,7,2,4
De la Fuente,Dela,20417,2025/26,35,Levante,Defensa,10.0,27,ES,50%,Lesionado/Duda,29,2,1,0,5,0,2,126,4.3,0,8,9
Dendoncker,Dendoncker,20420,2025/26,35,Real Oviedo,Mediocampista,8.0,31,BE,0%,Lesionado/Duda,19,1,0,0,2,0,-1,61,3.2,0,0,0
Denis Suárez,Denis Suárez,20416,2025/26,35,Alavés,Mediocampista,8.0,32,ES,50%,Sano,26,1,2,0,6,0,1,83,3.2,2,2,1
Deossa,Nelson Deossa,20421,2025/26,35,Betis,Mediocampista,6.0,26,CO,10%,Sano,18,0,0,0,3,0,1,52,2.9,2,0,0
Diabaté,Diabate,20416,2025/26,35,Alavés,Delantero,6.0,26,CI,70%,Sano,6,1,0,0,0,0,0.9,20,3.3,3,3,2
Diakhaby,Diakhaby,20413,2025/26,35,Valencia,Defensa,7.0,29,GN,0%,Lesionado/Duda,8,1,0,0,3,0,-1,38,4.8,0,0,0
Diangana,Grady Diangana,20416,2025/26,35,Elche,Delantero,6.0,28,CD,40%,Sano,17,1,0,0,2,0,-1,39,2.3,0,0,0
Diego López,Diego López,20413,2025/26,35,Valencia,Delantero,9.0,23,ES,50%,Sano,30,3,0,0,2,0,0.8,96,3.2,1,3,4
Diego Rico,Rico,20420,2025/26,35,Getafe,Defensa,8.0,33,ES,20%,Sano,28,0,0,0,4,0,1.1,76,2.7,2,0,2
Dimitrievski,Dimitrievski,20413,2025/26,35,Valencia,Portero,18.0,32,MK,95%,Sano,16,0,0,0,1,0,2.1,94,5.9,3,5,9
Dituro,M. Dituro,20416,2025/26,35,Elche,Portero,20.0,39,AR,70%,Sano,18,0,0,0,1,0,1.3,112,6.2,4,7,1
Djené,Djene,20420,2025/26,35,Getafe,Defensa,9.0,34,TG,70%,Sano,31,0,0,0,10,1,1.2,130,4.2,0,0,9
Dmitrovic,Dmitrovic,20422,2025/26,35,Espanyol,Portero,17.0,34,RS,95%,Sano,34,0,0,0,0,0,2.1,196,5.8,3,12,6
Dolan,Dolan,20422,2025/26,35,Espanyol,Delantero,9.0,24,EN,50%,Sano,33,1,4,0,6,1,0.7,131,4,3,2,5
Domínguez,C. Dominguez,20414,2025/26,35,Celta,Defensa,6.0,25,ES,30%,Sano,8,0,0,0,1,0,-1,24,3,0,0,0
Duro,Hugo Duro,20413,2025/26,35,Valencia,Delantero,9.0,26,ES,50%,Sano,32,9,0,0,5,0,1,120,3.8,0,2,0
Durán,Pablo Durán,20414,2025/26,35,Celta,Delantero,8.0,24,ES,50%,Sano,26,2,2,0,1,0,1.2,84,3.2,0,-1,4
Echeverri,Echeverri,20419,2025/26,35,Girona,Mediocampista,6.0,20,AR,50%,Sano,13,1,1,0,3,0,1.1,45,3.5,3,1,3
Edu Expósito,Edu Expósito,20422,2025/26,35,Espanyol,Mediocampista,17.0,29,ES,70%,Sano,32,1,6,0,9,0,0.8,183,5.7,6,9,7
Egiluz,Egiluz,20413,2025/26,35,Athletic,Defensa,1.0,24,ES,0%,Lesionado/Duda,0,0,0,0,0,0,-1,0,0,0,0,0
Ejaria,Ejaria,20420,2025/26,35,Real Oviedo,Delantero,4.0,28,EN,10%,Sano,8,0,0,0,1,0,1,19,2.4,0,0,4
Ejuke,Ejuke,20422,2025/26,35,Sevilla,Delantero,7.0,28,NG,50%,Sano,24,1,1,0,0,0,2.3,96,4,9,0,2
El Hilali,El Hilali,20422,2025/26,35,Espanyol,Defensa,8.0,22,MA,80%,Sano,32,0,2,0,8,0,0.7,88,2.8,-1,8,2
El-Abdellaoui,El-Abdellaoui,20414,2025/26,35,Celta,Delantero,6.0,20,MA,20%,Sano,21,2,0,0,0,0,1,54,2.6,1,0,0
Elgezabal,Elgezabal,20417,2025/26,35,Levante,Defensa,7.0,33,ES,0%,Lesionado/Duda,12,1,0,0,2,0,-1,33,2.8,0,0,0
Eric Garcia,Eric,20415,2025/26,35,Barcelona,Defensa,16.0,25,ES,70%,Sano,31,1,2,0,6,0,1.8,176,5.7,8,0,6
Espino,Pacha,20419,2025/26,35,Rayo,Defensa,8.0,34,UY,30%,Sano,26,2,0,0,2,0,1,87,3.3,6,0,3
Etta Eyong,Etta Eyong,20417,2025/26,35,Levante,Delantero,9.0,22,CM,20%,Sano,27,5,2,0,3,0,1,120,4,1,1,1
F. de Jong,F. De Jong,20415,2025/26,35,Barcelona,Mediocampista,17.0,28,NL,50%,Sano,23,1,5,0,6,1,1.3,131,5.7,2,2,2
Febas,Febas,20416,2025/26,35,Elche,Mediocampista,13.0,30,ES,90%,Sano,33,2,2,0,8,0,1.7,170,5.2,6,3,3
Femenia,Kiko F.,20420,2025/26,35,Getafe,Defensa,9.0,35,ES,70%,Sano,28,1,1,0,6,0,0.8,113,4,1,1,8
Fer López,Fer López,20414,2025/26,35,Celta,Mediocampista,7.0,21,ES,70%,Sano,13,1,0,0,2,0,1.5,45,3.5,5,1,5
Fermín,Fermín,20415,2025/26,35,Barcelona,Mediocampista,26.0,22,ES,80%,Sano,28,6,9,0,3,0,2.4,203,7.3,11,13,4
Ferran,Ferran,20415,2025/26,35,Barcelona,Delantero,19.0,26,ES,40%,Sano,30,15,1,0,2,0,2.1,185,6.2,9,0,4
Fidalgo,Fidalgo,20421,2025/26,35,Betis,Mediocampista,7.0,29,ES,30%,Sano,7,1,0,0,0,0,1,33,4.7,0,3,0
Fonseca,Fonseca,20420,2025/26,35,Real Oviedo,Mediocampista,6.0,27,UY,50%,Sano,16,0,0,0,6,0,0.8,38,2.4,2,1,0
Fornals,Fornals,20421,2025/26,35,Betis,Mediocampista,24.0,30,ES,80%,Sano,34,7,5,0,2,0,1.9,237,7,10,5,4
Fort,Héctor Fort,20416,2025/26,35,Elche,Defensa,7.0,19,ES,50%,Sano,11,1,2,0,0,0,1,44,4,1,7,0
Fortuño,A. Fortuño,20422,2025/26,35,Espanyol,Portero,1.0,24,ES,5%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
Forés,A. Fores,20420,2025/26,35,Real Oviedo,Delantero,4.0,25,ES,10%,Sano,15,0,1,0,0,0,-1,28,1.9,0,0,0
