ID_Partido,Temporada,Jornada,Equipo,Nombre,Posicion,Edad,Nacionalidad,Probabilidad_Jugar,Estado_Medico,Partidos_Jugados,Goles,Asistencias,Penaltis_Parados,Tarjetas_Amarillas,Tarjetas_Rojas,Estado_Forma,Puntos_Totales,Media_Puntos,Puntos_Ultima_Jornada,Puntos_Jornada_Ant_2,Puntos_Jornada_Ant_3
20433,2025/26,37,Athletic,Yeray,Desconocido,31,ES,80%,Sano,5,0,0,0,0,0,1,23,4.6,0,5,4
20433,2025/26,37,Athletic,Guruzeta,Desconocido,29,ES,80%,Sano,33,9,3,0,6,1,1.4,157,4.8,1,5,11
20433,2025/26,37,Athletic,Berenguer,Desconocido,30,ES,50%,Sano,30,2,3,0,4,0,1.3,146,4.9,5,3,0
20433,2025/26,37,Athletic,Navarro,Desconocido,24,ES,60%,Sano,30,6,1,0,1,0,1.4,118,3.9,0,6,8
20433,2025/26,37,Athletic,I. Williams,Desconocido,31,GH,70%,Sano,28,2,4,0,2,0,0.7,110,3.9,5,1,2
20433,2025/26,37,Athletic,R. de Galarreta,Desconocido,32,ES,60%,Sano,32,1,2,0,9,0,1.5,146,4.6,9,0,3
20433,2025/26,37,Athletic,Jauregizar,Desconocido,22,ES,80%,Sano,34,2,0,0,6,1,0.9,143,4.2,1,5,1
20433,2025/26,37,Athletic,Yuri,Desconocido,36,ES,50%,Sano,31,0,5,0,4,0,1.2,152,4.9,0,4,6
20433,2025/26,37,Athletic,Laporte,Desconocido,31,ES,70%,Sano,24,0,1,0,3,0,1,103,4.3,3,2,2
20433,2025/26,37,Athletic,Gorosabel,Desconocido,29,ES,70%,Sano,22,0,1,0,3,0,1.2,54,2.5,1,4,0
20433,2025/26,37,Athletic,Unai Simón,Portero,28,ES,90%,Sano,36,0,0,2,1,0,1.2,206,5.7,3,8,4
20433,2025/26,37,Athletic,Rego,Desconocido,22,ES,50%,Sano,27,1,1,0,6,0,1.1,64,2.4,0,3,2
20433,2025/26,37,Athletic,Lekue,Desconocido,33,ES,50%,Sano,10,0,0,0,2,2,-1,15,1.5,0,0,0
20433,2025/26,37,Athletic,Unai Gómez,Desconocido,22,ES,50%,Sano,24,1,1,0,1,0,0.9,45,1.9,3,2,2
20433,2025/26,37,Athletic,Serrano,Desconocido,23,ES,40%,Sano,15,1,0,0,0,0,1,41,2.7,2,0,0
20433,2025/26,37,Athletic,Vesga,Desconocido,33,ES,40%,Sano,22,0,0,0,0,0,1,44,2,0,2,0
20433,2025/26,37,Athletic,Paredes,Desconocido,26,ES,30%,Sano,18,2,0,0,4,0,-1,92,5.1,0,0,0
20433,2025/26,37,Athletic,Boiro,Desconocido,23,ES,30%,Sano,13,0,0,0,1,0,1.1,29,2.2,6,0,1
20433,2025/26,37,Athletic,Areso,Desconocido,26,ES,20%,Sano,26,0,1,0,3,0,1,81,3.1,4,0,2
20433,2025/26,37,Athletic,Izeta,Desconocido,26,ES,10%,Sano,11,0,0,0,2,0,-1,16,1.5,0,0,0
20433,2025/26,37,Athletic,Sannadi,Desconocido,25,MA,10%,Sano,9,1,0,0,1,0,-1,18,2,0,0,0
20433,2025/26,37,Athletic,Padilla,Desconocido,22,MX,10%,Sano,0,0,0,0,0,1,-1,-3,0,0,0,0
20433,2025/26,37,Athletic,N. Williams,Desconocido,23,ES,0%,Lesionado/Duda,25,6,3,0,2,0,2.1,157,6.3,0,1,17
20433,2025/26,37,Athletic,Sancet,Desconocido,26,ES,0%,Lesionado/Duda,28,4,0,0,4,1,1.6,107,3.8,0,5,10
20433,2025/26,37,Athletic,Vivian,Desconocido,26,ES,0%,Lesionado/Duda,30,1,0,0,8,1,0.8,124,4.1,4,2,0
