ID_Partido,Temporada,Jornada,Equipo_Bando,Equipo_Nombre,Jugador,Posicion,Minutos_jugados,Goles,Asistencias_de_gol,Asistencias_sin_gol,Balones_al_area,Tiros_a_puerta,Regates,Balones_recuperados,Despejes,Paradas,Goles_en_contra,Penaltis_provocados,Penaltis_cometidos,Penaltis_parados,Penaltis_fallados,Goles_en_propia_puerta,Amarillas,Rojas,Posesiones_perdidas,Nota_SofaScore
11369414,T23-24,J15,Local,Las Palmas,Álvaro Valles,G,90,0,0,0,0,0,0,17,1,4,0,0,0,0,0,0,0,0,9,8.1
11369414,T23-24,J15,Local,Las Palmas,Julián Araujo,D,90,1,0,0,1,1,0,6,3,0,0,0,0,0,0,0,0,0,18,7.6
11369414,T23-24,J15,Local,Las Palmas,Saúl Coco,D,90,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,13,6.8
11369414,T23-24,J15,Local,Las Palmas,Mika Mármol,D,90,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,9,7.4
11369414,T23-24,J15,Local,Las Palmas,Sergi Cardona,D,90,0,0,2,0,1,0,4,2,0,0,0,0,0,0,0,0,0,10,7.0
11369414,T23-24,J15,Local,Las Palmas,Munir El Haddadi,M,63,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,7.1
11369414,T23-24,J15,Local,Las Palmas,Javier Muñoz,M,90,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,10,7.0
11369414,T23-24,J15,Local,Las Palmas,Kirian Rodríguez,M,89,0,1,3,1,1,0,7,0,0,0,0,0,0,0,0,0,0,17,8.0
11369414,T23-24,J15,Local,Las Palmas,Enzo Loiodice,M,63,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10,7.1
11369414,T23-24,J15,Local,Las Palmas,Alberto Moleiro,M,89,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,16,6.7
11369414,T23-24,J15,Local,Las Palmas,Sandro Ramírez,F,85,0,0,2,2,2,0,5,0,0,0,0,0,0,0,0,0,0,14,7.3
11369414,T23-24,J15,Local,Las Palmas,Marvin Park,D,27,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,7.2
11369414,T23-24,J15,Local,Las Palmas,Máximo Perrone,M,27,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,6.5
11369414,T23-24,J15,Local,Las Palmas,Cristian Herrera,F,13,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,7.4
11369414,T23-24,J15,Local,Las Palmas,Daley Sinkgraven,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
11369414,T23-24,J15,Local,Las Palmas,Benito Ramírez,M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
11369414,T23-24,J15,Visitante,Getafe,David Soria,G,90,0,0,0,0,0,0,11,0,4,0,0,0,0,0,0,0,0,20,7.0
11369414,T23-24,J15,Visitante,Getafe,Damián Suárez,D,79,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,12,6.5
11369414,T23-24,J15,Visitante,Getafe,Gastón Álvarez,D,90,0,0,1,0,0,0,11,3,0,0,0,0,0,0,0,0,0,11,6.7
11369414,T23-24,J15,Visitante,Getafe,Omar Alderete,D,48,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,8,5.7
11369414,T23-24,J15,Visitante,Getafe,Diego Rico,D,88,0,0,0,0,1,0,7,2,0,0,0,0,0,0,0,0,0,19,6.7
