Jugador_FutFantasy,Jugador_Fantasy,ID_Partido,Temporada,Jornada,Equipo,Posicion,Precio_Fantastica,Edad,Nacionalidad,Probabilidad_Jugar,Estado_Medico,Partidos_Jugados,Goles,Asistencias,Penaltis_Parados,Tarjetas_Amarillas,Tarjetas_Rojas,Estado_Forma,Puntos_Totales,Media_Puntos,Puntos_Ultima_Jornada,Puntos_Jornada_Ant_2,Puntos_Jornada_Ant_3
Forés,A. Fores,20430,2025/26,36,Real Oviedo,Delantero,4.0,25,ES,20%,Sano,16,0,1,0,0,0,1,30,1.9,2,0,0
Foulquier,Foulquier,20431,2025/26,36,Valencia,Defensa,7.0,33,GP,0%,Lesionado/Duda,15,0,0,0,1,0,-1,44,2.9,0,0,0
Foyth,Foyth,20432,2025/26,36,Villarreal,Defensa,8.0,28,AR,0%,Lesionado/Duda,13,0,0,0,2,0,-1,63,4.8,0,0,0
Fraga,Fraga,20427,2025/26,36,Real Sociedad,Portero,2.0,23,ES,0%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
Fran García,Fran García,20430,2025/26,36,Real Madrid,Defensa,7.0,26,ES,50%,Sano,12,1,1,0,2,1,1.2,50,4.2,2,8,0
Fran González,Fran González,20430,2025/26,36,Real Madrid,Portero,2.0,20,ES,0%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
Fran Pérez,Fran Pérez,20431,2025/26,36,Rayo,Mediocampista,8.0,23,ES,50%,Sano,27,2,1,0,4,0,1.5,93,3.4,1,0,2
Francés,Francés,20427,2025/26,36,Girona,Defensa,7.0,23,ES,50%,Sano,22,0,2,0,1,1,1.3,78,3.5,4,7,10
Freeman,Freeman,20432,2025/26,36,Villarreal,Defensa,5.0,21,US,60%,Sano,8,0,0,0,0,0,1.8,26,3.3,0,5,9
Galán,Javi Galán,20428,2025/26,36,Osasuna,Defensa,9.0,31,ES,50%,Sano,17,0,1,0,2,0,1.5,100,4.5,0,1,1
Garcés,F. Garcés,20424,2025/26,36,Alavés,Defensa,7.0,26,MY,0%,Lesionado/Duda,10,0,0,0,3,0,-1,43,4.3,0,0,0
Gattoni,Gattoni,20432,2025/26,36,Sevilla,Defensa,2.0,27,AR,0%,Sano,1,0,0,0,0,0,-1,0,0,0,0,0
Gavi,Gavi,20424,2025/26,36,Barcelona,Mediocampista,5.0,21,ES,50%,Sano,9,0,1,0,3,0,2,30,3.3,6,5,4
Gayà,Gayá,20431,2025/26,36,Valencia,Defensa,9.0,30,ES,70%,Sano,31,1,2,0,6,1,1.4,131,4.2,9,9,13
Gazzaniga,Gazzaniga,20427,2025/26,36,Girona,Portero,17.0,34,AR,95%,Sano,32,0,0,0,4,1,1.4,185,5.8,7,7,1
Gerard,Gerard,20432,2025/26,36,Villarreal,Delantero,18.0,34,ES,70%,Sano,20,9,0,0,0,0,1.7,129,6.5,2,2,10
Giménez,J.M. Giménez,20428,2025/26,36,Atlético,Defensa,11.0,31,UY,0%,Lesionado/Duda,16,0,1,0,3,0,-1,89,5.6,2,0,0
Giuliano,Giuliano,20428,2025/26,36,Atlético,Delantero,18.0,23,AR,0%,Lesionado/Duda,29,4,6,0,2,0,1,169,5.8,0,0,6
Gonzalo,Gonzalo,20430,2025/26,36,Real Madrid,Delantero,6.0,22,ES,60%,Sano,27,4,1,0,2,0,1.1,78,2.9,1,6,1
González,Nico Gonzalez,20428,2025/26,36,Atlético,Mediocampista,13.0,28,AR,0%,Lesionado/Duda,24,5,0,0,4,1,1,122,5.1,0,0,1
Gorosabel,Gorosabel,20425,2025/26,36,Athletic,Defensa,7.0,29,ES,40%,Sano,21,0,1,0,3,0,1.2,53,2.5,4,0,0
Gorrotxategi,Gorrotxa,20427,2025/26,36,Real Sociedad,Mediocampista,9.0,24,ES,50%,Sano,29,1,3,0,6,0,1.2,114,3.9,3,2,1
Griezmann,Griezmann,20428,2025/26,36,Atlético,Delantero,9.0,35,FR,50%,Sano,31,7,2,0,1,0,1.5,146,4.7,5,8,8
Gudelj,Gudelj,20432,2025/26,36,Sevilla,Mediocampista,9.0,34,RS,60%,Sano,31,2,0,0,8,0,0.9,135,4.4,7,5,2
Guedes,Guedes,20427,2025/26,36,Real Sociedad,Mediocampista,17.0,29,PT,10%,Lesionado/Duda,31,8,4,0,3,0,-1,176,5.7,0,0,0
Guevara,Guevara,20424,2025/26,36,Alavés,Mediocampista,6.0,28,ES,40%,Sano,24,1,1,0,4,1,0.9,62,2.6,1,1,0
Guido,G. Rodríguez,20431,2025/26,36,Valencia,Mediocampista,8.0,32,AR,90%,Sano,13,2,0,0,4,0,1,63,4.8,7,3,2
Gumbau,Gumbau,20431,2025/26,36,Rayo,Mediocampista,7.0,31,ES,70%,Sano,26,0,2,0,4,0,1.3,72,2.8,3,8,7
Guridi,Guridi,20424,2025/26,36,Alavés,Mediocampista,6.0,31,ES,50%,Sano,25,0,0,0,1,0,1.5,49,2,4,1,1
Guruzeta,Guruzeta,20425,2025/26,36,Athletic,Delantero,11.0,29,ES,60%,Sano,32,9,3,0,6,1,1.6,156,4.9,5,11,8
Güler,Arda Güler,20430,2025/26,36,Real Madrid,Mediocampista,27.0,21,TR,0%,Lesionado/Duda,32,4,9,0,1,0,-1,233,7.3,0,0,0
Hancko,Hancko,20428,2025/26,36,Atlético,Defensa,10.0,28,SK,50%,Sano,27,0,2,0,2,0,1,127,4.7,5,0,0
Hassan,Hassan,20430,2025/26,36,Real Oviedo,Mediocampista,8.0,24,FR,40%,Sano,34,0,3,0,1,0,0.9,120,3.5,1,3,0
Herrando,Herrando,20428,2025/26,36,Osasuna,Defensa,8.0,25,ES,40%,Sano,27,0,1,0,3,0,-1,85,3.1,0,0,0
Herrera,Sergio Herrera,20428,2025/26,36,Osasuna,Portero,19.0,32,ES,0%,Sano,35,0,0,0,3,1,0.8,209,6,-1,1,5
Herrera,Herrera,20427,2025/26,36,Real Sociedad,Mediocampista,4.0,28,VE,40%,Sano,10,0,0,0,1,0,1,12,1,0,2,0
Hugo Álvarez,Hugo Alvarez,20423,2025/26,36,Celta,Mediocampista,8.0,22,ES,70%,Sano,25,4,1,0,2,0,1.5,100,4,2,12,3
I. Williams,Iñaki Williams,20425,2025/26,36,Athletic,Delantero,9.0,31,GH,70%,Sano,27,2,4,0,2,0,0.7,105,3.9,1,2,2
Ibáñez,Ibañez,20424,2025/26,36,Alavés,Mediocampista,9.0,27,ES,60%,Sano,34,1,1,0,7,0,1,122,3.6,2,1,2
Iglesias,B. Iglesias,20423,2025/26,36,Celta,Delantero,14.0,33,ES,40%,Sano,32,14,2,0,7,0,2.1,169,5.3,10,7,8
Iglesias,Juan Iglesias,20426,2025/26,36,Getafe,Defensa,9.0,27,ES,80%,Sano,34,1,2,0,4,0,1,146,4.3,8,2,-1
Iker Muñoz,Iker Muñoz,20428,2025/26,36,Osasuna,Mediocampista,7.0,23,ES,50%,Sano,18,0,0,0,4,0,1,54,3,4,0,3
Isco,Isco,20429,2025/26,36,Betis,Mediocampista,4.0,34,ES,20%,Sano,5,0,1,0,0,0,1,15,3,0,2,2
Isi,Isi,20431,2025/26,36,Rayo,Delantero,9.0,31,ES,0%,Sano,31,3,3,0,10,1,1.5,139,4.5,0,0,-3
Iturbe,A. Iturbe,20429,2025/26,36,Elche,Portero,2.0,22,ES,0%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
Iván Martín,Iván Martín,20427,2025/26,36,Girona,Mediocampista,9.0,27,ES,50%,Sano,32,0,1,0,5,1,1,136,4.3,3,0,4
Iván Romero,I. Romero,20423,2025/26,36,Levante,Delantero,11.0,25,ES,0%,Sano,29,7,1,0,5,0,0.5,139,4.8,0,1,0
Iván Villar,Iván Villar,20423,2025/26,36,Celta,Portero,2.0,28,ES,5%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
Izeta,Izeta,20425,2025/26,36,Athletic,Delantero,3.0,26,ES,0%,Sano,11,0,0,0,2,0,-1,16,1.5,0,0,0
Januzaj,Januzaj,20432,2025/26,36,Sevilla,Mediocampista,4.0,31,BE,0%,Sano,12,0,0,0,1,0,-1,24,2,0,0,0
Jauregizar,Jauregizar,20425,2025/26,36,Athletic,Mediocampista,9.0,22,ES,50%,Sano,33,2,0,0,6,1,0.9,142,4.3,5,1,0
Javi Guerra,Javi Guerra,20431,2025/26,36,Valencia,Mediocampista,9.0,22,ES,70%,Sano,33,1,5,0,3,0,1.5,132,4,4,2,8
Javi López,Javi Lopéz,20430,2025/26,36,Real Oviedo,Defensa,8.0,24,ES,0%,Sano,23,0,1,0,3,1,1,81,3.5,-1,5,4
Javi Muñoz,Javi Muñoz,20426,2025/26,36,Getafe,Mediocampista,5.0,31,ES,10%,Sano,17,0,0,0,0,0,0.8,37,2.2,2,2,0
Javi Rodríguez,Javi Rodriguez,20423,2025/26,36,Celta,Defensa,9.0,22,ES,70%,Sano,30,0,1,0,5,0,1.4,118,3.9,8,5,2
Jesús Vázquez,J. Vázquez,20431,2025/26,36,Valencia,Defensa,6.0,23,ES,30%,Sano,21,0,0,0,2,0,0.5,52,2.5,1,-1,0
Joan Garcia,Joan García,20424,2025/26,36,Barcelona,Portero,37.0,25,ES,50%,Sano,29,0,0,0,1,0,2.2,253,8.7,9,7,9
Jofre,Jofre,20425,2025/26,36,Espanyol,Delantero,6.0,24,ES,50%,Sano,24,1,0,0,1,0,0.6,59,2.5,0,2,0
John C.,John C.,20429,2025/26,36,Elche,Defensa,5.0,25,ES,30%,Sano,18,1,0,0,3,0,1,34,1.9,0,0,1
Jon Martín,Jon Martin,20427,2025/26,36,Real Sociedad,Defensa,9.0,20,ES,70%,Sano,23,1,0,0,5,0,1.6,100,4.3,3,7,1
Jonny,Jonny Otto,20424,2025/26,36,Alavés,Defensa,8.0,32,ES,80%,Sano,34,0,0,0,7,0,1.3,95,2.8,3,-2,2
Jordan,Jordán,20432,2025/26,36,Sevilla,Mediocampista,3.0,31,ES,0%,Sano,3,0,0,0,1,1,-1,3,1,0,0,0
Josan,Josan,20429,2025/26,36,Elche,Mediocampista,6.0,36,ES,20%,Sano,18,0,3,0,2,0,1.6,73,4.1,11,5,0
Joseph,Mateo Joseph,20426,2025/26,36,Mallorca,Delantero,9.0,22,ES,0%,Lesionado/Duda,29,2,3,0,2,0,-1,112,3.9,0,0,0
Juan Carlos,Juan Carlos,20427,2025/26,36,Girona,Portero,2.0,38,ES,0%,Lesionado/Duda,0,0,0,0,0,0,-1,0,0,0,0,0
Juan Cruz,Juan Cruz,20428,2025/26,36,Osasuna,Defensa,6.0,33,ES,20%,Sano,15,0,0,0,2,0,-1,40,2.7,0,-1,0
Juanlu,Juanlu,20432,2025/26,36,Sevilla,Mediocampista,9.0,22,ES,50%,Sano,30,0,3,0,6,1,1.2,110,3.7,2,2,1
Juanmi,Juanmi,20426,2025/26,36,Getafe,Delantero,4.0,32,ES,0%,Lesionado/Duda,8,1,0,0,0,0,-1,18,2.3,0,0,0
Julio Díaz,Julio Díaz,20428,2025/26,36,Atlético,Defensa,7.0,21,ES,50%,Sano,4,0,1,0,2,0,2,22,5.5,0,9,0
Junior,Junior,20429,2025/26,36,Betis,Defensa,6.0,29,DO,50%,Sano,10,0,1,0,2,0,-1,31,3.1,0,0,0
Jutglà,Ferran Jutglà,20423,2025/26,36,Celta,Delantero,9.0,27,ES,70%,Sano,27,7,3,0,4,0,1.3,124,4.6,3,8,1
Kalumba,Kalumba Jr,20426,2025/26,36,Mallorca,Delantero,3.0,21,FR,0%,Lesionado/Duda,3,0,0,0,0,0,1,5,1.7,0,2,0
Kamara,Kamara,20426,2025/26,36,Getafe,Delantero,4.0,22,EN,30%,Sano,12,0,0,0,1,0,0.7,21,1.8,0,2,1
Kambwala,Kambwala,20432,2025/26,36,Villarreal,Defensa,3.0,21,FR,10%,Sano,1,0,0,0,0,0,1,2,2,0,2,0
Karrikaburu,Karrikaburu,20427,2025/26,36,Real Sociedad,Delantero,3.0,23,ES,0%,Lesionado/Duda,7,0,0,0,0,0,-1,11,1.6,0,0,0
Kike Barja,Kike Barja,20428,2025/26,36,Osasuna,Delantero,5.0,29,ES,40%,Sano,24,1,2,0,3,0,1,57,2.4,0,1,2
Kike García,Kike García,20425,2025/26,36,Espanyol,Delantero,9.0,36,ES,50%,Sano,34,6,1,0,3,0,0.8,123,3.6,2,2,6
Kike Salas,Kike Salas,20432,2025/26,36,Sevilla,Defensa,11.0,24,ES,90%,Sano,23,1,0,0,1,0,1.7,111,4.8,3,9,1
Koke,Koke,20428,2025/26,36,Atlético,Mediocampista,11.0,34,ES,50%,Sano,31,2,2,0,5,0,1.3,148,4.8,7,3,5
Koski,Koski,20424,2025/26,36,Alavés,Defensa,3.0,24,FI,0%,Sano,2,0,0,0,0,0,-1,3,1.5,0,0,0
Koundé,Kounde,20424,2025/26,36,Barcelona,Defensa,13.0,27,FR,70%,Sano,28,1,3,0,5,0,1.5,145,5.2,0,0,8
Krapyvtsov,Krapyvtsov,20427,2025/26,36,Girona,Portero,3.0,20,UA,0%,Sano,2,0,0,0,0,0,-1,3,1.5,0,0,0
Kubo,Kubo,20427,2025/26,36,Real Sociedad,Mediocampista,13.0,24,JP,50%,Sano,23,2,4,0,2,0,1.2,119,5.2,2,2,1
Kumbulla,Kumbulla,20426,2025/26,36,Mallorca,Defensa,4.0,26,AL,0%,Lesionado/Duda,8,0,0,0,1,0,-1,10,1.3,0,0,0
L. Ilic,Ilic,20430,2025/26,36,Real Oviedo,Mediocampista,6.0,26,RS,30%,Sano,18,1,0,0,4,1,-1,39,2.2,0,0,0
Lago,Yoel Lago,20423,2025/26,36,Celta,Defensa,6.0,22,ES,60%,Sano,9,0,0,0,4,0,1.4,25,2.8,10,3,1
Laporte,Laporte,20425,2025/26,36,Athletic,Defensa,9.0,31,ES,50%,Lesionado/Duda,23,0,1,0,3,0,1,100,4.3,2,2,0
Lass,Lass,20427,2025/26,36,Girona,Mediocampista,2.0,22,GN,0%,Sano,5,0,0,0,0,1,-1,0,0,0,0,0
Lato,Toni Lato,20426,2025/26,36,Mallorca,Defensa,5.0,28,ES,50%,Sano,11,0,1,0,3,0,1.1,23,2.1,2,0,2
Le Normand,Le Normand,20428,2025/26,36,Atlético,Defensa,9.0,29,ES,70%,Sano,26,1,1,0,3,0,1.2,114,4.4,3,11,1
Lejeune,Lejeune,20431,2025/26,36,Rayo,Defensa,22.0,34,FR,70%,Sano,34,1,1,0,6,0,1.8,220,6.5,8,10,10
Lekue,I. Lekue,20425,2025/26,36,Athletic,Defensa,5.0,33,ES,20%,Sano,10,0,0,0,2,2,-1,15,1.5,0,0,0
Lemar,Lemar,20427,2025/26,36,Girona,Mediocampista,9.0,30,FR,50%,Sano,25,3,1,0,3,0,1,112,4.5,5,3,5
Lenglet,Lenglet,20428,2025/26,36,Atlético,Defensa,11.0,30,FR,50%,Sano,16,0,1,0,6,1,1.3,82,5.1,0,9,5
Leo Román,Leo Román,20426,2025/26,36,Mallorca,Portero,13.0,25,ES,95%,Sano,30,0,0,1,4,0,1.5,154,5.1,5,12,4
Letácek,Letacek,20426,2025/26,36,Getafe,Portero,2.0,27,CZ,5%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
Lewandowski,Lewandowski,20424,2025/26,36,Barcelona,Delantero,16.0,37,PL,70%,Sano,28,13,2,0,2,0,1.5,155,5.5,2,9,12
Liso,A. Liso,20426,2025/26,36,Getafe,Delantero,8.0,21,ES,30%,Sano,27,3,0,0,5,1,0,80,3,0,2,0
Llabrés,Javi Llabrés,20426,2025/26,36,Mallorca,Delantero,4.0,23,ES,30%,Sano,16,0,0,0,0,0,1,27,1.7,0,2,0
Lo Celso,Lo Celso,20429,2025/26,36,Betis,Mediocampista,11.0,30,AR,70%,Sano,21,2,3,0,4,0,1.3,110,5.2,0,6,7
Lookman,Lookman,20428,2025/26,36,Atlético,Delantero,6.0,28,NG,70%,Sano,9,2,0,0,1,0,1,37,4.1,7,0,0
Losada,Iker Losada,20423,2025/26,36,Levante,Delantero,7.0,24,ES,40%,Sano,20,3,1,0,1,0,1,66,3.3,0,0,2
Lozano,Pol Lozano,20425,2025/26,36,Espanyol,Mediocampista,8.0,26,ES,50%,Sano,31,2,1,0,11,1,0.6,91,2.9,1,0,-1
Luis Milla,L. Milla,20426,2025/26,36,Getafe,Mediocampista,24.0,31,ES,90%,Sano,34,0,9,0,4,1,1.5,233,6.9,7,5,2
Luis Vázquez,Luis Vázquez,20426,2025/26,36,Getafe,Delantero,8.0,25,AR,70%,Sano,15,3,0,0,2,0,1.2,68,4.5,2,4,1
Luiz Felipe,Luiz Felipe,20431,2025/26,36,Rayo,Defensa,6.0,29,IT,0%,Lesionado/Duda,10,0,0,0,1,0,-1,36,3.6,0,0,0
Luiz Junior,Júnior R.,20432,2025/26,36,Villarreal,Portero,26.0,25,BR,40%,Sano,28,0,0,1,3,0,-1,200,7.1,0,0,0
Lunin,Lunin,20430,2025/26,36,Real Madrid,Portero,8.0,27,UA,30%,Sano,6,0,0,0,0,1,2.2,39,6.5,0,12,6
Luvumbo,Luvumbo,20426,2025/26,36,Mallorca,Delantero,6.0,24,AO,50%,Sano,8,0,2,0,2,0,1.3,35,4.4,4,4,0
M. Alonso,Marcos Alonso,20423,2025/26,36,Celta,Defensa,18.0,35,ES,70%,Sano,29,1,0,0,5,0,1.5,173,6,8,0,2
M. Llorente,Marcos Llorente,20428,2025/26,36,Atlético,Defensa,16.0,31,ES,60%,Sano,27,0,4,0,5,0,1,149,5.5,4,0,3
Maffeo,Maffeo,20426,2025/26,36,Mallorca,Defensa,9.0,28,AR,90%,Sano,28,1,1,0,10,0,1,117,4.2,0,8,1
Manu Bueno,Manu Bueno,20432,2025/26,36,Sevilla,Mediocampista,4.0,21,ES,0%,Lesionado/Duda,8,0,0,0,2,0,-1,15,1.9,0,0,0
Manu Fernández,Manuel Fernán...,20423,2025/26,36,Celta,Defensa,6.0,25,ES,30%,Sano,14,0,0,0,2,0,0.5,42,3,0,-1,0
Manu Sánchez,Manu Sánchez,20423,2025/26,36,Levante,Defensa,8.0,25,ES,50%,Sano,30,1,2,0,8,0,0.7,102,3.4,0,0,7
Manuel Ángel,Manuel Ángel,20430,2025/26,36,Real Madrid,Mediocampista,3.0,22,ES,40%,Sano,4,0,0,0,0,0,-1,5,1.3,0,0,1
Marc Roca,Marc Roca,20429,2025/26,36,Betis,Mediocampista,9.0,29,ES,30%,Sano,27,1,1,0,1,0,1.2,120,4.4,3,4,3
Marc Vidal,Marc Vidal,20423,2025/26,36,Celta,Portero,0.6,26,ES,0%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
Marcão,Marcao,20432,2025/26,36,Sevilla,Defensa,7.0,29,BR,0%,Lesionado/Duda,13,0,0,0,4,1,-1,46,3.5,0,0,0
Mariano,Mariano,20424,2025/26,36,Alavés,Delantero,4.0,32,DO,0%,Sano,10,0,0,0,1,0,-1,18,1.8,0,0,0
Mario Martín,Mario Martín,20426,2025/26,36,Getafe,Mediocampista,8.0,22,ES,70%,Sano,32,2,1,0,10,0,1,83,2.6,2,0,0
Marrero,Marrero,20427,2025/26,36,Real Sociedad,Portero,2.0,24,ES,30%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
Martim Neto,Martim Neto,20429,2025/26,36,Elche,Mediocampista,12.0,23,PT,50%,Sano,25,2,5,0,2,0,1,126,5,0,2,0
Martín,Gerard Martín,20424,2025/26,36,Barcelona,Defensa,13.0,24,ES,50%,Sano,30,0,0,0,6,0,1.5,150,5,11,5,10
Marín,Marín,20427,2025/26,36,Real Sociedad,Mediocampista,7.0,22,ES,50%,Sano,31,0,1,0,2,0,1,69,2.2,2,1,4
Mascarell,Mascarell,20426,2025/26,36,Mallorca,Mediocampista,9.0,33,GQ,80%,Sano,28,1,2,0,4,0,1.4,128,4.6,9,6,4
Mastantuono,F. Mastantuono,20430,2025/26,36,Real Madrid,Delantero,7.0,18,AR,50%,Sano,20,1,0,0,5,1,1,65,3.3,1,4,0
Matturro,Alan Matturo,20423,2025/26,36,Levante,Defensa,7.0,21,UY,50%,Sano,19,1,1,0,0,1,0.9,66,3.5,9,1,0
Maupay,Maupay,20432,2025/26,36,Sevilla,Delantero,7.0,29,FR,50%,Sano,9,2,1,0,1,0,1.5,40,4.4,3,9,10
Mayoral,B. Mayoral,20426,2025/26,36,Getafe,Delantero,8.0,29,ES,30%,Sano,16,4,1,0,0,0,0.6,71,4.4,2,2,0
Mbappé,Mbappé,20430,2025/26,36,Real Madrid,Delantero,51.0,27,FR,40%,Lesionado/Duda,28,24,4,0,4,0,0,306,10.9,0,0,6
Mendoza,R. Mendoza,20428,2025/26,36,Atlético,Mediocampista,8.0,21,ES,70%,Sano,7,0,1,0,2,0,1.5,72,3.1,0,5,0
Mendy,N. Mendy,20431,2025/26,36,Rayo,Defensa,11.0,21,SN,50%,Sano,22,2,0,0,9,2,1.3,108,4.9,1,11,3
Mendy,F. Mendy,20430,2025/26,36,Real Madrid,Defensa,4.0,30,FR,0%,Lesionado/Duda,5,0,0,0,0,0,1,14,2.8,0,2,4
Mendy,Mendy,20432,2025/26,36,Sevilla,Mediocampista,8.0,26,FR,40%,Sano,27,1,0,0,6,0,0.9,86,3.2,0,2,0
Miguel Rubio,Miguel Rubio,20425,2025/26,36,Espanyol,Defensa,4.0,28,ES,40%,Sano,12,1,0,0,0,0,-1,29,2.4,0,0,0
Mikautadze,Mikautadze,20432,2025/26,36,Villarreal,Delantero,20.0,25,GE,70%,Sano,30,11,5,0,1,0,1.7,185,6.2,2,16,4
Militão,E. Militao,20430,2025/26,36,Real Madrid,Defensa,16.0,28,BR,0%,Lesionado/Duda,16,2,1,0,2,0,-1,103,6.4,0,0,0
Mingueza,O. Mingueza,20423,2025/26,36,Celta,Defensa,9.0,26,ES,50%,Sano,31,1,4,0,4,0,1.2,125,4,10,1,6
Moi Gómez,Moi Gómez,20428,2025/26,36,Osasuna,Mediocampista,8.0,31,ES,40%,Sano,23,0,2,0,3,0,1.2,95,4.1,0,9,10
Mojica,J. Mojica,20426,2025/26,36,Mallorca,Defensa,9.0,33,CO,50%,Sano,34,0,4,0,6,0,1.3,131,3.9,6,14,2
Moldovan,Moldovan,20430,2025/26,36,Real Oviedo,Portero,2.0,28,RO,5%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
Moleiro,A. Moleiro,20432,2025/26,36,Villarreal,Mediocampista,19.0,22,ES,70%,Sano,34,10,4,0,4,0,1.8,203,6,2,12,4
Molina,Molina,20428,2025/26,36,Atlético,Defensa,9.0,28,AR,0%,Lesionado/Duda,26,2,2,0,4,0,1.6,112,4.3,2,12,8
Moncayola,Moncayola,20428,2025/26,36,Osasuna,Mediocampista,9.0,27,ES,70%,Sano,33,0,4,0,9,0,1.7,150,4.5,3,1,8
Morales,A. J. Morales,20423,2025/26,36,Levante,Delantero,5.0,38,ES,10%,Sano,20,1,1,0,1,0,1.5,53,2.7,3,0,0
Moreno,Matías Moreno,20423,2025/26,36,Levante,Defensa,10.0,22,AR,80%,Sano,25,0,0,0,8,0,1.1,117,4.7,0,-2,8
Morey,Morey,20426,2025/26,36,Mallorca,Defensa,5.0,26,ES,10%,Sano,18,1,0,0,2,0,1.1,33,1.8,1,0,2
Moriba,Ilaix Moriba,20423,2025/26,36,Celta,Mediocampista,8.0,23,GN,50%,Lesionado/Duda,34,1,2,0,7,0,1.6,116,3.4,6,4,1
Morlanes,Morlanes,20426,2025/26,36,Mallorca,Mediocampista,9.0,27,ES,50%,Sano,29,2,0,0,4,1,1,105,3.6,2,7,2
Mouriño,Mouriño,20432,2025/26,36,Villarreal,Defensa,10.0,24,UY,40%,Sano,26,1,2,0,10,1,1.5,122,4.7,4,0,0
Mumin,A. Mumin,20431,2025/26,36,Rayo,Defensa,3.0,27,GH,30%,Sano,1,0,0,0,0,0,-1,1,1,0,0,0
Muriqi,Muriqi,20426,2025/26,36,Mallorca,Delantero,21.0,32,XK,80%,Sano,34,22,1,0,4,1,1.4,215,6.3,9,6,0
Musso,J. Musso,20428,2025/26,36,Atlético,Portero,8.0,32,AR,30%,Sano,6,0,0,0,2,0,1,40,6.7,0,8,0
N. Williams,Nico Williams,20425,2025/26,36,Athletic,Delantero,21.0,23,ES,0%,Lesionado/Duda,25,6,3,0,2,0,1.9,157,6.3,1,17,4
Nacho Pérez,Nacho Perez,20423,2025/26,36,Levante,Defensa,3.0,17,ES,10%,Sano,2,0,0,0,0,0,-1,3,1.5,0,0,0
Nacho Vidal,Nacho Vidal,20430,2025/26,36,Real Oviedo,Defensa,9.0,31,ES,70%,Sano,26,0,0,0,4,0,0.9,98,3.8,10,-1,1
Natan,Natan,20429,2025/26,36,Betis,Defensa,13.0,25,BR,50%,Lesionado/Duda,30,0,0,0,7,0,1.3,155,5.2,0,11,4
Navarro,Navarro,20425,2025/26,36,Athletic,Mediocampista,8.0,24,ES,40%,Sano,29,6,1,0,1,0,1.5,118,4.1,6,8,3
Ngongé,Ngonge,20425,2025/26,36,Espanyol,Delantero,6.0,25,BE,10%,Lesionado/Duda,9,0,2,0,4,0,1.5,33,3.7,0,0,4
Nianzou,Nianzou,20432,2025/26,36,Sevilla,Defensa,5.0,23,FR,20%,Sano,12,0,0,0,5,1,-1,25,2.1,0,0,0
Nteka,Nteka,20431,2025/26,36,Rayo,Delantero,4.0,28,AO,50%,Sano,11,2,0,0,2,0,2.5,29,2.6,0,7,0
Nyland,Nyland,20432,2025/26,36,Sevilla,Portero,6.0,35,NO,5%,Sano,4,0,0,0,1,0,-1,16,4,0,0,0
Nyom,Nyom,20426,2025/26,36,Getafe,Defensa,3.0,38,CM,10%,Sano,12,0,0,0,6,1,-1,7,0.6,0,0,0
Núñez,Núñez,20431,2025/26,36,Valencia,Defensa,7.0,29,ES,50%,Sano,10,0,0,0,2,0,1,39,3.9,1,0,2
Oblak,Oblak,20428,2025/26,36,Atlético,Portero,23.0,33,SI,70%,Sano,29,0,0,0,0,0,1,191,6.6,5,0,3
Odriozola,Odriozola,20427,2025/26,36,Real Sociedad,Defensa,6.0,30,ES,0%,Lesionado/Duda,5,1,0,0,0,0,-1,22,4.4,0,0,0
Olasagasti,Olasagasti,20423,2025/26,36,Levante,Mediocampista,8.0,25,ES,70%,Sano,30,1,3,0,3,1,1.3,92,3.1,3,1,5
Olmo,Dani Olmo,20424,2025/26,36,Barcelona,Mediocampista,27.0,28,ES,40%,Sano,30,7,8,0,1,0,1.7,217,7.2,9,5,8
Oluwaseyi,Oluwaseyi,20432,2025/26,36,Villarreal,Delantero,7.0,25,CA,30%,Sano,26,2,2,0,1,0,1,78,3,3,0,0
Oriol Rey,O. Rey,20423,2025/26,36,Levante,Mediocampista,8.0,28,ES,50%,Sano,19,0,1,0,4,0,1.5,60,3.2,9,0,0
Oroz,Aimar,20428,2025/26,36,Osasuna,Mediocampista,9.0,24,ES,70%,Sano,28,0,2,0,6,0,1,113,4,1,0,5
Ortiz,Á. Ortiz,20429,2025/26,36,Betis,Defensa,5.0,21,ES,0%,Lesionado/Duda,13,0,0,0,1,0,-1,29,2.2,0,0,0
Osambela,A. Osambela,20428,2025/26,36,Osasuna,Mediocampista,4.0,21,ES,20%,Sano,15,1,0,0,1,1,1,33,2.2,1,1,0
Oso,Oso,20432,2025/26,36,Sevilla,Defensa,8.0,22,ES,70%,Sano,18,1,3,0,1,0,1.5,60,3.3,3,2,2
Ounahi,Ounahi,20427,2025/26,36,Girona,Mediocampista,28.0,26,MA,80%,Sano,21,5,2,0,7,0,1.4,156,7.4,7,8,4
Oyarzabal,Oyarzabal,20427,2025/26,36,Real Sociedad,Delantero,25.0,29,ES,80%,Sano,31,15,3,0,2,0,1.6,215,6.9,9,4,16
