Jugador_FutFantasy,Jugador_Fantasy,ID_Partido,Temporada,Jornada,Equipo,Posicion,Precio_Fantastica,Edad,Nacionalidad,Probabilidad_Jugar,Estado_Medico,Partidos_Jugados,Goles,Asistencias,Penaltis_Parados,Tarjetas_Amarillas,Tarjetas_Rojas,Estado_Forma,Puntos_Totales,Media_Puntos,Puntos_Ultima_Jornada,Puntos_Jornada_Ant_2,Puntos_Jornada_Ant_3
Aitor Mañas,Mañas,20341,2025/26,27,Alavés,Delantero,3.0,2026,N/A,20%,Sano,6,0,0,0,0,0,1,9,1.5,0,2,0
Aitor,Aitor Fdez,20339,2025/26,27,Osasuna,Portero,1.0,34,ES,5%,Sano,0,0,0,0,2,0,-1,-2,0,0,0,0
Akhomach,I. Akhomach,20340,2025/26,27,Rayo,Delantero,6.0,21,MA,60%,Sano,6,0,0,0,2,0,1.6,45,3,5,2,6
Alaba,Alaba,20335,2025/26,27,Real Madrid,Defensa,4.0,33,AT,0%,Lesionado/Duda,8,0,0,0,1,0,0.6,18,2.3,3,1,2
Alemão,Alemao,20340,2025/26,27,Rayo,Delantero,6.0,27,BR,30%,Sano,15,1,0,0,1,0,1,35,2.3,1,2,0
Alexander-Arnold,Trent,20335,2025/26,27,Real Madrid,Defensa,7.0,27,EN,60%,Sano,12,0,2,0,1,0,1,47,3.9,2,0,11
Alexis,Alexis Sánchez,20340,2025/26,27,Sevilla,Delantero,8.0,37,CL,40%,Sano,18,3,1,0,1,0,1.4,68,3.8,8,1,0
Aleñá,Aleñá,20341,2025/26,27,Alavés,Mediocampista,11.0,28,ES,70%,Sano,26,0,4,0,4,0,1.3,108,4.2,5,3,11
Alfon,Alfon,20342,2025/26,27,Villarreal,Delantero,5.0,26,ES,10%,Sano,2,0,0,0,0,0,1,34,2.8,1,1,0
Alhassane,A. Rahim,20336,2025/26,27,Real Oviedo,Defensa,10.0,24,NE,40%,Sano,19,0,0,0,1,0,-1,57,3,0,0,0
Almada,Almada,20334,2025/26,27,Atlético,Mediocampista,9.0,24,AR,50%,Sano,18,3,1,0,1,0,0.6,92,5.1,8,1,4
Almeida,Almeida,20341,2025/26,27,Valencia,Mediocampista,8.0,25,PT,20%,Sano,15,0,1,0,0,0,-1,61,4.1,0,2,0
Altimira,Altimira,20337,2025/26,27,Betis,Mediocampista,8.0,24,ES,10%,Sano,17,1,1,0,2,0,1,62,3.6,2,0,2
Alvarez,Julián Alvarez,20334,2025/26,27,Atlético,Delantero,19.0,26,AR,50%,Sano,26,8,3,0,2,0,0.9,172,6.6,10,1,2
Alvaro R.,Álvaro,20342,2025/26,27,Elche,Delantero,12.0,21,UY,50%,Sano,23,5,4,0,0,0,1,115,5,2,4,5
André Silva,André Silva,20342,2025/26,27,Elche,Delantero,10.0,30,PT,60%,Sano,20,6,0,0,1,0,1.1,91,4.6,3,7,5
Antonio,Antonio Sánchez,20339,2025/26,27,Mallorca,Mediocampista,7.0,28,ES,30%,Sano,21,0,0,0,4,1,1.1,44,2.1,0,3,4
Antony,Antony,20337,2025/26,27,Betis,Delantero,23.0,26,BR,90%,Sano,21,7,5,0,2,1,1.8,157,7.5,8,2,12
Arambarri,Arambarri,20337,2025/26,27,Getafe,Mediocampista,15.0,30,UY,95%,Sano,26,5,2,0,4,0,1.9,145,5.6,11,4,13
Aramburu,Aramburu,20334,2025/26,27,Real Sociedad,Defensa,9.0,23,VE,90%,Sano,24,1,0,0,8,0,0.9,56,2.3,6,0,-6
Araújo,R. Araujo,20333,2025/26,27,Barcelona,Defensa,7.0,26,UY,50%,Sano,15,2,0,0,2,0,1.3,52,3.5,2,2,1
Areso,Areso,20333,2025/26,27,Athletic,Defensa,10.0,26,ES,30%,Sano,22,0,1,0,3,0,0.8,74,3.4,2,2,3
Aritz,Aritz,20334,2025/26,27,Real Sociedad,Defensa,5.0,31,ES,20%,Sano,9,0,0,0,0,0,1,18,2,0,2,0
Arnau,Arnau,20338,2025/26,27,Girona,Defensa,11.0,22,ES,95%,Sano,23,1,1,0,6,0,1.5,111,4.8,-1,2,4
Arriaga,Arriaga,20338,2025/26,27,Levante,Mediocampista,9.0,28,HN,50%,Sano,17,1,1,0,6,1,-1,64,3.8,0,0,0
Artero,Andreev,20338,2025/26,27,Girona,Portero,1.0,23,ES,0%,Lesionado/Duda,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,0,0,0,0
Asano,Asano,20339,2025/26,27,Mallorca,Delantero,5.0,31,JP,0%,Lesionado/Duda,15,1,0,0,2,0,-1,30,2,0,0,0
Asencio,Asencio,20335,2025/26,27,Real Madrid,Defensa,11.0,23,ES,70%,Sano,18,2,0,0,2,0,0,91,5.1,0,2,0
Aspas,Iago Aspas,20335,2025/26,27,Celta,Delantero,9.0,38,ES,50%,Sano,22,4,3,0,3,0,2.7,108,4.9,0,16,1
Ayoze,Ayoze,20342,2025/26,27,Villarreal,Delantero,8.0,32,ES,0%,Lesionado/Duda,18,2,3,0,3,0,1,66,3.7,1,3,2
Azpilicueta,Azpilicueta,20340,2025/26,27,Sevilla,Defensa,8.0,36,ES,70%,Sano,13,0,0,0,4,0,1.8,40,3.1,1,7,3
Baena,Álex Baena,20334,2025/26,27,Atlético,Mediocampista,10.0,24,ES,70%,Sano,18,2,2,0,3,0,0.9,100,5.6,7,10,1
Bailly,E. Bailly,20336,2025/26,27,Real Oviedo,Defensa,8.0,31,CI,10%,Lesionado/Duda,7,1,0,0,1,0,2,33,4.7,0,0,9
Bakambu,Bakambu,20337,2025/26,27,Betis,Delantero,6.0,34,CD,30%,Sano,12,3,0,0,0,0,1,43,3.6,1,10,9
Balde,Álex Balde,20333,2025/26,27,Barcelona,Defensa,11.0,22,ES,0%,Lesionado/Duda,21,0,2,0,2,0,1,98,4.7,5,0,1
Balliu,Balliu,20340,2025/26,27,Rayo,Defensa,3.0,34,AL,40%,Sano,10,0,0,0,2,0,1,12,1.2,2,0,0
Bardghji,Bardghji,20333,2025/26,27,Barcelona,Delantero,6.0,20,SE,30%,Sano,15,1,1,0,0,0,1.3,47,3.1,2,2,2
Barrenetxea,Barrenetxea,20334,2025/26,27,Real Sociedad,Mediocampista,11.0,24,ES,50%,Sano,20,3,3,0,2,0,1.5,107,5.4,2,0,0
Barrios,Barrios,20334,2025/26,27,Atlético,Mediocampista,16.0,22,ES,0%,Lesionado/Duda,21,1,1,0,0,0,-1,123,5.9,0,0,0
Bartra,Bartra,20337,2025/26,27,Betis,Defensa,15.0,35,ES,50%,Sano,20,1,0,0,3,0,1,114,5.7,0,0,3
Batalla,A. Batalla,20340,2025/26,27,Rayo,Portero,16.0,29,AR,95%,Sano,26,0,0,0,4,0,1.5,155,6,9,1,5
Bellerín,Bellerín,20337,2025/26,27,Betis,Defensa,10.0,30,ES,30%,Sano,16,0,2,0,1,0,-1,68,4.3,0,0,0
Bellingham,Bellingham,20335,2025/26,27,Real Madrid,Mediocampista,22.0,22,EN,0%,Lesionado/Duda,18,4,3,0,1,0,-1,137,7.6,0,0,0
Beltrán,Fran Beltrán,20338,2025/26,27,Girona,Mediocampista,8.0,27,ES,50%,Sano,6,1,0,0,2,0,1.6,60,3.8,3,1,10
Beltrán,Lucas Beltrán,20341,2025/26,27,Valencia,Mediocampista,9.0,24,AR,30%,Lesionado/Duda,21,1,2,0,0,0,1.5,78,3.7,0,0,4
Benito,I. Benito,20339,2025/26,27,Osasuna,Delantero,5.0,23,ES,0%,Lesionado/Duda,5,1,0,0,1,0,-1,19,3.8,0,0,0
Berenguer,Berenguer,20333,2025/26,27,Athletic,Delantero,14.0,30,ES,60%,Sano,21,2,3,0,3,0,2,115,5.5,8,0,0
Bergstrom,Bergstrom,20339,2025/26,27,Mallorca,Portero,10.0,23,FI,5%,Sano,5,0,0,0,1,0,-1,36,7.2,0,0,0
Bernal,Marc Bernal,20333,2025/26,27,Barcelona,Mediocampista,6.0,18,ES,50%,Sano,13,2,1,0,4,0,2,46,3.5,4,11,2
Bigas,R.P. Bigas,20342,2025/26,27,Elche,Defensa,11.0,35,ES,50%,Lesionado/Duda,19,0,2,0,3,0,1.2,88,4.6,2,-2,10
Birmancevic,Birma,20337,2025/26,27,Getafe,Delantero,3.0,28,RS,20%,Sano,1,0,0,0,0,0,1,2,2,0,2,0
Blanco,Blanco,20341,2025/26,27,Alavés,Mediocampista,10.0,25,ES,90%,Sano,24,1,1,0,5,0,1.5,107,4.5,4,5,3
Blind,Daley Blind,20338,2025/26,27,Girona,Defensa,10.0,35,NL,95%,Sano,24,0,0,0,1,0,1.7,108,4.5,2,4,7
Boiro,Adama,20333,2025/26,27,Athletic,Defensa,5.0,23,ES,40%,Sano,8,0,0,0,1,0,-1,15,1.9,0,0,0
Borbas,T. Borbas,20336,2025/26,27,Real Oviedo,Delantero,2.0,23,UY,10%,Lesionado/Duda,5,0,0,0,1,0,1.1,6,1.2,2,0,1
Boselli,Boselli,20337,2025/26,27,Getafe,Defensa,5.0,22,UY,50%,Sano,4,0,0,0,0,0,1.1,12,3,8,0,2
Boyomo,Boyomo,20339,2025/26,27,Osasuna,Defensa,11.0,24,CM,50%,Sano,20,1,1,0,4,0,-1,87,4.4,0,0,0
Boyé,Lucas Boyé,20341,2025/26,27,Alavés,Delantero,15.0,30,AR,90%,Sano,20,7,1,0,3,1,1.8,113,5.7,0,15,4
Brahim,Brahim,20335,2025/26,27,Real Madrid,Mediocampista,7.0,26,MA,50%,Sano,18,0,4,0,1,0,0.7,73,4.1,2,2,2
Brais,Brais Méndez,20334,2025/26,27,Real Sociedad,Mediocampista,11.0,29,ES,40%,Sano,22,5,2,0,5,1,1,108,4.9,0,2,0
Bretones,Abel Bretones,20339,2025/26,27,Osasuna,Defensa,10.0,25,ES,30%,Sano,21,1,0,0,5,1,1,65,3.1,0,1,2
Brugui,R. Brugué,20338,2025/26,27,Levante,Delantero,7.0,29,ES,0%,Lesionado/Duda,15,0,1,0,1,0,-1,42,2.8,0,0,0
Bryan Gil,Bryan Gil,20338,2025/26,27,Girona,Delantero,11.0,25,ES,70%,Sano,23,0,3,0,4,0,1.9,94,4.1,2,4,6
Buchanan,Buchanan,20342,2025/26,27,Villarreal,Mediocampista,10.0,27,CA,50%,Sano,24,5,1,0,7,0,1,109,4.5,0,1,0
Budimir,Budimir,20339,2025/26,27,Osasuna,Delantero,16.0,34,HR,95%,Sano,25,12,0,0,1,0,1.5,148,5.9,4,12,4
C. Álvarez,C. Alvarez,20338,2025/26,27,Levante,Mediocampista,10.0,22,ES,0%,Lesionado/Duda,26,3,1,0,3,0,1.7,104,4,4,0,3
Cabanes,Cabanes,20342,2025/26,27,Villarreal,Delantero,1.0,21,ES,0%,Lesionado/Duda,0,0,0,0,0,0,-1,0,0,0,0,0
Cabrera,Cabrera,20336,2025/26,27,Espanyol,Defensa,10.0,34,UY,95%,Sano,25,3,0,0,2,0,1.6,114,4.6,6,-2,-1
Calebe,Calebe,20341,2025/26,27,Alavés,Mediocampista,7.0,25,BR,40%,Sano,17,0,0,0,2,0,0.7,48,2.8,0,1,1
Calero,F. Calero,20336,2025/26,27,Espanyol,Defensa,11.0,30,ES,60%,Sano,20,0,0,0,3,0,0.5,94,4.7,0,1,0
Caleta-Car,Caleta-Car,20334,2025/26,27,Real Sociedad,Defensa,10.0,29,HR,60%,Sano,17,1,0,0,4,1,1.6,68,4,9,10,0
Calvo,Dani Calvo,20336,2025/26,27,Real Oviedo,Defensa,8.0,31,ES,70%,Sano,11,0,0,0,3,0,1,44,4,4,4,0
Camavinga,Camavinga,20335,2025/26,27,Real Madrid,Mediocampista,10.0,23,FR,0%,Lesionado/Duda,19,1,0,0,0,0,0.9,90,4.7,0,7,3
Camello,Camello,20340,2025/26,27,Rayo,Delantero,5.0,25,ES,0%,Sano,13,0,0,0,2,1,-1,23,1.8,0,0,0
Cancelo,Cancelo,20333,2025/26,27,Barcelona,Defensa,9.0,31,PT,60%,Sano,4,0,1,0,0,0,3,29,7.3,0,16,0
Cardoso,Johnny,20334,2025/26,27,Atlético,Mediocampista,7.0,24,US,40%,Sano,11,0,0,0,4,0,0.9,40,3.6,7,3,0
Cardoso,Cardoso,20340,2025/26,27,Sevilla,Defensa,7.0,31,PT,20%,Sano,4,0,0,0,0,0,-1,20,5,0,0,0
Carlos Espí,C. Espí,20338,2025/26,27,Levante,Delantero,5.0,20,ES,70%,Sano,13,3,0,0,1,0,2.2,38,2.9,14,0,4
Carlos Martín,Carlos Martín,20340,2025/26,27,Rayo,Mediocampista,4.0,23,ES,30%,Sano,4,0,0,0,1,0,-1,8,2,0,0,0
Carlos Soler,C. Soler,20334,2025/26,27,Real Sociedad,Mediocampista,14.0,29,ES,70%,Sano,21,3,2,0,2,1,1.8,115,5.5,14,0,3
Carmo,David Carmo,20336,2025/26,27,Real Oviedo,Defensa,10.0,26,AO,90%,Sano,20,1,0,0,8,1,1,87,4.4,2,4,2
Carmona,Carmona,20340,2025/26,27,Sevilla,Defensa,10.0,24,ES,50%,Sano,24,1,3,0,9,0,0.6,82,3.4,-1,3,1
Carreira,Carreira,20335,2025/26,27,Celta,Defensa,10.0,25,ES,60%,Sano,22,2,1,0,2,0,2,99,4.5,4,0,2
Carvajal,Carvajal,20335,2025/26,27,Real Madrid,Defensa,6.0,34,ES,40%,Sano,10,0,0,0,0,0,0.8,35,3.5,3,4,3
Casadó,M. Casadó,20333,2025/26,27,Barcelona,Mediocampista,7.0,22,ES,50%,Sano,16,0,1,0,0,0,-1,50,3.1,0,0,0
Castrín,A. Castrín,20340,2025/26,27,Sevilla,Defensa,8.0,22,ES,10%,Sano,9,0,0,0,3,0,-1,40,4.4,0,0,0
Catena,Catena,20339,2025/26,27,Osasuna,Defensa,16.0,31,ES,95%,Sano,24,2,2,0,8,1,1.9,139,5.8,5,5,7
Cazorla,S. Cazorla,20336,2025/26,27,Real Oviedo,Mediocampista,6.0,41,ES,30%,Sano,17,0,1,0,0,1,1,48,2.8,1,4,5
Ceballos,D. Ceballos,20335,2025/26,27,Real Madrid,Mediocampista,6.0,29,ES,0%,Lesionado/Duda,15,0,0,0,1,0,0.4,45,3,0,1,2
Cepeda,Cepeda,20342,2025/26,27,Elche,Delantero,7.0,23,CL,50%,Sano,5,0,0,0,1,0,1.1,15,3,4,1,5
Cervi,Franco Cervi,20335,2025/26,27,Celta,Delantero,1.0,31,AR,0%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
Chaira,Ilyas,20336,2025/26,27,Real Oviedo,Delantero,11.0,25,MA,70%,Sano,24,3,1,0,1,1,1.4,104,4.3,2,7,1
Chimy,Chimy Ávila,20337,2025/26,27,Betis,Delantero,4.0,32,AR,10%,Sano,10,1,0,0,4,0,-1,22,2.2,0,0,0
Chust,V. Chust,20342,2025/26,27,Elche,Defensa,10.0,26,ES,50%,Sano,20,0,0,0,7,1,1.1,60,3,3,3,8
Colombatto,Colobatto,20336,2025/26,27,Real Oviedo,Mediocampista,10.0,29,AR,50%,Sano,21,0,1,0,5,0,0.7,81,3.9,1,2,0
Comesaña,Comesaña,20342,2025/26,27,Villarreal,Mediocampista,11.0,29,ES,60%,Sano,24,3,2,0,4,1,1.5,111,4.6,1,12,8
Conde,Diego Conde,20342,2025/26,27,Villarreal,Portero,1.0,27,ES,0%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
Copete,Copete,20341,2025/26,27,Valencia,Defensa,10.0,26,ES,0%,Lesionado/Duda,21,0,0,0,5,0,1,76,3.6,0,2,0
Cortés,Paco Cortes,20338,2025/26,27,Levante,Delantero,5.0,18,ES,60%,Sano,8,0,0,0,1,0,1.7,19,2.4,5,2,5
Costa,Costa,20342,2025/26,27,Villarreal,Defensa,4.9,24,CV,0%,Lesionado/Duda,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,0,0,0,0
Costas,David Costas,20336,2025/26,27,Real Oviedo,Defensa,11.0,30,ES,30%,Lesionado/Duda,17,0,0,0,2,0,-1,80,4.7,0,0,0
Courtois,Courtois,20335,2025/26,27,Real Madrid,Portero,19.0,33,BE,95%,Sano,26,0,0,0,1,0,1.3,172,6.6,6,-3,6
Cubarsí,Pau Cubrasí,20333,2025/26,27,Barcelona,Defensa,13.0,19,ES,70%,Sano,21,1,0,0,1,0,2,109,5.2,4,0,12
Cucho,Cucho,20337,2025/26,27,Betis,Delantero,18.0,26,CO,70%,Sano,21,8,3,0,2,0,1,133,6.3,2,4,0
Cuéllar,Cuéllar,20339,2025/26,27,Mallorca,Portero,1.0,41,ES,0%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
Cuñat Campos,P. Campos,20338,2025/26,27,Levante,Portero,8.0,23,ES,5%,Sano,2,0,0,0,0,0,-1,14,7,0,0,0
Cárdenas,D. Cárdenas,20340,2025/26,27,Rayo,Portero,1.0,28,ES,5%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
Cömert,Cömert,20341,2025/26,27,Valencia,Defensa,8.0,28,CH,90%,Sano,9,1,0,0,2,0,1.5,42,4.7,7,1,9
D. Duarte,Domingos Duar...,20337,2025/26,27,Getafe,Defensa,11.0,30,PT,80%,Sano,23,0,0,0,8,0,1.2,106,4.6,8,3,5
D. Llorente,Llorente,20337,2025/26,27,Betis,Defensa,7.0,32,ES,60%,Sano,9,1,0,0,3,0,1.2,41,4.6,2,3,2
Danjuma,Danjuma,20341,2025/26,27,Valencia,Delantero,10.0,29,NL,40%,Sano,24,3,2,0,0,0,0.8,110,4.6,2,1,0
Darder,Darder,20339,2025/26,27,Mallorca,Mediocampista,13.0,32,ES,70%,Sano,26,1,3,0,3,0,0.8,135,5.2,5,3,11
David López,David López,20338,2025/26,27,Girona,Defensa,3.0,36,ES,5%,Sano,3,0,0,0,0,0,-1,4,1.3,0,0,0
David López,David López,20339,2025/26,27,Mallorca,Defensa,6.0,23,ES,20%,Sano,5,0,0,0,1,0,2,19,3.8,0,0,2
Davinchi,Davinchi,20337,2025/26,27,Getafe,Defensa,5.0,18,ES,0%,Lesionado/Duda,7,0,0,0,1,0,-1,19,2.7,0,0,0
De Frutos,De Frutos,20340,2025/26,27,Rayo,Delantero,16.0,29,ES,70%,Sano,24,10,1,0,2,0,2.1,153,6.4,16,11,3
De la Fuente,Dela,20338,2025/26,27,Levante,Defensa,11.0,27,ES,90%,Sano,23,2,1,0,4,0,1.5,95,4.1,13,0,4
Dendoncker,Dendoncker,20336,2025/26,27,Real Oviedo,Mediocampista,9.0,30,BE,0%,Lesionado/Duda,19,1,0,0,2,0,1,61,3.2,0,0,0
Denis Suárez,Denis Suárez,20341,2025/26,27,Alavés,Mediocampista,8.0,32,ES,50%,Sano,20,1,0,0,4,0,0.8,61,3.1,0,2,2
Deossa,Nelson Deossa,20337,2025/26,27,Betis,Mediocampista,6.0,26,CO,40%,Sano,15,0,0,0,3,0,1,43,2.9,0,1,2
Diabaté,Diabate,20341,2025/26,27,Alavés,Delantero,1.0,26,CI,10%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
Diakhaby,Diakhaby,20341,2025/26,27,Valencia,Defensa,8.0,29,GN,0%,Lesionado/Duda,8,1,0,0,3,0,-1,38,4.8,0,0,0
Diangana,Grady Diangana,20342,2025/26,27,Elche,Delantero,6.0,27,CD,50%,Sano,14,1,0,0,2,0,1,33,2.4,2,0,0
Diego López,Diego López,20341,2025/26,27,Valencia,Delantero,10.0,23,ES,30%,Sano,23,3,0,0,2,0,-1,79,3.4,1,0,0
Diego Rico,Rico,20337,2025/26,27,Getafe,Defensa,9.0,33,ES,50%,Sano,22,0,0,0,4,0,1.6,64,2.9,4,2,-1
Dimitrievski,Dimitrievski,20341,2025/26,27,Valencia,Portero,9.0,32,MK,95%,Sano,8,0,0,0,0,0,1.5,46,5.8,9,4,10
Dituro,M. Dituro,20342,2025/26,27,Elche,Portero,11.0,38,AR,60%,Sano,10,0,0,0,1,0,1.9,67,6.7,5,5,10
Djené,Djene,20337,2025/26,27,Getafe,Defensa,10.0,34,TG,50%,Sano,24,0,0,0,6,1,0.4,95,4,0,-2,4
Dmitrovic,Dmitrovic,20336,2025/26,27,Espanyol,Portero,14.0,34,RS,95%,Sano,26,0,0,0,0,0,1.7,144,5.5,7,1,3
Dolan,Dolan,20336,2025/26,27,Espanyol,Delantero,10.0,24,EN,70%,Sano,25,1,3,0,5,1,1.3,101,4,0,2,8
Domínguez,C. Dominguez,20335,2025/26,27,Celta,Defensa,7.0,25,ES,20%,Sano,7,0,0,0,1,0,1.5,25,3.6,4,0,0
Duro,Hugo Duro,20341,2025/26,27,Valencia,Delantero,10.0,26,ES,30%,Sano,25,7,0,0,5,0,0.9,92,3.7,2,1,3
Durán,Pablo Durán,20335,2025/26,27,Celta,Delantero,9.0,24,ES,0%,Lesionado/Duda,20,2,2,0,0,0,1.2,73,3.7,0,2,8
Echeverri,Echeverri,20338,2025/26,27,Girona,Mediocampista,5.0,20,AR,30%,Sano,6,0,0,0,3,0,1.5,16,2.7,1,2,6
Edu Expósito,Edu Expósito,20336,2025/26,27,Espanyol,Mediocampista,17.0,29,ES,0%,Sano,25,1,6,0,5,0,1.5,151,6,7,9,2
Egiluz,Egiluz,20333,2025/26,27,Athletic,Defensa,0.4,23,ES,0%,Lesionado/Duda,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,0,0,0,0
Ejaria,Ejaria,20336,2025/26,27,Real Oviedo,Delantero,4.0,28,EN,0%,Lesionado/Duda,7,0,0,0,1,0,-1,15,2.1,0,0,0
Ejuke,Ejuke,20340,2025/26,27,Sevilla,Delantero,7.0,28,NG,20%,Sano,19,1,1,0,0,0,1.4,76,4,3,4,2
El Hilali,El Hilali,20336,2025/26,27,Espanyol,Defensa,9.0,22,MA,80%,Sano,24,0,2,0,5,0,1.3,66,2.8,0,-4,1
El-Abdellaoui,El-Abdellaoui,20335,2025/26,27,Celta,Delantero,6.0,20,MA,10%,Sano,16,2,0,0,0,0,1.2,46,2.9,1,2,0
Elgezabal,Elgezabal,20338,2025/26,27,Levante,Defensa,8.0,32,ES,0%,Lesionado/Duda,12,1,0,0,2,0,-1,33,2.8,0,0,0
Eric García,Eric,20333,2025/26,27,Barcelona,Defensa,15.0,25,ES,90%,Sano,26,1,2,0,3,0,2.1,146,5.6,5,15,3
Espino,Pacha,20340,2025/26,27,Rayo,Defensa,7.0,34,UY,70%,Sano,19,1,0,0,2,0,1.3,55,2.9,0,7,4
Etta Eyong,Etta Eyong,20338,2025/26,27,Levante,Delantero,11.0,22,CM,30%,Sano,21,5,2,0,2,0,1,113,4.7,7,1,2
F. de Jong,F. De Jong,20333,2025/26,27,Barcelona,Mediocampista,18.0,28,NL,0%,Lesionado/Duda,19,1,4,0,6,1,1.6,119,6.3,0,15,2
Febas,Febas,20342,2025/26,27,Elche,Mediocampista,13.0,30,ES,95%,Sano,25,2,1,0,7,0,1.8,131,5.2,5,2,9
Femenia,Kiko F.,20337,2025/26,27,Getafe,Defensa,10.0,35,ES,80%,Sano,21,0,1,0,3,0,1.1,85,4,2,5,3
Fer López,Fer López,20335,2025/26,27,Celta,Mediocampista,9.0,21,ES,50%,Sano,5,0,0,0,0,0,1.3,20,4,1,6,5
Fermín,Fermín,20333,2025/26,27,Barcelona,Mediocampista,19.0,22,ES,50%,Sano,20,5,7,0,2,0,1.8,149,7.5,15,9,1
Ferran,Ferran,20333,2025/26,27,Barcelona,Delantero,17.0,26,ES,50%,Sano,24,12,1,0,2,0,0.5,148,6.2,2,2,3
Fidalgo,Fidalgo,20337,2025/26,27,Betis,Mediocampista,10.0,28,ES,60%,Sano,4,1,0,0,0,0,2,23,5.8,11,3,4
Fonseca,Fonseca,20336,2025/26,27,Real Oviedo,Mediocampista,4.0,27,UY,50%,Sano,9,0,0,0,2,0,1,12,1.3,1,7,2
Fornals,Fornals,20337,2025/26,27,Betis,Mediocampista,22.0,30,ES,90%,Sano,26,6,4,0,2,0,1.3,188,7.2,4,1,9
Fort,Héctor Fort,20342,2025/26,27,Elche,Defensa,8.0,19,ES,0%,Lesionado/Duda,9,1,2,0,0,0,-1,36,4,0,0,0
Fortuño,A. Fortuño,20336,2025/26,27,Espanyol,Portero,1.0,24,ES,5%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
Forés,A. Fores,20336,2025/26,27,Real Oviedo,Delantero,4.0,24,ES,30%,Sano,14,0,1,0,0,0,1,27,1.9,0,0,1
Foulquier,Foulquier,20341,2025/26,27,Valencia,Defensa,9.0,32,GP,0%,Lesionado/Duda,15,0,0,0,1,0,-1,44,2.9,0,0,0
