ID_Partido,Temporada,Jornada,Equipo,Nombre,Posicion,Edad,Nacionalidad,Probabilidad_Jugar,Estado_Medico,Partidos_Jugados,Goles,Asistencias,Penaltis_Parados,Tarjetas_Amarillas,Tarjetas_Rojas,Estado_Forma,Puntos_Totales,Media_Puntos,Puntos_Ultima_Jornada,Puntos_Jornada_Ant_2,Puntos_Jornada_Ant_3,Precio_Fantastica,Puntos_PFSY
20316,2025/26,25,Celta,Mingueza,Desconocido,26,ES,30%,Sano,21.0,1.0,2.0,0.0,3.0,0.0,1.0,85,4.0,2.0,1,6.0,10.0,85.0
20316,2025/26,25,Celta,Aidoo,Desconocido,30,GH,30%,Sano,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,9,3.0,0.0,0,0.0,5.0,9.0
20316,2025/26,25,Celta,Javi Rodríguez,Desconocido,22,ES,30%,Sano,20.0,0.0,0.0,0.0,3.0,0.0,1.3,78,3.9,2.0,2,9.0,11.0,78.0
20316,2025/26,25,Celta,Moriba,Desconocido,23,GN,30%,Sano,24.0,0.0,1.0,0.0,4.0,0.0,1.0,76,3.2,2.0,2,3.0,10.0,76.0
20316,2025/26,25,Celta,Domínguez,Desconocido,25,ES,20%,Sano,6.0,0.0,0.0,0.0,1.0,0.0,-1.0,21,3.5,0.0,0,0.0,6.0,21.0
20316,2025/26,25,Celta,Sotelo,Desconocido,22,ES,10%,Lesionado/Duda,14.0,0.0,1.0,0.0,2.0,0.0,-1.0,65,4.6,0.0,0,0.0,10.0,65.0
20316,2025/26,25,Celta,Iván Villar,Desconocido,28,ES,5%,Sano,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0.0,0.0,0,0.0,1.0,0.0
20316,2025/26,25,Celta,Cervi,Desconocido,31,AR,0%,Sano,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0.0,0.0,0,0.0,1.0,0.0
20316,2025/26,25,Celta,Marc Vidal,Desconocido,26,ES,0%,Sano,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0.0,0.0,0,0.0,0.6,0.0
20316,2025/26,25,Celta,Á. Núñez,Desconocido,25,ES,0%,Lesionado/Duda,,,,,,,-1.0,108,5.7,0.0,0,0.0,16.0,108.0
20313,2025/26,25,Elche,Alvaro R.,Desconocido,21,UY,80%,Sano,21.0,5.0,4.0,0.0,0.0,0.0,1.6,109,5.2,5.0,3,8.0,14.0,113.0
20313,2025/26,25,Elche,Chust,Desconocido,25,ES,70%,Sano,18.0,0.0,0.0,0.0,7.0,1.0,1.5,54,3.0,8.0,0,3.0,10.0,57.0
20313,2025/26,25,Elche,Dituro,Portero,38,AR,60%,Sano,8.0,0.0,0.0,0.0,1.0,0.0,1.0,57,7.1,10.0,0,0.0,11.0,62.0
20313,2025/26,25,Elche,Valera,Desconocido,23,ES,90%,Sano,23.0,4.0,3.0,0.0,2.0,0.0,1.7,141,6.1,7.0,1,9.0,18.0,146.0
20313,2025/26,25,Elche,Aguado,Desconocido,25,ES,70%,Sano,23.0,0.0,1.0,0.0,2.0,0.0,1.0,89,3.9,5.0,2,0.0,11.0,93.0
20313,2025/26,25,Elche,Febas,Desconocido,30,ES,95%,Sano,23.0,2.0,1.0,0.0,6.0,0.0,2.0,124,5.4,9.0,0,0.0,15.0,126.0
20313,2025/26,25,Elche,André Silva,Desconocido,30,PT,80%,Sano,18.0,5.0,0.0,0.0,1.0,0.0,1.1,81,4.5,5.0,9,1.0,10.0,88.0
20313,2025/26,25,Elche,Bigas,Desconocido,35,ES,90%,Sano,17.0,0.0,2.0,0.0,2.0,0.0,1.3,88,5.2,10.0,2,0.0,13.0,86.0
20313,2025/26,25,Elche,Affengruber,Desconocido,24,AT,50%,Sano,22.0,0.0,0.0,0.0,5.0,1.0,1.2,94,4.3,0.0,-1,-1.0,11.0,96.0
20313,2025/26,25,Elche,Tete Morente,Desconocido,29,ES,70%,Sano,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1.0,1.0,0,0.0,,
20313,2025/26,25,Elche,Cepeda,Desconocido,23,CL,60%,Sano,3.0,0.0,0.0,0.0,0.0,0.0,1.2,10,3.3,5.0,3,2.0,,
20313,2025/26,25,Elche,Pétrot,Desconocido,28,FR,50%,Sano,21.0,0.0,0.0,0.0,1.0,0.0,1.0,47,2.2,7.0,1,2.0,7.0,49.0
20313,2025/26,25,Elche,Peña,Desconocido,26,ES,40%,Sano,16.0,0.0,0.0,0.0,0.0,0.0,1.2,102,6.4,0.0,5,4.0,19.0,102.0
20313,2025/26,25,Elche,Martim Neto,Desconocido,23,PT,40%,Sano,20.0,2.0,4.0,0.0,1.0,0.0,0.9,104,5.2,2.0,1,2.0,11.0,104.0
20313,2025/26,25,Elche,Pedrosa,Desconocido,27,ES,40%,Sano,15.0,1.0,1.0,0.0,4.0,0.0,0.8,42,2.6,0.0,1,1.0,7.0,44.0
20313,2025/26,25,Elche,John C.,Desconocido,25,ES,30%,Sano,14.0,1.0,0.0,0.0,2.0,0.0,0.7,31,2.2,2.0,-1,0.0,5.0,31.0
20313,2025/26,25,Elche,Rafa Mir,Desconocido,28,ES,20%,Sano,19.0,6.0,0.0,0.0,1.0,0.0,-1.0,92,4.8,1.0,0,0.0,12.0,93.0
20313,2025/26,25,Elche,Villar,Desconocido,27,ES,20%,Sano,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0.0,0.0,0,0.0,,
20313,2025/26,25,Elche,Sangaré,Desconocido,18,ES,20%,Sano,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0.0,0.0,0,0.0,,
20313,2025/26,25,Elche,Adam Boayar,Desconocido,20,MA,10%,Sano,6.0,1.0,0.0,0.0,0.0,0.0,1.0,17,2.8,0.0,0,2.0,4.0,19.0
20313,2025/26,25,Elche,Santiago,Desconocido,22,ES,10%,Sano,8.0,0.0,0.0,0.0,1.0,0.0,-1.0,19,2.4,2.0,0,0.0,5.0,19.0
20313,2025/26,25,Elche,Redondo,Desconocido,23,AR,5%,Sano,7.0,0.0,0.0,0.0,0.0,1.0,0.5,11,1.6,0.0,0,1.0,3.0,11.0
20313,2025/26,25,Elche,Iturbe,Desconocido,22,ES,0%,Sano,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0.0,0.0,0,0.0,1.0,0.0
20313,2025/26,25,Elche,Josan,Desconocido,36,ES,0%,Sano,12.0,0.0,2.0,0.0,2.0,0.0,-1.0,48,4.0,0.0,0,0.0,7.0,48.0
20313,2025/26,25,Elche,Diangana,Desconocido,27,CD,0%,Lesionado/Duda,13.0,1.0,0.0,0.0,2.0,0.0,1.3,31,2.4,0.0,0,2.0,6.0,31.0
20313,2025/26,25,Elche,Fort,Desconocido,19,ES,0%,Lesionado/Duda,9.0,1.0,2.0,0.0,0.0,0.0,-1.0,36,4.0,0.0,0,0.0,8.0,36.0
20314,2025/26,25,Espanyol,Romero,Desconocido,24,ES,95%,Sano,22.0,4.0,2.0,0.0,2.0,0.0,1.5,122,5.5,2.0,0,-1.0,16.0,122.0
20314,2025/26,25,Espanyol,Kike García,Desconocido,36,ES,50%,Sano,23.0,4.0,1.0,0.0,3.0,0.0,1.4,83,3.6,8.0,2,2.0,9.0,83.0
20314,2025/26,25,Espanyol,El Hilali,Desconocido,22,MA,80%,Sano,22.0,0.0,2.0,0.0,5.0,0.0,1.3,70,3.2,1.0,-2,0.0,10.0,70.0
20314,2025/26,25,Espanyol,Riedel,Desconocido,22,DE,70%,Sano,11.0,0.0,1.0,0.0,3.0,0.0,0.9,41,3.7,5.0,-2,-1.0,8.0,41.0
20314,2025/26,25,Espanyol,Urko,Desconocido,24,ES,60%,Sano,22.0,0.0,1.0,0.0,3.0,0.0,1.4,68,3.0,3.0,0,2.0,10.0,68.0
20314,2025/26,25,Espanyol,Pere Milla,Desconocido,33,ES,60%,Sano,22.0,6.0,0.0,0.0,4.0,1.0,0.9,107,4.9,3.0,4,2.0,12.0,107.0
20314,2025/26,25,Espanyol,Terrats,Desconocido,25,ES,50%,Sano,16.0,1.0,1.0,0.0,0.0,0.0,1.3,58,3.6,8.0,0,2.0,7.0,58.0
20314,2025/26,25,Espanyol,Lozano,Desconocido,26,ES,70%,Sano,22.0,1.0,0.0,0.0,6.0,0.0,1.6,64,2.9,4.0,3,0.0,10.0,64.0
20314,2025/26,25,Espanyol,Dolan,Desconocido,24,EN,70%,Sano,23.0,1.0,3.0,0.0,4.0,1.0,1.3,99,4.3,8.0,1,2.0,10.0,99.0
20314,2025/26,25,Espanyol,Dmitrovic,Portero,34,RS,95%,Sano,24.0,0.0,0.0,0.0,0.0,0.0,1.4,136,5.7,3.0,-3,6.0,16.0,136.0
20314,2025/26,25,Espanyol,Cabrera,Desconocido,34,UY,95%,Sano,23.0,3.0,0.0,0.0,2.0,0.0,0.7,110,4.8,-1.0,7,0.0,12.0,110.0
20314,2025/26,25,Espanyol,Edu Expósito,Desconocido,29,ES,50%,Sano,23.0,0.0,5.0,0.0,4.0,0.0,1.0,135,5.9,2.0,-3,7.0,17.0,135.0
20314,2025/26,25,Espanyol,Roberto,Desconocido,23,ES,50%,Sano,24.0,5.0,2.0,0.0,1.0,0.0,0.9,111,4.6,2.0,-1,7.0,11.0,111.0
20314,2025/26,25,Espanyol,Pickel,Desconocido,28,CD,40%,Sano,15.0,0.0,0.0,0.0,1.0,0.0,1.3,34,2.3,2.0,2,2.0,5.0,34.0
20314,2025/26,25,Espanyol,Ngongé,Desconocido,25,BE,40%,Sano,2.0,0.0,1.0,0.0,0.0,0.0,1.0,14,7.0,6.0,8,0.0,,
20314,2025/26,25,Espanyol,Jofre,Desconocido,24,ES,30%,Sano,16.0,0.0,0.0,0.0,1.0,0.0,1.2,44,2.8,1.0,0,3.0,7.0,44.0
20314,2025/26,25,Espanyol,Roca,Desconocido,23,ES,30%,Sano,8.0,0.0,0.0,0.0,1.0,0.0,1.0,10,1.3,0.0,1,0.0,3.0,10.0
20314,2025/26,25,Espanyol,Calero,Desconocido,30,ES,30%,Lesionado/Duda,19.0,0.0,0.0,0.0,3.0,0.0,0.7,93,4.9,0.0,1,3.0,13.0,93.0
20314,2025/26,25,Espanyol,Rubén Sánchez,Desconocido,25,ES,20%,Sano,13.0,0.0,0.0,0.0,2.0,0.0,1.0,38,2.9,0.0,0,2.0,6.0,38.0
20314,2025/26,25,Espanyol,Miguel Rubio,Desconocido,27,ES,5%,Sano,8.0,1.0,0.0,0.0,0.0,0.0,-1.0,23,2.9,0.0,0,2.0,5.0,23.0
20314,2025/26,25,Espanyol,Salinas,Desconocido,25,ES,5%,Sano,9.0,0.0,0.0,0.0,2.0,0.0,0.0,6,0.7,0.0,-5,0.0,3.0,6.0
20314,2025/26,25,Espanyol,Fortuño,Desconocido,24,ES,5%,Sano,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0.0,0.0,0,0.0,1.0,0.0
20314,2025/26,25,Espanyol,Puado,Desconocido,27,ES,0%,Lesionado/Duda,10.0,2.0,0.0,0.0,2.0,0.0,-1.0,42,4.2,0.0,0,0.0,8.0,42.0
20318,2025/26,25,Getafe,Soria,Portero,32,ES,95%,Sano,24.0,0.0,0.0,0.0,2.0,0.0,1.8,138,5.8,3.0,12,10.0,16.0,138.0
20318,2025/26,25,Getafe,D. Duarte,Desconocido,30,PT,80%,Sano,21.0,0.0,0.0,0.0,8.0,0.0,1.2,95,4.5,5.0,6,8.0,11.0,95.0
20318,2025/26,25,Getafe,Romero,Desconocido,26,AR,90%,Sano,4.0,0.0,0.0,0.0,1.0,0.0,1.2,28,7.0,5.0,10,9.0,,
20318,2025/26,25,Getafe,Djené,Desconocido,34,TG,90%,Sano,23.0,0.0,0.0,0.0,6.0,0.0,1.2,97,4.2,4.0,8,9.0,11.0,97.0
20318,2025/26,25,Getafe,Iglesias,Desconocido,27,ES,90%,Sano,23.0,1.0,2.0,0.0,2.0,0.0,1.4,95,4.1,10.0,5,8.0,11.0,95.0
20318,2025/26,25,Getafe,Femenia,Desconocido,35,ES,80%,Sano,19.0,0.0,1.0,0.0,2.0,0.0,1.2,78,4.1,3.0,7,5.0,11.0,78.0
20318,2025/26,25,Getafe,Luis Milla,Desconocido,31,ES,95%,Sano,23.0,0.0,8.0,0.0,2.0,1.0,1.8,169,7.3,3.0,14,10.0,23.0,169.0
20318,2025/26,25,Getafe,Abqar,Desconocido,26,MA,70%,Sano,12.0,0.0,1.0,0.0,6.0,0.0,1.0,45,3.8,3.0,1,0.0,8.0,45.0
20318,2025/26,25,Getafe,Arambarri,Desconocido,30,UY,95%,Sano,24.0,5.0,1.0,0.0,3.0,0.0,1.9,130,5.4,13.0,13,5.0,15.0,130.0
20318,2025/26,25,Getafe,Luis Vázquez,Desconocido,24,AR,90%,Sano,4.0,2.0,0.0,0.0,0.0,0.0,1.3,29,7.3,5.0,10,5.0,,
20318,2025/26,25,Getafe,Satriano,Desconocido,25,UY,90%,Sano,5.0,1.0,0.0,0.0,2.0,0.0,1.4,23,4.6,9.0,7,3.0,,
20318,2025/26,25,Getafe,Diego Rico,Desconocido,32,ES,30%,Sano,20.0,0.0,0.0,0.0,3.0,0.0,-1.0,58,2.9,-1.0,2,0.0,10.0,58.0
20318,2025/26,25,Getafe,Liso,Desconocido,20,ES,30%,Sano,20.0,3.0,0.0,0.0,2.0,0.0,1.0,67,3.4,2.0,5,1.0,10.0,67.0
20318,2025/26,25,Getafe,Boselli,Desconocido,22,UY,20%,Sano,3.0,0.0,0.0,0.0,0.0,0.0,1.0,4,1.3,2.0,0,1.0,,
20318,2025/26,25,Getafe,Birmancevic,Desconocido,27,RS,20%,Sano,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0.0,0.0,0,0.0,,
20318,2025/26,25,Getafe,Javi Muñoz,Desconocido,30,ES,10%,Sano,13.0,0.0,0.0,0.0,0.0,0.0,1.0,29,2.2,1.0,0,2.0,5.0,29.0
20318,2025/26,25,Getafe,Nyom,Desconocido,37,CM,10%,Sano,10.0,0.0,0.0,0.0,4.0,1.0,-1.0,7,0.7,1.0,1,1.0,3.0,7.0
20318,2025/26,25,Getafe,Sancris,Desconocido,29,ES,10%,Sano,15.0,0.0,1.0,0.0,3.0,1.0,-1.0,36,2.4,0.0,0,1.0,6.0,36.0
20318,2025/26,25,Getafe,Letácek,Desconocido,27,CZ,5%,Sano,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0.0,0.0,0,0.0,1.0,0.0
20318,2025/26,25,Getafe,Juanmi,Desconocido,32,ES,0%,Sano,8.0,1.0,0.0,0.0,0.0,0.0,-1.0,18,2.3,0.0,0,0.0,4.0,18.0
20318,2025/26,25,Getafe,Mayoral,Desconocido,28,ES,0%,Lesionado/Duda,14.0,4.0,1.0,0.0,0.0,0.0,-1.0,67,4.8,0.0,0,0.0,10.0,67.0
20318,2025/26,25,Getafe,Mario Martín,Desconocido,21,ES,0%,Lesionado/Duda,22.0,2.0,0.0,0.0,8.0,0.0,1.2,58,2.6,0.0,0,6.0,10.0,58.0
20318,2025/26,25,Getafe,Kamara,Desconocido,22,EN,0%,Lesionado/Duda,9.0,0.0,0.0,0.0,1.0,0.0,-1.0,16,1.8,0.0,0,0.0,4.0,16.0
20318,2025/26,25,Getafe,Davinchi,Desconocido,18,ES,0%,Lesionado/Duda,7.0,0.0,0.0,0.0,1.0,0.0,-1.0,19,2.7,0.0,0,0.0,6.0,19.0
20317,2025/26,25,Girona,Vitor Reis,Desconocido,20,BR,95%,Sano,23.0,1.0,1.0,0.0,4.0,1.0,1.9,114,5.0,5.0,3,6.0,13.0,114.0
20317,2025/26,25,Girona,Vanat,Desconocido,24,UA,90%,Sano,21.0,7.0,1.0,0.0,4.0,0.0,1.1,104,5.0,11.0,1,2.0,13.0,104.0
20317,2025/26,25,Girona,Bryan Gil,Desconocido,25,ES,80%,Sano,21.0,0.0,3.0,0.0,4.0,0.0,2.2,88,4.2,6.0,4,7.0,10.0,88.0
20317,2025/26,25,Girona,Lemar,Desconocido,30,FR,90%,Sano,15.0,2.0,1.0,0.0,2.0,0.0,2.1,70,4.7,11.0,14,3.0,9.0,70.0
20317,2025/26,25,Girona,Iván Martín,Desconocido,27,ES,90%,Sano,22.0,0.0,1.0,0.0,5.0,1.0,1.6,104,4.7,4.0,5,7.0,12.0,104.0
20317,2025/26,25,Girona,Beltrán,Desconocido,27,ES,60%,Sano,4.0,1.0,0.0,0.0,1.0,0.0,1.9,56,4.0,10.0,4,4.0,8.0,56.0
20317,2025/26,25,Girona,Tsygankov,Desconocido,28,UA,90%,Sano,18.0,4.0,2.0,0.0,1.0,0.0,1.6,101,5.6,4.0,4,4.0,16.0,101.0
20317,2025/26,25,Girona,Blind,Desconocido,35,NL,95%,Sano,22.0,0.0,0.0,0.0,1.0,0.0,1.5,102,4.6,7.0,5,5.0,11.0,102.0
20317,2025/26,25,Girona,Gazzaniga,Portero,34,AR,95%,Sano,21.0,0.0,0.0,0.0,4.0,1.0,1.6,112,5.3,9.0,5,0.0,15.0,112.0
20317,2025/26,25,Girona,Rincón,Desconocido,23,ES,90%,Sano,21.0,0.0,1.0,0.0,2.0,0.0,1.2,57,2.7,4.0,7,2.0,9.0,57.0
20317,2025/26,25,Girona,Arnau,Desconocido,22,ES,95%,Sano,21.0,1.0,1.0,0.0,5.0,0.0,1.7,110,5.2,4.0,9,10.0,14.0,110.0
20317,2025/26,25,Girona,Witsel,Desconocido,37,BE,50%,Sano,18.0,1.0,0.0,0.0,3.0,1.0,1.2,71,3.9,3.0,1,2.0,11.0,71.0
20317,2025/26,25,Girona,Echeverri,Desconocido,20,AR,30%,Sano,4.0,0.0,0.0,0.0,1.0,0.0,1.2,13,3.3,6.0,0,5.0,,
20317,2025/26,25,Girona,Francés,Desconocido,23,ES,20%,Sano,14.0,0.0,0.0,0.0,1.0,1.0,1.0,32,2.3,2.0,2,0.0,5.0,32.0
20317,2025/26,25,Girona,Stuani,Desconocido,39,UY,10%,Sano,12.0,3.0,0.0,0.0,2.0,0.0,0.4,35,2.9,0.0,-1,2.0,5.0,35.0
20317,2025/26,25,Girona,Abel Ruiz,Desconocido,26,ES,10%,Sano,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,4,1.3,0.0,0,0.0,3.0,4.0
20317,2025/26,25,Girona,David López,Desconocido,36,ES,5%,Sano,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,4,1.3,0.0,0,0.0,3.0,4.0
20317,2025/26,25,Girona,Rubén,Desconocido,30,ES,5%,Sano,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0.0,0.0,0,0.0,,
20317,2025/26,25,Girona,Lass,Desconocido,21,GN,0%,Sano,5.0,0.0,0.0,0.0,0.0,1.0,-1.0,0,0.0,0.0,0,0.0,1.0,0.0
20317,2025/26,25,Girona,Ounahi,Desconocido,25,MA,0%,Lesionado/Duda,10.0,3.0,1.0,0.0,6.0,0.0,-1.0,77,7.7,0.0,0,0.0,13.0,77.0
20317,2025/26,25,Girona,Krapyvtsov,Desconocido,20,UA,0%,Sano,2.0,0.0,0.0,0.0,0.0,0.0,-1.0,3,1.5,0.0,0,0.0,,
20317,2025/26,25,Girona,Artero,Desconocido,23,ES,0%,Lesionado/Duda,,,,,,,-1.0,0,0.0,0.0,0,0.0,,
20317,2025/26,25,Girona,Ter Stegen,Desconocido,33,DE,0%,Lesionado/Duda,2.0,0.0,0.0,0.0,0.0,0.0,1.0,12,6.0,0.0,0,8.0,8.0,12.0
20317,2025/26,25,Girona,Álex Moreno,Desconocido,32,ES,0%,Lesionado/Duda,21.0,0.0,3.0,0.0,4.0,0.0,2.0,88,4.2,0.0,0,6.0,10.0,88.0
20317,2025/26,25,Girona,Van de Beek,Desconocido,28,NL,0%,Lesionado/Duda,2.0,0.0,0.0,0.0,0.0,0.0,-1.0,4,2.0,0.0,0,0.0,3.0,4.0
20317,2025/26,25,Girona,Roca,Desconocido,20,ES,0%,Sano,20.0,1.0,1.0,0.0,3.0,1.0,0.7,52,2.6,4.0,1,0.0,7.0,52.0
20317,2025/26,25,Girona,Juan Carlos,Desconocido,38,ES,0%,Lesionado/Duda,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0.0,0.0,0,0.0,1.0,0.0
20315,2025/26,25,Levante,Toljan,Desconocido,31,DE,80%,Sano,23.0,1.0,3.0,0.0,6.0,0.0,1.0,71,3.1,1.0,0,-2.0,10.0,71.0
20315,2025/26,25,Levante,Manu Sánchez,Desconocido,25,ES,80%,Sano,20.0,1.0,1.0,0.0,5.0,0.0,0.7,62,3.1,0.0,2,-2.0,10.0,62.0
20315,2025/26,25,Levante,Moreno,Desconocido,22,AR,70%,Sano,16.0,0.0,0.0,0.0,4.0,0.0,0.6,69,4.3,4.0,-1,0.0,10.0,69.0
20315,2025/26,25,Levante,Etta Eyong,Desconocido,22,CM,60%,Sano,19.0,5.0,1.0,0.0,2.0,0.0,0.8,105,4.8,2.0,2,1.0,13.0,105.0
20315,2025/26,25,Levante,Tunde,Desconocido,20,ES,80%,Sano,8.0,0.0,0.0,0.0,0.0,0.0,1.6,17,2.1,2.0,1,3.0,,
20315,2025/26,25,Levante,Raghouber,Desconocido,22,FR,70%,Sano,5.0,0.0,0.0,0.0,0.0,0.0,1.0,15,3.0,4.0,0,3.0,,
20315,2025/26,25,Levante,C. Álvarez,Desconocido,22,ES,90%,Sano,24.0,3.0,1.0,0.0,3.0,0.0,1.0,100,4.2,3.0,2,-1.0,11.0,100.0
20315,2025/26,25,Levante,Olasagasti,Desconocido,25,ES,50%,Sano,20.0,1.0,2.0,0.0,3.0,0.0,1.1,54,2.7,2.0,2,6.0,6.0,54.0
20315,2025/26,25,Levante,De la Fuente,Desconocido,26,ES,60%,Sano,21.0,2.0,1.0,0.0,4.0,0.0,1.3,82,3.9,4.0,2,1.0,11.0,82.0
20315,2025/26,25,Levante,Ryan,Portero,33,AU,95%,Sano,22.0,0.0,0.0,1.0,2.0,0.0,1.0,135,6.1,7.0,1,3.0,18.0,135.0
20315,2025/26,25,Levante,Iván Romero,Desconocido,24,ES,70%,Sano,20.0,4.0,1.0,0.0,3.0,0.0,1.2,89,4.5,0.0,2,4.0,11.0,89.0
20315,2025/26,25,Levante,Vencedor,Desconocido,25,ES,50%,Sano,15.0,0.0,0.0,0.0,3.0,1.0,1.0,37,2.5,4.0,4,0.0,7.0,37.0
20315,2025/26,25,Levante,Matturro,Desconocido,21,UY,50%,Sano,11.0,1.0,0.0,0.0,0.0,1.0,0.6,37,3.4,3.0,0,-2.0,6.0,37.0
20315,2025/26,25,Levante,Cortés,Desconocido,18,ES,40%,Sano,6.0,0.0,0.0,0.0,0.0,0.0,1.5,12,2.0,5.0,2,1.0,3.0,12.0
20315,2025/26,25,Levante,Losada,Desconocido,24,ES,30%,Sano,13.0,2.0,0.0,0.0,1.0,0.0,0.7,39,3.0,1.0,3,0.0,6.0,39.0
20315,2025/26,25,Levante,Víctor García,Desconocido,28,ES,20%,Sano,11.0,0.0,0.0,0.0,0.0,0.0,1.0,34,3.1,2.0,0,0.0,6.0,34.0
20315,2025/26,25,Levante,Nacho Pérez,Desconocido,17,ES,20%,Sano,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2,2.0,0.0,2,0.0,3.0,2.0
20315,2025/26,25,Levante,Pampín,Desconocido,25,ES,20%,Sano,6.0,0.0,0.0,0.0,2.0,0.0,1.0,19,3.2,4.0,0,0.0,5.0,19.0
20315,2025/26,25,Levante,Elgezabal,Desconocido,32,ES,20%,Lesionado/Duda,12.0,1.0,0.0,0.0,2.0,0.0,2.0,33,2.8,0.0,0,8.0,8.0,33.0
20315,2025/26,25,Levante,Abed,Desconocido,21,IL,10%,Sano,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0.0,0.0,0,0.0,,
20315,2025/26,25,Levante,Carlos Espí,Desconocido,20,ES,10%,Sano,12.0,1.0,0.0,0.0,1.0,0.0,1.0,24,2.0,4.0,1,0.0,4.0,24.0
20315,2025/26,25,Levante,Morales,Desconocido,38,ES,10%,Sano,17.0,1.0,1.0,0.0,1.0,0.0,-1.0,46,2.7,0.0,0,0.0,5.0,46.0
20315,2025/26,25,Levante,Oriol Rey,Desconocido,27,ES,10%,Sano,12.0,0.0,0.0,0.0,2.0,0.0,-1.0,36,3.0,0.0,0,0.0,7.0,36.0
20315,2025/26,25,Levante,Cuñat Campos,Desconocido,23,ES,5%,Sano,2.0,0.0,0.0,0.0,0.0,0.0,-1.0,14,7.0,0.0,0,0.0,9.0,14.0
20315,2025/26,25,Levante,Primo,Desconocido,21,ES,0%,Sano,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0,0.0,0.0,0,0.0,1.0,0.0
20315,2025/26,25,Levante,Arriaga,Desconocido,28,HN,0%,Sano,17.0,1.0,1.0,0.0,6.0,1.0,1.2,64,3.8,0.0,1,2.0,10.0,64.0
20315,2025/26,25,Levante,Brugui,Desconocido,29,ES,0%,Lesionado/Duda,15.0,0.0,1.0,0.0,1.0,0.0,-1.0,42,2.8,0.0,0,0.0,8.0,42.0
20315,2025/26,25,Levante,Pablo Martínez,Desconocido,27,ES,0%,Lesionado/Duda,17.0,1.0,2.0,0.0,2.0,0.0,1.0,84,4.9,0.0,8,5.0,11.0,84.0
20316,2025/26,25,Mallorca,Valjent,Desconocido,30,SK,95%,Sano,24.0,0.0,0.0,0.0,2.0,0.0,1.6,88,3.7,1.0,2,6.0,11.0,88.0
20316,2025/26,25,Mallorca,Mojica,Desconocido,33,CO,60%,Lesionado/Duda,24.0,0.0,3.0,0.0,3.0,0.0,1.0,86,3.6,1.0,0,5.0,10.0,86.0
20316,2025/26,25,Mallorca,Leo Román,Portero,25,ES,95%,Sano,19.0,0.0,0.0,1.0,2.0,0.0,1.9,96,5.1,5.0,3,7.0,13.0,96.0
20316,2025/26,25,Mallorca,Raíllo,Desconocido,34,ES,50%,Sano,18.0,0.0,1.0,0.0,2.0,0.0,-1.0,72,4.0,0.0,0,0.0,11.0,72.0
20316,2025/26,25,Mallorca,Maffeo,Desconocido,28,AR,80%,Sano,19.0,1.0,0.0,0.0,6.0,0.0,1.0,69,3.6,-1.0,0,6.0,10.0,69.0
20316,2025/26,25,Mallorca,Samú,Desconocido,25,PT,90%,Sano,21.0,4.0,0.0,0.0,8.0,0.0,1.2,88,4.2,0.0,5,11.0,11.0,88.0
20316,2025/26,25,Mallorca,Mascarell,Desconocido,33,GQ,60%,Sano,17.0,1.0,1.0,0.0,3.0,0.0,1.5,63,3.7,2.0,1,1.0,10.0,63.0
20316,2025/26,25,Mallorca,Muriqi,Desconocido,31,XK,95%,Sano,23.0,16.0,1.0,0.0,2.0,1.0,1.6,155,6.7,7.0,0,13.0,21.0,155.0
20316,2025/26,25,Mallorca,Darder,Desconocido,32,ES,50%,Sano,24.0,1.0,3.0,0.0,3.0,0.0,1.5,127,5.3,11.0,2,12.0,14.0,127.0
20316,2025/26,25,Mallorca,Virgili,Desconocido,19,ES,80%,Sano,19.0,0.0,4.0,0.0,0.0,0.0,2.3,96,5.1,3.0,5,6.0,13.0,96.0
20316,2025/26,25,Mallorca,Luvumbo,Desconocido,23,AO,50%,Sano,1.0,0.0,0.0,0.0,0.0,0.0,1.5,2,2.0,2.0,0,0.0,,
20316,2025/26,25,Mallorca,David López,Desconocido,23,ES,50%,Sano,5.0,0.0,0.0,0.0,1.0,0.0,1.8,19,3.8,2.0,4,7.0,7.0,19.0
20316,2025/26,25,Mallorca,Morlanes,Desconocido,27,ES,40%,Sano,18.0,1.0,0.0,0.0,4.0,1.0,1.0,60,3.3,2.0,2,2.0,8.0,60.0
20316,2025/26,25,Mallorca,Pablo Torre,Desconocido,22,ES,40%,Sano,22.0,1.0,2.0,0.0,2.0,0.0,1.2,61,2.8,2.0,1,9.0,7.0,61.0
