ID_Partido,Temporada,Jornada,Equipo,Nombre,Posicion,Edad,Nacionalidad,Probabilidad_Jugar,Estado_Medico,Partidos_Jugados,Goles,Asistencias,Penaltis_Parados,Tarjetas_Amarillas,Tarjetas_Rojas,Estado_Forma,Puntos_Totales,Media_Puntos,Puntos_Ultima_Jornada,Puntos_Jornada_Ant_2,Puntos_Jornada_Ant_3
20326,2025/26,26,Levante,Ryan,Portero,33,AU,95%,Sano,23,0,0,1,2,0,1.4,142,6.2,7,7,1
20326,2025/26,26,Levante,De la Fuente,Desconocido,26,ES,80%,Sano,22,2,1,0,4,0,1.2,82,3.7,0,4,2
20326,2025/26,26,Levante,Olasagasti,Desconocido,25,ES,70%,Sano,21,1,2,0,3,0,1.4,57,2.7,3,2,2
20326,2025/26,26,Levante,C. Álvarez,Desconocido,22,ES,90%,Sano,25,3,1,0,3,0,1.4,100,4,0,3,2
20326,2025/26,26,Levante,Raghouber,Desconocido,22,FR,70%,Sano,5,0,0,0,0,0,1,15,3,0,4,0
20326,2025/26,26,Levante,Iván Romero,Desconocido,24,ES,70%,Sano,21,4,1,0,3,0,1.3,94,4.5,5,0,2
20326,2025/26,26,Levante,Moreno,Desconocido,22,AR,70%,Sano,16,0,0,0,4,0,0.6,69,4.3,0,4,-1
20326,2025/26,26,Levante,Manu Sánchez,Desconocido,25,ES,70%,Sano,21,1,1,0,5,0,1.1,63,3,1,0,2
20326,2025/26,26,Levante,Tunde,Desconocido,20,ES,60%,Sano,9,0,0,0,1,0,1.4,17,1.9,0,2,1
20326,2025/26,26,Levante,Toljan,Desconocido,31,DE,80%,Sano,24,1,3,0,6,0,1.3,70,2.9,-1,1,0
20326,2025/26,26,Levante,Cortés,Desconocido,18,ES,50%,Sano,7,0,0,0,0,0,1.5,14,2,2,5,2
20326,2025/26,26,Levante,Víctor García,Desconocido,28,ES,50%,Sano,12,0,0,0,0,0,1,32,2.7,-2,2,0
20326,2025/26,26,Levante,Etta Eyong,Desconocido,22,CM,40%,Sano,20,5,1,0,2,0,0.7,106,4.6,1,2,2
20326,2025/26,26,Levante,Matturro,Desconocido,21,UY,40%,Sano,12,1,0,0,0,1,1,40,3.3,3,3,0
20326,2025/26,26,Levante,Vencedor,Desconocido,25,ES,30%,Sano,15,0,0,0,3,1,1,37,2.5,0,4,4
20326,2025/26,26,Levante,Losada,Desconocido,24,ES,30%,Sano,14,2,0,0,1,0,0.6,41,2.9,2,1,3
20326,2025/26,26,Levante,Pampín,Desconocido,25,ES,30%,Sano,6,0,0,0,2,0,1,19,3.2,0,4,0
20326,2025/26,26,Levante,Oriol Rey,Desconocido,28,ES,30%,Sano,13,0,0,0,2,0,1,38,2.9,2,0,0
20326,2025/26,26,Levante,Carlos Espí,Desconocido,20,ES,20%,Sano,12,1,0,0,1,0,1,24,2,0,4,1
20326,2025/26,26,Levante,Abed,Desconocido,21,IL,10%,Sano,2,0,0,0,0,0,1,0,0,,0,0
20326,2025/26,26,Levante,Morales,Desconocido,38,ES,10%,Sano,17,1,1,0,1,0,-1,46,2.7,0,0,0
20326,2025/26,26,Levante,Cuñat Campos,Desconocido,23,ES,5%,Sano,2,0,0,0,0,0,-1,14,7,0,0,0
20326,2025/26,26,Levante,Primo,Desconocido,21,ES,0%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
20326,2025/26,26,Levante,Elgezabal,Desconocido,32,ES,0%,Lesionado/Duda,12,1,0,0,2,0,-1,33,2.8,0,0,0
20326,2025/26,26,Levante,Arriaga,Desconocido,28,HN,0%,Sano,17,1,1,0,6,1,1,64,3.8,0,0,1
20326,2025/26,26,Levante,Brugui,Desconocido,29,ES,0%,Lesionado/Duda,15,0,1,0,1,0,-1,42,2.8,0,0,0
20326,2025/26,26,Levante,Pablo Martínez,Desconocido,28,ES,0%,Lesionado/Duda,17,1,2,0,2,0,1,84,4.9,0,0,8
20326,2025/26,26,Alavés,Ángel Pérez,Desconocido,23,ES,50%,Sano,3,0,0,0,0,0,1.7,6,2,1,2,3
20326,2025/26,26,Alavés,Garcés,Desconocido,26,MY,50%,Sano,9,0,0,0,3,0,0.8,43,4.8,0,4,3
20326,2025/26,26,Alavés,Sivera,Portero,29,ES,95%,Sano,25,0,0,0,0,0,1.4,118,4.7,2,5,5
20326,2025/26,26,Alavés,Jonny,Desconocido,31,ES,80%,Sano,24,0,0,0,5,0,0.8,80,3.3,1,0,-1
20326,2025/26,26,Alavés,Pacheco,Desconocido,25,ES,50%,Sano,18,0,0,0,3,0,1,73,4.1,0,5,0
20326,2025/26,26,Alavés,Blanco,Desconocido,25,ES,80%,Sano,23,1,1,0,5,0,1.4,103,4.5,5,3,3
20326,2025/26,26,Alavés,Tenaglia,Desconocido,30,AR,90%,Sano,23,1,0,0,2,0,1.4,109,4.7,4,5,-1
20326,2025/26,26,Alavés,Toni Martinez,Desconocido,28,ES,80%,Sano,24,5,2,0,1,0,1.1,111,4.6,1,11,2
20326,2025/26,26,Alavés,Aleñá,Desconocido,28,ES,80%,Sano,25,0,4,0,3,0,1.2,103,4.1,3,11,5
20326,2025/26,26,Alavés,Boyé,Desconocido,29,AR,95%,Sano,19,7,1,0,2,1,2,113,5.9,15,4,2
20326,2025/26,26,Alavés,Ibáñez,Desconocido,27,ES,70%,Sano,25,1,1,0,4,0,1.4,101,4,4,4,1
20326,2025/26,26,Alavés,Parada,Desconocido,23,ES,50%,Sano,18,0,2,0,6,0,2,41,2.3,10,0,0
20326,2025/26,26,Alavés,Parada,Desconocido,23,ES,50%,Sano,18,0,2,0,6,0,2,41,2.3,10,0,0
20326,2025/26,26,Alavés,Calebe,Desconocido,25,BR,50%,Sano,17,0,0,0,2,0,0.9,48,2.8,1,1,5
20326,2025/26,26,Alavés,Guevara,Desconocido,28,ES,30%,Sano,17,1,0,0,2,0,1.5,47,2.8,2,3,0
20326,2025/26,26,Alavés,Denis Suárez,Desconocido,32,ES,30%,Sano,20,1,0,0,4,0,0.8,61,3.1,2,2,2
20326,2025/26,26,Alavés,Guridi,Desconocido,30,ES,20%,Sano,16,0,0,0,0,0,1,31,1.9,0,2,0
20326,2025/26,26,Alavés,Protesoni,Desconocido,27,UY,20%,Sano,7,0,0,0,2,1,-1,15,2.1,0,0,0
20326,2025/26,26,Alavés,Rebbach,Desconocido,27,DZ,20%,Sano,19,0,0,0,4,0,1,55,2.9,0,0,2
20326,2025/26,26,Alavés,Aitor Mañas,Desconocido,2026,,5%,Sano,6,0,0,0,0,0,0.9,9,1.5,2,0,2
20326,2025/26,26,Alavés,Raúl F.,Desconocido,37,ES,5%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
20326,2025/26,26,Alavés,Mariano,Desconocido,32,DO,0%,Sano,9,0,0,0,1,0,-1,17,1.9,0,0,0
20326,2025/26,26,Alavés,Diabaté,Desconocido,26,CI,0%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
20326,2025/26,26,Alavés,Koski,Desconocido,24,FI,0%,Lesionado/Duda,,,,,,,-1,0,0,0,0,0
20328,2025/26,26,Rayo,Espino,Desconocido,34,UY,50%,Sano,18,1,0,0,2,0,1.4,48,2.7,4,7,0
20328,2025/26,26,Rayo,Ratiu,Desconocido,27,RO,90%,Sano,21,0,3,0,6,0,2,130,6.2,14,15,-1
20328,2025/26,26,Rayo,Gumbau,Desconocido,31,ES,50%,Sano,17,0,1,0,4,0,1.2,37,2.2,1,8,0
20328,2025/26,26,Rayo,Akhomach,Desconocido,21,MA,70%,Sano,4,0,0,0,1,0,1.5,38,2.9,6,8,3
20328,2025/26,26,Rayo,Batalla,Portero,29,AR,95%,Sano,24,0,0,0,4,0,1.7,145,6,5,10,2
20328,2025/26,26,Rayo,Isi,Desconocido,31,ES,80%,Sano,23,3,3,0,7,0,1.9,110,4.8,11,5,1
20328,2025/26,26,Rayo,Valentín,Desconocido,31,ES,70%,Sano,21,1,0,0,2,1,1.3,89,4.2,4,13,0
20328,2025/26,26,Rayo,Mendy,Desconocido,21,SN,80%,Sano,15,2,0,0,4,1,1.3,81,5.4,4,18,2
20328,2025/26,26,Rayo,De Frutos,Desconocido,29,ES,90%,Sano,22,7,1,0,2,0,1.3,126,5.7,3,3,9
20328,2025/26,26,Rayo,Fran Pérez,Desconocido,23,ES,50%,Sano,20,2,0,0,2,0,1.4,76,3.8,2,13,0
20328,2025/26,26,Rayo,Lejeune,Desconocido,34,FR,95%,Sano,24,0,0,0,3,0,1.8,140,5.8,7,12,4
20328,2025/26,26,Rayo,Pathé Ciss,Desconocido,31,SN,50%,Sano,17,1,0,0,4,2,0.8,68,4,2,0,1
20328,2025/26,26,Rayo,Pep Chavarría,Desconocido,27,ES,50%,Sano,23,1,2,0,6,1,1.1,99,4.3,2,0,-2
20328,2025/26,26,Rayo,Álvaro García,Desconocido,33,ES,50%,Sano,24,3,4,0,3,0,1.3,111,4.6,2,6,10
20328,2025/26,26,Rayo,Unai López,Desconocido,30,ES,25%,Sano,17,0,3,0,6,1,-1,85,5,0,2,0
20328,2025/26,26,Rayo,Pedro Díaz,Desconocido,27,ES,25%,Sano,21,0,0,0,1,0,1.2,51,2.4,1,2,3
20328,2025/26,26,Rayo,Luiz Felipe,Desconocido,28,IT,20%,Sano,8,0,0,0,1,0,-1,19,2.4,0,0,2
20328,2025/26,26,Rayo,Carlos Martín,Desconocido,23,ES,10%,Sano,4,0,0,0,1,0,-1,8,2,0,0,1
20328,2025/26,26,Rayo,Trejo,Desconocido,37,AR,10%,Sano,5,0,0,0,2,0,-1,7,1.4,0,0,0
20328,2025/26,26,Rayo,Balliu,Desconocido,34,AL,10%,Sano,9,0,0,0,2,0,-1,10,1.1,0,0,0
20328,2025/26,26,Rayo,Camello,Desconocido,25,ES,10%,Sano,13,0,0,0,2,1,-1,23,1.8,0,0,0
20328,2025/26,26,Rayo,Alemão,Desconocido,27,BR,10%,Sano,13,1,0,0,1,0,-1,32,2.5,0,0,0
20328,2025/26,26,Rayo,Vertrouwd,Desconocido,21,NL,5%,Sano,7,0,0,0,0,0,1,6,0.9,0,2,0
20328,2025/26,26,Rayo,Juanpe,Desconocido,2026,,5%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
20328,2025/26,26,Rayo,Nteka,Desconocido,28,AO,0%,Sano,8,0,0,0,0,0,1,14,1.8,1,1,0
20328,2025/26,26,Rayo,Mumin,Desconocido,27,GH,0%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
20328,2025/26,26,Rayo,Cárdenas,Desconocido,28,ES,0%,Lesionado/Duda,0,0,0,0,0,0,-1,0,0,0,0,0
20328,2025/26,26,Athletic,Unai Gómez,Desconocido,22,ES,50%,Sano,17,1,1,0,1,0,1.3,33,1.9,0,2,0
20328,2025/26,26,Athletic,Guruzeta,Desconocido,29,ES,90%,Sano,22,6,1,0,4,1,2.2,103,4.7,15,1,16
20328,2025/26,26,Athletic,Sancet,Desconocido,25,ES,90%,Sano,18,2,0,0,2,1,1.4,61,3.4,4,9,0
20328,2025/26,26,Athletic,I. Williams,Desconocido,31,GH,90%,Sano,17,1,2,0,1,0,1.3,67,3.9,2,3,14
20328,2025/26,26,Athletic,Jauregizar,Desconocido,22,ES,60%,Lesionado/Duda,24,2,0,0,2,0,1.8,118,4.9,0,11,5
20328,2025/26,26,Athletic,R. de Galarreta,Desconocido,32,ES,90%,Sano,23,1,1,0,9,0,1.7,99,4.3,7,2,11
20328,2025/26,26,Athletic,Laporte,Desconocido,31,ES,80%,Sano,14,0,1,0,2,0,1.9,69,4.9,9,7,1
20328,2025/26,26,Athletic,Yuri,Desconocido,36,ES,90%,Sano,22,0,3,0,3,0,1.6,115,5.2,12,10,4
20328,2025/26,26,Athletic,Vivian,Desconocido,26,ES,90%,Sano,20,0,0,0,6,1,1.5,81,4.1,6,0,0
20328,2025/26,26,Athletic,Areso,Desconocido,26,ES,50%,Sano,21,0,1,0,3,0,1,72,3.4,2,3,0
20328,2025/26,26,Athletic,Unai Simón,Portero,28,ES,95%,Sano,25,0,0,1,0,0,1,143,5.7,5,4,2
20328,2025/26,26,Athletic,Rego,Desconocido,22,ES,40%,Sano,17,1,0,0,4,0,1,39,2.3,4,0,-2
20328,2025/26,26,Athletic,Navarro,Desconocido,23,ES,30%,Sano,21,5,1,0,1,0,1.3,89,4.2,2,2,8
20328,2025/26,26,Athletic,Paredes,Desconocido,25,ES,30%,Sano,17,1,0,0,4,0,1,83,4.9,0,4,6
20328,2025/26,26,Athletic,Gorosabel,Desconocido,29,ES,30%,Sano,13,0,1,0,2,0,1.2,34,2.6,0,8,1
20328,2025/26,26,Athletic,Serrano,Desconocido,22,ES,20%,Sano,11,1,0,0,0,0,1.6,35,3.2,0,3,13
20328,2025/26,26,Athletic,Lekue,Desconocido,32,ES,20%,Sano,8,0,0,0,2,2,0.7,13,1.6,-1,0,2
20328,2025/26,26,Athletic,Izeta,Desconocido,26,ES,10%,Sano,10,0,0,0,2,0,1,14,1.4,2,0,0
20328,2025/26,26,Athletic,Berenguer,Desconocido,30,ES,10%,Lesionado/Duda,20,2,2,0,3,0,-1,107,5.4,0,0,0
20328,2025/26,26,Athletic,Selton,Desconocido,19,ES,10%,Sano,5,0,1,0,0,0,1,13,2.6,0,0,5
20328,2025/26,26,Athletic,Boiro,Desconocido,23,ES,10%,Sano,8,0,0,0,1,0,1.5,15,1.9,0,0,0
20328,2025/26,26,Athletic,Vesga,Desconocido,32,ES,10%,Sano,15,0,0,0,0,0,1,30,2,2,2,0
20328,2025/26,26,Athletic,Padilla,Desconocido,22,MX,5%,Sano,0,0,0,0,0,1,-1,-3,0,0,0,0
20328,2025/26,26,Athletic,N. Williams,Desconocido,23,ES,0%,Lesionado/Duda,19,4,2,0,1,0,2,121,6.4,0,0,7
20328,2025/26,26,Athletic,Sannadi,Desconocido,25,MA,0%,Lesionado/Duda,8,1,0,0,1,0,-1,17,2.1,0,0,0
20328,2025/26,26,Athletic,Prados,Desconocido,25,ES,0%,Lesionado/Duda,2,0,0,0,1,0,-1,6,3,0,0,0
20328,2025/26,26,Athletic,Egiluz,Desconocido,23,ES,0%,Lesionado/Duda,,,,,,,-1,0,0,0,0,0
20328,2025/26,26,Athletic,Yeray,Desconocido,31,ES,0%,Lesionado/Duda,,,,,,,-1,0,0,0,0,0
20323,2025/26,26,Barcelona,Pedri,Desconocido,23,ES,50%,Sano,17,2,5,0,2,1,1.5,127,7.5,3,0,0
20323,2025/26,26,Barcelona,Yamal,Desconocido,18,ES,95%,Sano,21,10,9,0,0,0,1.4,247,11.8,10,5,11
20323,2025/26,26,Barcelona,Ferran,Desconocido,25,ES,50%,Sano,23,12,1,0,2,0,0.6,146,6.3,2,3,1
20323,2025/26,26,Barcelona,Fermín,Desconocido,22,ES,50%,Sano,19,5,5,0,2,0,1.7,134,7.1,9,1,12
20323,2025/26,26,Barcelona,F. de Jong,Desconocido,28,NL,90%,Sano,19,1,4,0,6,1,1.6,119,6.3,15,2,0
20323,2025/26,26,Barcelona,Raphinha,Desconocido,29,BR,90%,Sano,16,8,3,0,2,0,2,132,8.3,5,5,0
20323,2025/26,26,Barcelona,Cubarsí,Desconocido,19,ES,80%,Sano,20,1,0,0,1,0,2.2,105,5.3,0,12,7
20323,2025/26,26,Barcelona,Joan Garcia,Portero,24,ES,95%,Sano,19,0,0,0,1,0,2,173,9.1,11,11,12
20323,2025/26,26,Barcelona,Eric García,Desconocido,25,ES,80%,Sano,25,1,2,0,3,0,2,141,5.6,15,3,9
20323,2025/26,26,Barcelona,Cancelo,Desconocido,31,PT,50%,Sano,4,0,1,0,0,0,2.2,29,7.3,16,0,2
20323,2025/26,26,Barcelona,Koundé,Desconocido,27,FR,80%,Sano,24,1,2,0,4,0,1.2,114,4.8,9,4,9
20323,2025/26,26,Barcelona,Olmo,Desconocido,27,ES,50%,Sano,20,6,6,0,0,0,1.3,154,7.7,5,9,16
20323,2025/26,26,Barcelona,Lewandowski,Desconocido,37,PL,50%,Sano,20,10,1,0,2,0,0.9,113,5.7,5,2,10
20323,2025/26,26,Barcelona,Balde,Desconocido,22,ES,50%,Sano,20,0,2,0,2,0,1.4,93,4.7,0,1,9
20323,2025/26,26,Barcelona,Bernal,Desconocido,18,ES,40%,Sano,12,2,1,0,3,0,2.2,42,3.5,11,2,10
20323,2025/26,26,Barcelona,Araújo,Desconocido,26,UY,40%,Sano,14,2,0,0,2,0,1,50,3.6,2,1,0
20323,2025/26,26,Barcelona,Casadó,Desconocido,22,ES,30%,Sano,16,0,1,0,0,0,2,50,3.1,0,0,6
20323,2025/26,26,Barcelona,Bardghji,Desconocido,20,SE,15%,Sano,14,1,1,0,0,0,1,45,3.2,2,2,2
20323,2025/26,26,Barcelona,Rashford,Desconocido,28,EN,10%,Sano,21,4,6,0,2,0,3,121,5.8,0,0,4
20323,2025/26,26,Barcelona,Szczesny,Desconocido,35,PL,5%,Sano,6,0,0,1,0,0,-1,32,5.3,0,0,0
20323,2025/26,26,Barcelona,Gavi,Desconocido,21,ES,0%,Lesionado/Duda,2,0,1,0,0,0,-1,8,4,0,0,0
20323,2025/26,26,Barcelona,Martín,Desconocido,23,ES,0%,Sano,21,0,0,0,5,0,1.6,88,4.2,6,4,0
20323,2025/26,26,Barcelona,A. Christensen,Desconocido,29,DK,0%,Lesionado/Duda,12,0,0,0,1,0,-1,29,2.4,0,0,0
20323,2025/26,26,Villarreal,Moleiro,Desconocido,22,ES,90%,Sano,24,9,4,0,2,0,1.2,169,7,5,5,0
20323,2025/26,26,Villarreal,Pépé,Desconocido,30,CI,80%,Sano,24,3,4,0,3,0,1.6,144,6,5,12,1
20323,2025/26,26,Villarreal,Mikautadze,Desconocido,25,GE,80%,Sano,20,8,4,0,1,0,1.8,131,6.6,1,12,10
20323,2025/26,26,Villarreal,Comesaña,Desconocido,29,ES,70%,Sano,23,3,2,0,4,1,1.4,110,4.8,12,8,3
20323,2025/26,26,Villarreal,P. Gueye,Desconocido,27,SN,80%,Sano,19,3,1,0,7,0,1.6,101,5.3,13,6,3
20323,2025/26,26,Villarreal,Veiga,Desconocido,22,PT,90%,Sano,22,0,0,0,3,1,1.1,80,3.6,4,2,-3
20323,2025/26,26,Villarreal,Mouriño,Desconocido,24,UY,90%,Sano,18,0,1,0,9,1,1,86,4.8,4,8,0
20323,2025/26,26,Villarreal,Buchanan,Desconocido,27,CA,50%,Sano,23,5,1,0,7,0,1,109,4.7,1,0,1
20323,2025/26,26,Villarreal,S. Cardona,Desconocido,26,ES,60%,Sano,20,0,3,0,3,0,1,85,4.3,4,8,0
20323,2025/26,26,Villarreal,Pau Navarro,Desconocido,20,ES,80%,Sano,13,0,0,0,3,0,1.2,47,3.6,5,12,0
20323,2025/26,26,Villarreal,Luiz Junior,Portero,25,BR,90%,Sano,22,0,0,1,3,0,1.5,163,7.4,3,14,3
20323,2025/26,26,Villarreal,Ayoze,Desconocido,32,ES,50%,Sano,17,2,3,0,3,0,1,65,3.8,3,2,2
20323,2025/26,26,Villarreal,Pedraza,Desconocido,29,ES,40%,Sano,19,1,2,0,5,0,1,80,4.2,4,4,2
20323,2025/26,26,Villarreal,Oluwaseyi,Desconocido,25,CA,30%,Sano,20,2,1,0,1,0,1,57,2.9,0,2,0
20323,2025/26,26,Villarreal,Rafa Marín,Desconocido,23,ES,30%,Sano,16,1,0,0,1,0,1,91,5.7,0,11,0
20323,2025/26,26,Villarreal,Parejo,Desconocido,36,ES,30%,Sano,21,0,0,0,2,0,0.5,65,3.1,2,0,2
20323,2025/26,26,Villarreal,Thomas,Desconocido,32,GH,20%,Sano,16,0,0,0,0,0,1,47,2.9,2,2,0
20323,2025/26,26,Villarreal,Freeman,Desconocido,21,US,10%,Sano,3,0,0,0,0,0,1,4,1.3,0,1,2
20323,2025/26,26,Villarreal,Alfon,Desconocido,26,ES,10%,Sano,1,0,0,0,0,0,-1,33,3,1,0,0
20323,2025/26,26,Villarreal,Tenas,Desconocido,24,ES,10%,Sano,3,0,0,0,0,0,-1,7,2.3,0,0,0
20323,2025/26,26,Villarreal,Gerard,Desconocido,33,ES,10%,Lesionado/Duda,12,7,0,0,0,0,-1,94,7.8,0,0,0
20323,2025/26,26,Villarreal,Conde,Desconocido,27,ES,0%,Sano,0,0,0,0,0,0,-1,0,0,0,0,0
20323,2025/26,26,Villarreal,Kambwala,Desconocido,21,FR,0%,Lesionado/Duda,,,,,,,-1,0,0,0,0,0
20323,2025/26,26,Villarreal,Costa,Desconocido,24,CV,0%,Lesionado/Duda,,,,,,,-1,0,0,0,0,0
20323,2025/26,26,Villarreal,Cabanes,Desconocido,21,ES,0%,Lesionado/Duda,0,0,0,0,0,0,-1,0,0,0,0,0
20323,2025/26,26,Villarreal,Foyth,Desconocido,28,AR,0%,Lesionado/Duda,13,0,0,0,2,0,-1,63,4.8,0,0,0
20327,2025/26,26,Mallorca,Raíllo,Desconocido,34,ES,90%,Sano,19,0,1,0,3,0,1,70,3.7,-2,0,0
20327,2025/26,26,Mallorca,Valjent,Desconocido,30,SK,95%,Sano,25,0,0,0,2,0,1.2,90,3.6,2,1,2
20327,2025/26,26,Mallorca,Virgili,Desconocido,19,ES,70%,Sano,20,0,4,0,0,0,1.2,100,5,4,3,5
20327,2025/26,26,Mallorca,Darder,Desconocido,32,ES,70%,Sano,25,1,3,0,3,0,0.8,130,5.2,3,11,2
20327,2025/26,26,Mallorca,Muriqi,Desconocido,31,XK,95%,Sano,24,16,1,0,3,1,0.8,157,6.5,2,7,0
20327,2025/26,26,Mallorca,Morlanes,Desconocido,27,ES,50%,Sano,19,1,0,0,4,1,1,60,3.2,0,2,2
20327,2025/26,26,Mallorca,Samú,Desconocido,25,PT,90%,Sano,22,4,0,0,8,0,1.1,90,4.1,2,0,5
20327,2025/26,26,Mallorca,Luvumbo,Desconocido,23,AO,50%,Sano,1,0,0,0,0,0,1.5,2,2,0,2,0
20327,2025/26,26,Mallorca,Maffeo,Desconocido,28,AR,70%,Sano,20,1,0,0,6,0,0.9,70,3.5,1,-1,0
20327,2025/26,26,Mallorca,Mojica,Desconocido,33,CO,70%,Sano,25,0,3,0,4,0,0.8,84,3.4,-2,1,0
20327,2025/26,26,Mallorca,Leo Román,Portero,25,ES,95%,Sano,20,0,0,1,2,0,1.8,100,5,4,5,3
20327,2025/26,26,Mallorca,Mascarell,Desconocido,33,GQ,50%,Sano,18,1,1,0,4,0,1.3,67,3.7,4,2,1
20327,2025/26,26,Mallorca,Pablo Torre,Desconocido,22,ES,30%,Sano,23,1,2,0,2,0,1.2,61,2.7,0,2,1
20327,2025/26,26,Mallorca,David López,Desconocido,23,ES,30%,Sano,5,0,0,0,1,0,1.8,19,3.8,0,2,4
20327,2025/26,26,Mallorca,Antonio,Desconocido,28,ES,30%,Sano,21,0,0,0,4,1,1,44,2.1,3,4,5
20327,2025/26,26,Mallorca,Lato,Desconocido,28,ES,30%,Sano,8,0,1,0,2,0,1,16,2,5,2,0
20327,2025/26,26,Mallorca,Morey,Desconocido,25,ES,30%,Sano,14,1,0,0,2,0,1,29,2.1,0,0,2
