Temporada,Jornada,Equipo_Nombre,Jugador_stats,Jugador_SofaScore,Stats_Reales,Puntos_Teoricos,Discrepancia
T24-25,J36,Las Palmas,Oliver McBurnie,Oliver McBurnie,1,4,-3
T24-25,J36,Las Palmas,Sandro Ramírez,Sandro Ramírez,1,4,-3
T24-25,J36,Las Palmas,Juanma Herzog,Juanma Herzog,5,8,-3
T24-25,J36,Las Palmas,Viti Rozada,Viti Rozada,4,7,-3
T24-25,J36,Las Palmas,Alex Suárez,Alex Suárez,1,4,-3
T23-24,J24,Celta Vigo,Óscar Mingueza,Óscar Mingueza,-2,1,-3
T24-25,J27,Celta Vigo,Jailson,Jailson,3,6,-3
T24-25,J26,Espanyol,Leandro Cabrera,Leandro Cabrera,5,8,-3
T24-25,J26,Villarreal,Yéremy Pino,Yéremy Pino,6,9,-3
T23-24,J19,Valencia,Cristhian Mosquera,Cristhian Mosquera,4,7,-3
T23-24,J19,Deportivo Alavés,Nahuel Tenaglia,Nahuel Tenaglia,4,7,-3
T23-24,J19,Deportivo Alavés,Rafa Marín,Rafa Marín,5,8,-3
T23-24,J19,Real Sociedad,Umar Sadiq,Umar Sadiq,0,3,-3
T23-24,J19,Real Sociedad,Mikel Oyarzabal,Mikel Oyarzabal,0,3,-3
T23-24,J19,Real Sociedad,Mikel Merino,Mikel Merino,3,6,-3
T24-25,J36,Leganés,Renato Tapia,Renato Tapia,2,5,-3
T24-25,J36,Leganés,Javier Hernández,Javier Hernández,1,4,-3
T24-25,J36,Villarreal,Nicolas Pépé,Nicolas Pépé,9,12,-3
T24-25,J36,Villarreal,Yéremy Pino,Yéremy Pino,7,10,-3
T24-25,J36,Villarreal,Alejandro Baena,Alejandro Baena,8,11,-3
T24-25,J27,Valencia,Dimitri Foulquier,Dimitri Foulquier,1,4,-3
T23-24,J19,Real Sociedad,Álex Remiro,Álex Remiro,-2,1,-3
T23-24,J19,Getafe,Juanmi Latasa,Juanmi Latasa,-1,2,-3
T23-24,J19,Getafe,Mason Greenwood,Mason Greenwood,-3,0,-3
T23-24,J19,Getafe,Jaime Mata,Jaime Mata,-1,2,-3
T23-24,J19,Getafe,Borja Mayoral,Borja Mayoral,1,4,-3
T23-24,J19,Getafe,Nemanja Maksimović,Nemanja Maksimović,1,4,-3
T23-24,J18,Real Madrid,Nacho Fernández,Nacho Fernández,-2,1,-3
T23-24,J18,Deportivo Alavés,Samu Aghehowa,Samu Aghehowa,0,3,-3
T24-25,J36,Mallorca,Toni Lato,Toni Lato,3,6,-3
T24-25,J36,Real Madrid,Luka Modrić,Luka Modrić,6,9,-3
T24-25,J36,Real Madrid,Raúl Asencio,Raúl Asencio,4,7,-3
T24-25,J36,Real Madrid,Fran García,Fran García,4,7,-3
T24-25,J36,Leganés,Yvan Neyou,Yvan Neyou,2,5,-3
T23-24,J24,Rayo Vallecano,Alfonso Espino,Alfonso Espino,2,5,-3
T23-24,J24,Celta Vigo,Fran Beltrán,Fran Beltrán,1,4,-3
T23-24,J24,Celta Vigo,Renato Tapia,Renato Tapia,3,6,-3
T23-24,J24,Barcelona,Frenkie de Jong,Frenkie de Jong,0,3,-3
T23-24,J24,Barcelona,João Cancelo,João Cancelo,4,7,-3
T23-24,J24,Atlético Madrid,Axel Witsel,Axel Witsel,4,7,-3
T23-24,J24,Rayo Vallecano,Isi Palazón,Isi Palazón,1,4,-3
T23-24,J24,Rayo Vallecano,Álvaro García,Álvaro García,8,11,-3
T24-25,J26,Osasuna,Ante Budimir,Ante Budimir,7,10,-3
T24-25,J26,Osasuna,Jon Moncayola,Jon Moncayola,1,4,-3
T24-25,J26,Osasuna,Aimar Oroz,Aimar Oroz,11,14,-3
T23-24,J18,Osasuna,Aimar Oroz,Aimar Oroz,0,3,-3
T23-24,J18,Osasuna,Ante Budimir,Ante Budimir,2,5,-3
T23-24,J18,Osasuna,Pablo Ibáñez,Pablo Ibáñez,6,9,-3
T23-24,J18,Mallorca,Dani Rodríguez,Dani Rodríguez,17,20,-3
T24-25,J36,Atlético Madrid,Julián Alvarez,Julián Alvarez,2,5,-3
T24-25,J36,Atlético Madrid,Koke,Koke,3,6,-3
T24-25,J36,Mallorca,Dani Rodríguez,Dani Rodríguez,0,3,-3
T23-24,J19,Real Sociedad,Kieran Tierney,Kieran Tierney,0,3,-3
T24-25,J37,Atlético Madrid,Samuel Lino,Samuel Lino,6,9,-3
T24-25,J37,Atlético Madrid,Giuliano Simeone,Giuliano Simeone,3,6,-3
T24-25,J37,Atlético Madrid,Koke,Koke,3,6,-3
T24-25,J37,Atlético Madrid,Javi Galán,Javi Galán,3,6,-3
T24-25,J37,Atlético Madrid,Robin Le Normand,Robin Le Normand,11,14,-3
T24-25,J36,Getafe,Christantus Uche,Christantus Uche,1,4,-3
T24-25,J36,Real Betis,Abdessamad Ezzalzouli,Abdessamad Ezzalzouli,2,5,-3
T24-25,J36,Real Betis,Cucho Hernández,Cucho Hernández,5,8,-3
T24-25,J36,Real Betis,Johnny Cardoso,Johnny Cardoso,2,5,-3
T23-24,J18,Deportivo Alavés,Ander Guevara,Ander Guevara,2,5,-3
T24-25,J26,Osasuna,Rubén García,Rubén García,5,8,-3
T24-25,J26,Deportivo Alavés,Carlos Martín,Carlos Martín,6,9,-3
T24-25,J26,Deportivo Alavés,Carlos Vicente,Carlos Vicente,1,4,-3
T24-25,J26,Deportivo Alavés,Santiago Mouriño,Santiago Mouriño,4,7,-3
T24-25,J26,Deportivo Alavés,Abdelkabir Abqar,Abdelkabir Abqar,6,9,-3
T23-24,J24,Barcelona,Lamine Yamal,Lamine Yamal,9,12,-3
T24-25,J26,Mallorca,Antonio Raíllo,Antonio Raíllo,9,12,-3
T24-25,J26,Real Sociedad,Orri Steinn Óskarsson,Orri Steinn Óskarsson,0,3,-3
T24-25,J26,Real Sociedad,Aritz Elustondo,Aritz Elustondo,-2,1,-3
T24-25,J26,Getafe,Juan Berrocal,Juan Berrocal,3,6,-3
T24-25,J26,Getafe,Djené,Djené,4,7,-3
T24-25,J26,Leganés,Javier Hernández,Javier Hernández,3,6,-3
T23-24,J18,Las Palmas,Mika Mármol,Mika Mármol,1,4,-3
T23-24,J18,Cádiz,Lucas Pires,Lucas Pires,5,8,-3
T23-24,J18,Girona FC,Aleix García,Aleix García,4,7,-3
T23-24,J18,Girona FC,Daley Blind,Daley Blind,3,6,-3
T23-24,J18,Real Betis,Aitor Ruibal,Aitor Ruibal,1,4,-3
T23-24,J18,Real Betis,Ayoze Pérez,Ayoze Pérez,3,6,-3
T23-24,J18,Real Betis,Germán Pezzella,Germán Pezzella,11,14,-3
T23-24,J18,Celta Vigo,Óscar Mingueza,Óscar Mingueza,2,5,-3
T23-24,J18,Celta Vigo,Anastasios Douvikas,Anastasios Douvikas,5,8,-3
T23-24,J18,Celta Vigo,Franco Cervi,Franco Cervi,2,5,-3
T23-24,J24,Almería,Largie Ramazani,Largie Ramazani,0,3,-3
T23-24,J24,Granada,Myrto Uzuni,Myrto Uzuni,5,8,-3
T24-25,J26,Athletic Club,Yeray Álvarez,Yeray Álvarez,2,5,-3
T24-25,J26,Real Madrid,Vinicius Júnior,Vinicius Júnior,1,4,-3
T24-25,J26,Real Madrid,Aurélien Tchouaméni,Aurélien Tchouaméni,3,6,-3
T23-24,J18,Almería,Dion Lopy,Dion Lopy,3,6,-3
T23-24,J18,Almería,Sergio Akieme,Sergio Akieme,2,5,-3
T24-25,J37,Barcelona,Frenkie de Jong,Frenkie de Jong,0,3,-3
T24-25,J37,Barcelona,Raphinha,Raphinha,1,4,-3
T24-25,J37,Barcelona,Pablo Gavi,Pablo Gavi,2,5,-3
T24-25,J37,Barcelona,Pedri,Pedri,2,5,-3
T24-25,J37,Real Betis,Isco,Isco,1,4,-3
T24-25,J37,Real Betis,Aitor Ruibal,Aitor Ruibal,1,4,-3
T23-24,J18,Villarreal,Santi Comesaña,Santi Comesaña,2,5,-3
T23-24,J18,Las Palmas,Saúl Coco,Saúl Coco,4,7,-3
T24-25,J26,Mallorca,Martin Valjent,Martin Valjent,6,9,-3
T24-25,J37,Mallorca,Pablo Maffeo,Pablo Maffeo,-1,2,-3
T24-25,J37,Leganés,Javier Hernández,Javier Hernández,3,6,-3
T24-25,J37,Las Palmas,Enzo Loiodice,Enzo Loiodice,1,4,-3
T23-24,J18,Barcelona,João Cancelo,João Cancelo,3,6,-3
T23-24,J18,Sevilla,Adrià Pedrosa,Adrià Pedrosa,11,8,3
T23-24,J18,Granada,Sergio Ruiz Alonso,Sergio Ruiz Alonso,1,4,-3
T23-24,J18,Granada,Antonio Puertas,Antonio Puertas,2,5,-3
T24-25,J37,Celta Vigo,Williot Swedberg,Williot Swedberg,2,5,-3
T24-25,J37,Celta Vigo,Ilaix Moriba,Ilaix Moriba,1,4,-3
T24-25,J37,Celta Vigo,Fran Beltrán,Fran Beltrán,0,3,-3
T24-25,J37,Villarreal,Nicolas Pépé,Nicolas Pépé,6,9,-3
T24-25,J37,Villarreal,Yéremy Pino,Yéremy Pino,6,9,-3
T23-24,J25,Villarreal,Yerson Mosquera,Yerson Mosquera,3,6,-3
T23-24,J25,Villarreal,Kiko Femenía,Kiko Femenía,4,7,-3
T23-24,J25,Villarreal,Raúl Albiol,Raúl Albiol,3,6,-3
T23-24,J24,Athletic Club,Ander Herrera,Ander Herrera,1,4,-3
T24-25,J26,Real Betis,Youssouf Sabaly,Youssouf Sabaly,2,5,-3
T24-25,J26,Real Betis,Ricardo Rodríguez,Ricardo Rodríguez,3,6,-3
T24-25,J26,Sevilla,Isaac Romero,Isaac Romero,2,5,-3
T24-25,J26,Sevilla,Loïc Badé,Loïc Badé,5,8,-3
T24-25,J26,Sevilla,José Ángel Carmona,José Ángel Carmona,3,6,-3
T24-25,J26,Sevilla,Adrià Pedrosa,Adrià Pedrosa,2,5,-3
T24-25,J26,Celta Vigo,Alfon González,Alfon González,3,6,-3
T24-25,J26,Celta Vigo,Ilaix Moriba,Ilaix Moriba,1,4,-3
T24-25,J26,Celta Vigo,Iker Losada,Iker Losada,6,9,-3
T23-24,J18,Getafe,Nemanja Maksimović,Nemanja Maksimović,2,5,-3
T23-24,J18,Atlético Madrid,Koke,Koke,2,5,-3
T23-24,J18,Valencia,Pepelu,Pepelu,3,6,-3
T23-24,J18,Valencia,Thierry Correia,Thierry Correia,3,6,-3
T24-25,J37,Mallorca,Samú Costa,Samú Costa,0,3,-3
T24-25,J37,Mallorca,Dani Rodríguez,Dani Rodríguez,2,5,-3
T24-25,J37,Mallorca,Omar Mascarell,Omar Mascarell,1,4,-3
T24-25,J37,Girona FC,Ladislav Krejčí,Ladislav Krejčí,2,5,-3
T24-25,J37,Real Sociedad,Mikel Oyarzabal,Mikel Oyarzabal,10,13,-3
T24-25,J37,Real Sociedad,Brais Méndez,Brais Méndez,4,7,-3
T24-25,J37,Espanyol,Edu Expósito,Edu Expósito,6,9,-3
T24-25,J37,Espanyol,Omar El Hilali,Omar El Hilali,2,5,-3
T24-25,J37,Osasuna,Bryan Zaragoza,Bryan Zaragoza,2,5,-3
T24-25,J37,Osasuna,Aimar Oroz,Aimar Oroz,8,11,-3
T24-25,J37,Getafe,Mauro Arambarri,Mauro Arambarri,7,10,-3
T24-25,J37,Getafe,Omar Alderete,Omar Alderete,7,10,-3
T24-25,J37,Getafe,Diego Rico,Diego Rico,1,4,-3
T24-25,J37,Getafe,Allan Nyom,Allan Nyom,7,10,-3
T23-24,J18,Getafe,Mason Greenwood,Mason Greenwood,4,7,-3
T23-24,J18,Getafe,Borja Mayoral,Borja Mayoral,9,12,-3
T24-25,J26,Real Madrid,David Alaba,David Alaba,-2,1,-3
T24-25,J26,Real Betis,Jesús Rodriguez,Jesús Rodriguez,4,7,-3
T24-25,J26,Real Betis,Sergi Altimira,Sergi Altimira,2,5,-3
T23-24,J25,Atlético Madrid,Marcos Llorente,Marcos Llorente,15,12,3
T23-24,J25,Getafe,Luis Milla,Luis Milla,3,6,-3
T23-24,J25,Getafe,Djené,Djené,3,6,-3
T23-24,J25,Getafe,Diego Rico,Diego Rico,1,4,-3
T23-24,J25,Villarreal,Ilias Akhomach,Ilias Akhomach,2,5,-3
T24-25,J26,Girona FC,Bryan Gil,Bryan Gil,2,5,-3
T24-25,J26,Las Palmas,Scott McKenna,Scott McKenna,-2,1,-3
T24-25,J26,Las Palmas,Álex Muñoz,Álex Muñoz,2,5,-3
T24-25,J37,Sevilla,Adrià Pedrosa,Adrià Pedrosa,-1,2,-3
T24-25,J37,Sevilla,Loïc Badé,Loïc Badé,-2,1,-3
T24-25,J37,Sevilla,Nemanja Gudelj,Nemanja Gudelj,2,5,-3
T24-25,J37,Deportivo Alavés,Carlos Vicente,Carlos Vicente,1,4,-3
T24-25,J37,Girona FC,Cristhian Stuani,Cristhian Stuani,4,7,-3
T24-25,J37,Girona FC,Yáser Asprilla,Yáser Asprilla,3,6,-3
T24-25,J37,Girona FC,Iván Martín,Iván Martín,2,5,-3
T24-25,J37,Girona FC,Viktor Tsygankov,Viktor Tsygankov,5,8,-3
T24-25,J25,Mallorca,Dani Rodríguez,Dani Rodríguez,4,7,-3
T24-25,J25,Mallorca,Sergi Darder,Sergi Darder,1,4,-3
T24-25,J25,Mallorca,Martin Valjent,Martin Valjent,8,11,-3
T24-25,J25,Mallorca,Antonio Raíllo,Antonio Raíllo,4,7,-3
T24-25,J37,Valencia,Mouctar Diakhaby,Mouctar Diakhaby,2,5,-3
T23-24,J18,Valencia,Mouctar Diakhaby,Mouctar Diakhaby,5,8,-3
T23-24,J18,Rayo Vallecano,Isi Palazón,Isi Palazón,1,4,-3
T23-24,J18,Rayo Vallecano,Unai López,Unai López,4,7,-3
T23-24,J18,Rayo Vallecano,Abdul Mumin,Abdul Mumin,3,6,-3
T23-24,J18,Rayo Vallecano,Florian Lejeune,Florian Lejeune,2,5,-3
T23-24,J17,Deportivo Alavés,Samu Aghehowa,Samu Aghehowa,0,3,-3
T23-24,J17,Deportivo Alavés,Jon Guridi,Jon Guridi,1,4,-3
T23-24,J17,Villarreal,Ramón Terrats,Ramón Terrats,5,8,-3
T24-25,J37,Real Madrid,Federico Valverde,Federico Valverde,5,8,-3
T23-24,J25,Las Palmas,Marvin Park,Marvin Park,-1,2,-3
T23-24,J25,Las Palmas,Javier Muñoz,Javier Muñoz,0,3,-3
T24-25,J25,Real Betis,Johnny Cardoso,Johnny Cardoso,2,5,-3
T24-25,J25,Real Betis,Jesús Rodriguez,Jesús Rodriguez,1,4,-3
T24-25,J25,Real Betis,Diego Llorente,Diego Llorente,6,9,-3
T24-25,J25,Real Betis,Marc Bartra,Marc Bartra,3,6,-3
T24-25,J38,Valencia,Enzo Barrenechea,Enzo Barrenechea,3,6,-3
T24-25,J38,Valencia,André Almeida,André Almeida,4,7,-3
T24-25,J38,Valencia,Cristhian Mosquera,Cristhian Mosquera,2,5,-3
T24-25,J38,Real Betis,Isco,Isco,10,13,-3
T24-25,J37,Valencia,Luis Rioja,Luis Rioja,0,3,-3
T24-25,J37,Valencia,César Tárrega,César Tárrega,3,6,-3
T24-25,J37,Valencia,Cristhian Mosquera,Cristhian Mosquera,2,5,-3
T23-24,J25,Celta Vigo,Fran Beltrán,Fran Beltrán,0,3,-3
T23-24,J25,Cádiz,Rubén Alcaraz,Rubén Alcaraz,5,8,-3
T23-24,J25,Cádiz,Jorge Meré,Jorge Meré,2,5,-3
T23-24,J25,Las Palmas,Munir El Haddadi,Munir El Haddadi,0,3,-3
T23-24,J25,Las Palmas,Máximo Perrone,Máximo Perrone,-1,2,-3
T24-25,J38,Deportivo Alavés,Carles Aleñá,Carles Aleñá,3,6,-3
T24-25,J38,Deportivo Alavés,Manuel Sánchez,Manuel Sánchez,4,7,-3
T24-25,J38,Real Valladolid,Juanmi Latasa,Juanmi Latasa,1,4,-3
T24-25,J38,Real Valladolid,Tamás Nikitscher,Tamás Nikitscher,3,6,-3
T24-25,J38,Real Valladolid,Antonio Candela,Antonio Candela,-3,0,-3
T24-25,J38,Las Palmas,Enzo Loiodice,Enzo Loiodice,2,5,-3
T24-25,J38,Las Palmas,Juanma Herzog,Juanma Herzog,3,6,-3
T24-25,J38,Real Sociedad,Sergio Gómez,Sergio Gómez,5,8,-3
T23-24,J17,Villarreal,José Luis Morales,José Luis Morales,4,7,-3
T23-24,J17,Real Madrid,Rodrygo,Rodrygo,7,10,-3
T23-24,J17,Real Madrid,Antonio Rüdiger,Antonio Rüdiger,1,4,-3
T24-25,J25,Mallorca,Dominik Greif,Dominik Greif,4,7,-3
T24-25,J25,Sevilla,Isaac Romero,Isaac Romero,2,5,-3
T24-25,J25,Sevilla,Saúl Ñíguez,Saúl Ñíguez,5,8,-3
T24-25,J25,Sevilla,José Ángel Carmona,José Ángel Carmona,3,6,-3
T24-25,J25,Sevilla,Adrià Pedrosa,Adrià Pedrosa,4,7,-3
T24-25,J25,Getafe,Mauro Arambarri,Mauro Arambarri,3,6,-3
T23-24,J25,Real Madrid,Nacho Fernández,Nacho Fernández,2,5,-3
T23-24,J25,Rayo Vallecano,Óscar Valentín,Óscar Valentín,2,5,-3
T23-24,J25,Rayo Vallecano,Unai López,Unai López,2,5,-3
T23-24,J25,Rayo Vallecano,Alfonso Espino,Alfonso Espino,2,5,-3
T23-24,J25,Rayo Vallecano,Aridane Hernández,Aridane Hernández,6,9,-3
T23-24,J25,Rayo Vallecano,Florian Lejeune,Florian Lejeune,4,7,-3
T23-24,J25,Valencia,Pepelu,Pepelu,3,6,-3
T23-24,J25,Barcelona,Lamine Yamal,Lamine Yamal,7,10,-3
T24-25,J38,Celta Vigo,Alfon González,Alfon González,1,4,-3
T24-25,J38,Celta Vigo,Ilaix Moriba,Ilaix Moriba,1,4,-3
T24-25,J38,Celta Vigo,Javi Rodríguez,Javi Rodríguez,2,5,-3
T24-25,J38,Celta Vigo,Sergio Carreira,Sergio Carreira,1,4,-3
T24-25,J38,Osasuna,Bryan Zaragoza,Bryan Zaragoza,5,8,-3
T24-25,J38,Osasuna,Jesús Areso,Jesús Areso,1,4,-3
T24-25,J38,Deportivo Alavés,Antonio Blanco,Antonio Blanco,4,7,-3
T24-25,J25,Real Madrid,Kylian Mbappé,Kylian Mbappé,9,12,-3
T24-25,J25,Real Valladolid,Florian Grillitsch,Florian Grillitsch,0,3,-3
T24-25,J25,Real Valladolid,Antonio Candela,Antonio Candela,-3,0,-3
T24-25,J25,Athletic Club,Mikel Jauregizar,Mikel Jauregizar,13,16,-3
T24-25,J25,Athletic Club,Oihan Sancet,Oihan Sancet,6,9,-3
T24-25,J25,Athletic Club,Aitor Paredes,Aitor Paredes,4,7,-3
T23-24,J17,Las Palmas,Saúl Coco,Saúl Coco,4,7,-3
T23-24,J17,Las Palmas,Mika Mármol,Mika Mármol,3,6,-3
T23-24,J17,Las Palmas,Daley Sinkgraven,Daley Sinkgraven,1,4,-3
T23-24,J17,Real Betis,Ayoze Pérez,Ayoze Pérez,2,5,-3
T23-24,J17,Real Betis,Isco,Isco,5,8,-3
T23-24,J17,Real Sociedad,Takefusa Kubo,Takefusa Kubo,7,4,3
T23-24,J17,Mallorca,Dani Rodríguez,Dani Rodríguez,4,7,-3
T23-24,J17,Mallorca,Matija Nastasić,Matija Nastasić,5,8,-3
T23-24,J17,Almería,Léo Baptistão,Léo Baptistão,1,4,-3
T24-25,J38,Celta Vigo,Iago Aspas,Iago Aspas,10,13,-3
T23-24,J25,Almería,Sergio Arribas,Sergio Arribas,7,10,-3
T23-24,J25,Almería,Edgar González,Edgar González,3,6,-3
T23-24,J25,Granada,Facundo Pellistri,Facundo Pellistri,1,4,-3
T23-24,J25,Granada,Kamil Piątkowski,Kamil Piątkowski,4,7,-3
T23-24,J25,Real Madrid,Federico Valverde,Federico Valverde,7,10,-3
T23-24,J25,Real Madrid,Fran García,Fran García,1,4,-3
T23-24,J17,Barcelona,İlkay Gündoğan,İlkay Gündoğan,2,5,-3
T23-24,J17,Valencia,Cristhian Mosquera,Cristhian Mosquera,2,5,-3
T23-24,J17,Valencia,Jesús Vázquez,Jesús Vázquez,1,4,-3
T23-24,J17,Valencia,Thierry Correia,Thierry Correia,3,6,-3
T23-24,J17,Valencia,Mouctar Diakhaby,Mouctar Diakhaby,4,7,-3
T24-25,J38,Villarreal,Denis Suárez,Denis Suárez,3,6,-3
T24-25,J38,Atlético Madrid,Ángel Correa,Ángel Correa,1,4,-3
T24-25,J25,Girona FC,Arnaut Danjuma,Arnaut Danjuma,2,5,-3
T24-25,J25,Girona FC,Oriol Romeu,Oriol Romeu,2,5,-3
T24-25,J25,Girona FC,Arnau Martínez,Arnau Martínez,2,5,-3
T24-25,J25,Valencia,Enzo Barrenechea,Enzo Barrenechea,2,5,-3
T24-25,J25,Valencia,Iván Jaime,Iván Jaime,1,4,-3
T24-25,J25,Valencia,Luis Rioja,Luis Rioja,1,4,-3
T24-25,J25,Deportivo Alavés,Santiago Mouriño,Santiago Mouriño,2,5,-3
T24-25,J25,Deportivo Alavés,Abdelkabir Abqar,Abdelkabir Abqar,3,6,-3
T24-25,J25,Osasuna,Jorge Herrando,Jorge Herrando,4,7,-3
T25-26,J1,Girona FC,Yangel Herrera,Yangel Herrera,0,3,-3
T23-24,J17,Getafe,Mason Greenwood,Mason Greenwood,12,15,-3
T23-24,J17,Getafe,Jaime Mata,Jaime Mata,7,10,-3
T23-24,J17,Getafe,Diego Rico,Diego Rico,5,8,-3
T23-24,J17,Sevilla,Boubakary Soumaré,Boubakary Soumaré,2,5,-3
T23-24,J17,Atlético Madrid,Rodrigo de Paul,Rodrigo de Paul,0,3,-3
T23-24,J17,Atlético Madrid,Marcos Llorente,Marcos Llorente,0,3,-3
T24-25,J38,Athletic Club,Unai Gómez,Unai Gómez,1,4,-3
T23-24,J17,Barcelona,Robert Lewandowski,Robert Lewandowski,3,6,-3
T23-24,J17,Barcelona,Pedri,Pedri,2,5,-3
T23-24,J17,Rayo Vallecano,Florian Lejeune,Florian Lejeune,2,5,-3
T23-24,J16,Girona FC,Savinho,Savinho,8,11,-3
T23-24,J16,Girona FC,Aleix García,Aleix García,3,6,-3
T25-26,J1,Deportivo Alavés,Facundo Garcés,Facundo Garcés,4,7,-3
T25-26,J1,Deportivo Alavés,Nahuel Tenaglia,Nahuel Tenaglia,10,13,-3
T25-26,J1,Deportivo Alavés,Jonny Otto,Jonny Otto,2,5,-3
T25-26,J1,Barcelona,Eric García,Eric García,5,8,-3
T25-26,J1,Mallorca,Antonio Sánchez,Antonio Sánchez,1,4,-3
T25-26,J1,Mallorca,Manu Morlanes,Manu Morlanes,-2,1,-3
T25-26,J1,Mallorca,Sergi Darder,Sergi Darder,2,5,-3
T25-26,J1,Mallorca,Mateu Morey,Mateu Morey,-1,2,-3
T25-26,J1,Real Oviedo,Alberto Reina,Alberto Reina,-1,2,-3
T25-26,J1,Villarreal,Gerard Moreno,Gerard Moreno,4,7,-3
T25-26,J1,Girona FC,Joel Roca,Joel Roca,6,9,-3
T24-25,J25,Las Palmas,Sandro Ramírez,Sandro Ramírez,1,4,-3
T24-25,J25,Las Palmas,Stefan Bajčetić,Stefan Bajčetić,2,5,-3
T23-24,J25,Mallorca,Vedat Muriqi,Vedat Muriqi,0,3,-3
T23-24,J25,Mallorca,Antonio Sánchez,Antonio Sánchez,6,9,-3
T23-24,J25,Mallorca,Dani Rodríguez,Dani Rodríguez,4,7,-3
T23-24,J25,Mallorca,Samú Costa,Samú Costa,3,6,-3
T24-25,J24,Real Sociedad,Martín Zubimendi,Martín Zubimendi,1,4,-3
T24-25,J24,Real Sociedad,Igor Zubeldia,Igor Zubeldia,-2,1,-3
T24-25,J24,Real Betis,Giovani Lo Celso,Giovani Lo Celso,-1,2,-3
T24-25,J24,Las Palmas,Oliver McBurnie,Oliver McBurnie,2,5,-3
T24-25,J24,Las Palmas,Stefan Bajčetić,Stefan Bajčetić,7,10,-3
T23-24,J17,Granada,Myrto Uzuni,Myrto Uzuni,2,5,-3
T23-24,J17,Granada,Sergio Ruiz Alonso,Sergio Ruiz Alonso,2,5,-3
T23-24,J17,Granada,Gonzalo Villar,Gonzalo Villar,2,5,-3
T23-24,J17,Granada,Gerard Gumbau,Gerard Gumbau,3,6,-3
T23-24,J17,Granada,Carlos Neva,Carlos Neva,2,5,-3
T23-24,J17,Granada,Ricard Sánchez,Ricard Sánchez,1,4,-3
T23-24,J17,Rayo Vallecano,Abdul Mumin,Abdul Mumin,3,6,-3
T24-25,J24,Mallorca,Antonio Raíllo,Antonio Raíllo,4,7,-3
T24-25,J24,Mallorca,Johan Mojica,Johan Mojica,6,9,-3
T24-25,J24,Sevilla,Adrià Pedrosa,Adrià Pedrosa,3,6,-3
T24-25,J24,Real Valladolid,Selim Amallah,Selim Amallah,-1,2,-3
T23-24,J16,Barcelona,Ferran Torres,Ferran Torres,3,6,-3
T23-24,J16,Barcelona,João Félix,João Félix,2,5,-3
T23-24,J16,Barcelona,Raphinha,Raphinha,6,9,-3
T23-24,J16,Barcelona,Robert Lewandowski,Robert Lewandowski,5,8,-3
T25-26,J1,Valencia,Javier Guerra,Javier Guerra,3,6,-3
T25-26,J1,Valencia,Luis Rioja,Luis Rioja,1,4,-3
T25-26,J1,Valencia,José Copete,José Copete,2,5,-3
T25-26,J1,Valencia,Dimitri Foulquier,Dimitri Foulquier,5,8,-3
T25-26,J1,Deportivo Alavés,Toni Martínez,Toni Martínez,5,8,-3
T25-26,J1,Deportivo Alavés,Carles Aleñá,Carles Aleñá,7,10,-3
T24-25,J25,Osasuna,Alejandro Catena,Alejandro Catena,2,5,-3
T23-24,J25,Real Sociedad,Arsen Zakharyan,Arsen Zakharyan,2,5,-3
T23-24,J16,Osasuna,David García,David García,2,5,-3
T23-24,J16,Cádiz,Mamadou Mbaye,Mamadou Mbaye,0,3,-3
T23-24,J16,Cádiz,Iván Alejo,Iván Alejo,6,9,-3
T23-24,J16,Cádiz,Fali,Fali,1,4,-3
T23-24,J16,Athletic Club,Beñat Prados,Beñat Prados,3,6,-3
T25-26,J1,Real Sociedad,Pablo Marín,Pablo Marín,4,7,-3
T25-26,J1,Real Sociedad,Takefusa Kubo,Takefusa Kubo,6,9,-3
T25-26,J1,Real Sociedad,Brais Méndez,Brais Méndez,5,8,-3
T25-26,J1,Real Sociedad,Igor Zubeldia,Igor Zubeldia,6,9,-3
T25-26,J1,Valencia,Diego López,Diego López,6,9,-3
T25-26,J1,Valencia,Hugo Duro,Hugo Duro,2,5,-3
T24-25,J24,Mallorca,Dani Rodríguez,Dani Rodríguez,10,13,-3
T23-24,J25,Athletic Club,Unai Gómez,Unai Gómez,2,5,-3
T23-24,J25,Athletic Club,Iñigo Ruiz de Galarreta,Iñigo Ruiz de Galarreta,1,4,-3
T23-24,J25,Real Sociedad,Jon Pacheco,Jon Pacheco,4,7,-3
T24-25,J24,Mallorca,Martin Valjent,Martin Valjent,5,8,-3
T23-24,J26,Real Sociedad,Martín Zubimendi,Martín Zubimendi,2,5,-3
T23-24,J25,Girona FC,Savinho,Savinho,1,4,-3
T23-24,J25,Girona FC,Yangel Herrera,Yangel Herrera,0,3,-3
T23-24,J25,Girona FC,Aleix García,Aleix García,8,11,-3
T24-25,J24,Athletic Club,Oihan Sancet,Oihan Sancet,6,9,-3
T24-25,J24,Athletic Club,Daniel Vivian,Daniel Vivian,3,6,-3
T25-26,J1,Espanyol,Leandro Cabrera,Leandro Cabrera,4,7,-3
T25-26,J1,Sevilla,Akor Adams,Akor Adams,6,9,-3
T25-26,J1,Sevilla,Djibril Sow,Djibril Sow,1,4,-3
T25-26,J1,Sevilla,Nemanja Gudelj,Nemanja Gudelj,2,5,-3
T25-26,J1,Athletic Club,Mikel Jauregizar,Mikel Jauregizar,2,5,-3
