Temporada,Jornada,Equipo_Nombre,Jugador_stats,Jugador_SofaScore,Stats_Reales,Puntos_Teoricos,Discrepancia
T25-26,J24,Celta Vigo,Marcos Alonso,Marcos Alonso,4,11,-7
T23-24,J23,Mallorca,Jaume Costa,Jaume Costa,-3,4,-7
T23-24,J23,Mallorca,Martin Valjent,Martin Valjent,-2,5,-7
T25-26,J14,Valencia,Pepelu,Pepelu,3,10,-7
T23-24,J35,Almería,Jonathan Viera,Jonathan Viera,0,7,-7
T24-25,J30,Mallorca,Sergi Darder,Sergi Darder,6,13,-7
T23-24,J20,Getafe,Omar Alderete,Omar Alderete,0,7,-7
T25-26,J20,Athletic Club,Yuri Berchiche,Yuri Berchiche,1,8,-7
T23-24,J21,Cádiz,Lucas Pires,Lucas Pires,1,8,-7
T24-25,J32,Real Valladolid,Antonio Candela,Antonio Candela,0,7,-7
T25-26,J14,Mallorca,Johan Mojica,Johan Mojica,-1,6,-7
T23-24,J34,Getafe,Óscar Rodríguez,Óscar Rodríguez,0,7,-7
T24-25,J30,Real Valladolid,Cenk Özkaçar,Cenk Özkaçar,-1,6,-7
T23-24,J38,Granada,Raúl Torrente,Raúl Torrente,1,8,-7
T24-25,J32,Villarreal,Yéremy Pino,Yéremy Pino,8,15,-7
T25-26,J19,Mallorca,Johan Mojica,Johan Mojica,-1,6,-7
T24-25,J32,Celta Vigo,Javi Rodríguez,Javi Rodríguez,-2,5,-7
T24-25,J32,Celta Vigo,Yoel Lago,Yoel Lago,2,9,-7
T23-24,J10,Mallorca,Dani Rodríguez,Dani Rodríguez,3,10,-7
T25-26,J16,Deportivo Alavés,Victor Parada,Victor Parada,-2,5,-7
T23-24,J21,Real Madrid,Daniel Carvajal,Daniel Carvajal,5,12,-7
T23-24,J21,Almería,Luís Maximiano,Luís Maximiano,-1,6,-7
T23-24,J21,Almería,Edgar González,Edgar González,6,13,-7
T24-25,J31,Real Sociedad,Jon Martin,Jon Martin,3,10,-7
T23-24,J37,Real Madrid,Luka Modrić,Luka Modrić,0,7,-7
T24-25,J31,Real Valladolid,Javi Sánchez,Javi Sánchez,3,10,-7
T24-25,J31,Real Valladolid,Joseph Aidoo,Joseph Aidoo,-1,6,-7
T23-24,J37,Real Madrid,Dani Ceballos,Dani Ceballos,-1,6,-7
T23-24,J21,Real Betis,Sokratis Papastathopoulos,Sokratis Papastathopoulos,-1,6,-7
T23-24,J21,Real Betis,Germán Pezzella,Germán Pezzella,0,7,-7
T24-25,J13,Osasuna,Jesús Areso,Jesús Areso,-1,6,-7
T23-24,J8,Granada,Ricard Sánchez,Ricard Sánchez,8,15,-7
T23-24,J21,Sevilla,Tanguy Nianzou,Tanguy Nianzou,-2,5,-7
T25-26,J27,Deportivo Alavés,Jon Pacheco,Jon Pacheco,-3,4,-7
T24-25,J2,Valencia,Yarek Gasiorowski,Yarek Gasiorowski,1,8,-7
T25-26,J27,Atlético Madrid,Dávid Hancko,Dávid Hancko,1,8,-7
T25-26,J27,Atlético Madrid,Matteo Ruggeri,Matteo Ruggeri,8,15,-7
T23-24,J1,Sevilla,Marcos Acuña,Marcos Acuña,-1,6,-7
T24-25,J10,Deportivo Alavés,Nahuel Tenaglia,Nahuel Tenaglia,-2,5,-7
T25-26,J14,Osasuna,Sergio Herrera,Sergio Herrera,2,9,-7
T23-24,J21,Girona FC,Antal Yaakobishvili,Antal Yaakobishvili,0,7,-7
T25-26,J23,Espanyol,Leandro Cabrera,Leandro Cabrera,5,12,-7
T24-25,J31,Deportivo Alavés,Manuel Sánchez,Manuel Sánchez,-1,6,-7
T25-26,J23,Espanyol,Omar El Hilali,Omar El Hilali,-2,5,-7
T23-24,J21,Sevilla,Sergio Ramos,Sergio Ramos,-1,6,-7
T25-26,J20,Espanyol,Marko Dmitrović,Marko Dmitrović,2,8,-6
T23-24,J6,Real Madrid,Kepa Arrizabalaga,Kepa Arrizabalaga,0,6,-6
T25-26,J20,Levante UD,Jeremy Toljan,Jeremy Toljan,0,6,-6
T24-25,J10,Deportivo Alavés,Moussa Diarra,Moussa Diarra,-1,5,-6
T24-25,J10,Real Valladolid,Karl Hein,Karl Hein,0,6,-6
T24-25,J9,Athletic Club,Alex Padilla,Alex Padilla,2,8,-6
T24-25,J9,Deportivo Alavés,Antonio Sivera,Antonio Sivera,4,10,-6
T24-25,J9,Deportivo Alavés,Abdelkabir Abqar,Abdelkabir Abqar,0,6,-6
T24-25,J9,Real Sociedad,Jon Aramburu,Jon Aramburu,3,9,-6
T24-25,J10,Real Valladolid,Raúl Chasco,Raúl Chasco,-2,4,-6
T23-24,J35,Athletic Club,Yuri Berchiche,Yuri Berchiche,-1,5,-6
T23-24,J35,Osasuna,Sergio Herrera,Sergio Herrera,2,8,-6
T24-25,J10,Deportivo Alavés,Antonio Sivera,Antonio Sivera,-2,4,-6
T25-26,J20,Levante UD,Carlos Álvarez,Carlos Álvarez,2,8,-6
T23-24,J7,Sevilla,Suso,Suso,9,15,-6
T23-24,J6,Villarreal,Alejandro Baena,Alejandro Baena,5,11,-6
T23-24,J35,Sevilla,Tanguy Nianzou,Tanguy Nianzou,-1,5,-6
T25-26,J19,Mallorca,Leo Román,Leo Román,2,8,-6
T23-24,J7,Mallorca,Predrag Rajković,Predrag Rajković,0,6,-6
T23-24,J7,Mallorca,Matija Nastasić,Matija Nastasić,0,6,-6
T23-24,J7,Mallorca,Dani Rodríguez,Dani Rodríguez,1,7,-6
T23-24,J7,Barcelona,Marc-André Ter Stegen,Marc-André Ter Stegen,2,8,-6
T23-24,J35,Granada,Facundo Pellistri,Facundo Pellistri,0,6,-6
T23-24,J35,Villarreal,Filip Jørgensen,Filip Jørgensen,2,8,-6
T23-24,J35,Villarreal,Eric Bailly,Eric Bailly,0,6,-6
T25-26,J19,Deportivo Alavés,Antonio Sivera,Antonio Sivera,0,6,-6
T25-26,J19,Atlético Madrid,Nahuel Molina,Nahuel Molina,4,10,-6
T23-24,J7,Barcelona,João Cancelo,João Cancelo,-1,5,-6
T23-24,J7,Athletic Club,Unai Simón,Unai Simón,0,6,-6
T23-24,J7,Athletic Club,Óscar de Marcos,Óscar de Marcos,4,10,-6
T23-24,J7,Athletic Club,Yuri Berchiche,Yuri Berchiche,6,12,-6
T23-24,J7,Getafe,David Soria,David Soria,3,9,-6
T25-26,J19,Athletic Club,Unai Simón,Unai Simón,2,8,-6
T25-26,J19,Athletic Club,Adama Boiro,Adama Boiro,1,7,-6
T23-24,J35,Sevilla,Ørjan Nyland,Ørjan Nyland,1,7,-6
T25-26,J19,Getafe,Allan Nyom,Allan Nyom,0,6,-6
T25-26,J19,Getafe,Kiko Femenía,Kiko Femenía,1,7,-6
T25-26,J18,Mallorca,Leo Román,Leo Román,0,6,-6
T25-26,J18,Mallorca,Antonio Raíllo,Antonio Raíllo,1,7,-6
T23-24,J7,Getafe,Fabrizio Angileri,Fabrizio Angileri,1,7,-6
T23-24,J7,Villarreal,Filip Jørgensen,Filip Jørgensen,2,8,-6
T23-24,J7,Villarreal,Aïssa Mandi,Aïssa Mandi,1,7,-6
T24-25,J10,Real Valladolid,Raúl Moro,Raúl Moro,4,10,-6
T24-25,J10,Osasuna,Sergio Herrera,Sergio Herrera,2,8,-6
T23-24,J35,Deportivo Alavés,Rafa Marín,Rafa Marín,0,6,-6
T23-24,J35,Girona FC,Paulo Gazzaniga,Paulo Gazzaniga,5,11,-6
T23-24,J35,Girona FC,Eric García,Eric García,7,13,-6
T24-25,J10,Celta Vigo,Vicente Guaita,Vicente Guaita,1,7,-6
T25-26,J19,Atlético Madrid,Jan Oblak,Jan Oblak,2,8,-6
T23-24,J7,Las Palmas,Álvaro Valles,Álvaro Valles,6,12,-6
T23-24,J7,Las Palmas,Saúl Coco,Saúl Coco,0,6,-6
T25-26,J19,Getafe,David Soria,David Soria,0,6,-6
T23-24,J34,Granada,Augusto Batalla,Augusto Batalla,1,7,-6
T23-24,J34,Granada,Ignasi Miquel,Ignasi Miquel,1,7,-6
T23-24,J34,Granada,Miguel Rubio,Miguel Rubio,0,6,-6
T23-24,J34,Granada,Bruno Méndez,Bruno Méndez,0,6,-6
T23-24,J7,Cádiz,Javier Hernández,Javier Hernández,4,10,-6
T25-26,J18,Real Betis,Antony,Antony,-1,5,-6
T25-26,J18,Elche,Iñaki Peña,Iñaki Peña,1,7,-6
T23-24,J7,Granada,Ignasi Miquel,Ignasi Miquel,3,9,-6
T23-24,J7,Granada,Gerard Gumbau,Gerard Gumbau,3,9,-6
T23-24,J34,Villarreal,Filip Jørgensen,Filip Jørgensen,2,8,-6
T25-26,J18,Sevilla,Odysseas Vlachodimos,Odysseas Vlachodimos,1,7,-6
T25-26,J17,Getafe,Mauro Arambarri,Mauro Arambarri,0,6,-6
T25-26,J17,Athletic Club,Unai Simón,Unai Simón,2,8,-6
T25-26,J17,Athletic Club,Íñigo Lekue,Íñigo Lekue,1,7,-6
T25-26,J17,Athletic Club,Aitor Paredes,Aitor Paredes,1,7,-6
T25-26,J17,Espanyol,Edu Expósito,Edu Expósito,3,9,-6
T24-25,J10,Atlético Madrid,Clément Lenglet,Clément Lenglet,2,8,-6
T24-25,J10,Leganés,Marko Dmitrović,Marko Dmitrović,3,9,-6
T24-25,J10,Leganés,Matija Nastasić,Matija Nastasić,3,9,-6
T23-24,J34,Rayo Vallecano,Unai López,Unai López,2,8,-6
T23-24,J34,Celta Vigo,Vicente Guaita,Vicente Guaita,1,7,-6
T25-26,J18,Valencia,Jesús Vázquez,Jesús Vázquez,0,6,-6
T23-24,J7,Osasuna,Chimy Ávila,Chimy Ávila,0,6,-6
T23-24,J34,Celta Vigo,Óscar Mingueza,Óscar Mingueza,1,7,-6
T24-25,J10,Sevilla,Loïc Badé,Loïc Badé,3,9,-6
T24-25,J10,Valencia,Giorgi Mamardashvili,Giorgi Mamardashvili,2,8,-6
T24-25,J10,Valencia,Thierry Correia,Thierry Correia,-1,5,-6
T24-25,J10,Valencia,Rodrigo Abajas,Rodrigo Abajas,-2,4,-6
T23-24,J34,Barcelona,Pau Cubarsí,Pau Cubarsí,-2,4,-6
T25-26,J17,Getafe,Domingos Duarte,Domingos Duarte,0,6,-6
T25-26,J17,Girona FC,Paulo Gazzaniga,Paulo Gazzaniga,1,7,-6
T25-26,J17,Girona FC,Daley Blind,Daley Blind,2,8,-6
T23-24,J8,Rayo Vallecano,Alfonso Espino,Alfonso Espino,1,7,-6
T23-24,J8,Mallorca,Predrag Rajković,Predrag Rajković,1,7,-6
T23-24,J8,Mallorca,Giovanni González,Giovanni González,-3,3,-6
T24-25,J10,Las Palmas,Jasper Cillessen,Jasper Cillessen,1,7,-6
T24-25,J10,Las Palmas,Alex Suárez,Alex Suárez,0,6,-6
T24-25,J11,Espanyol,Joan García,Joan García,1,7,-6
T23-24,J34,Osasuna,Sergio Herrera,Sergio Herrera,1,7,-6
T23-24,J8,Girona FC,Paulo Gazzaniga,Paulo Gazzaniga,3,9,-6
T23-24,J8,Girona FC,Daley Blind,Daley Blind,2,8,-6
T23-24,J8,Girona FC,Miguel Gutiérrez,Miguel Gutiérrez,1,7,-6
T23-24,J8,Girona FC,Eric García,Eric García,0,6,-6
T23-24,J8,Girona FC,Aleix García,Aleix García,3,9,-6
T23-24,J8,Athletic Club,Unai Simón,Unai Simón,1,7,-6
T24-25,J11,Celta Vigo,Vicente Guaita,Vicente Guaita,2,8,-6
T24-25,J11,Real Valladolid,Karl Hein,Karl Hein,6,12,-6
T24-25,J11,Real Valladolid,Javi Sánchez,Javi Sánchez,-1,5,-6
T24-25,J11,Real Valladolid,Luis Pérez,Luis Pérez,1,7,-6
T24-25,J11,Real Valladolid,David Torres,David Torres,0,6,-6
T24-25,J11,Real Madrid,Antonio Rüdiger,Antonio Rüdiger,0,6,-6
T23-24,J34,Girona FC,Paulo Gazzaniga,Paulo Gazzaniga,3,9,-6
T25-26,J17,Sevilla,Odysseas Vlachodimos,Odysseas Vlachodimos,4,10,-6
T23-24,J8,Athletic Club,Óscar de Marcos,Óscar de Marcos,0,6,-6
T23-24,J8,Athletic Club,Yuri Berchiche,Yuri Berchiche,-1,5,-6
T23-24,J8,Athletic Club,Yeray Álvarez,Yeray Álvarez,1,7,-6
T23-24,J8,Athletic Club,Daniel Vivian,Daniel Vivian,-2,4,-6
T23-24,J8,Almería,Luís Maximiano,Luís Maximiano,5,11,-6
T25-26,J17,Villarreal,Luiz Júnior,Luiz Júnior,1,7,-6
T25-26,J17,Deportivo Alavés,Antonio Sivera,Antonio Sivera,1,7,-6
T23-24,J34,Getafe,José Ángel Carmona,José Ángel Carmona,2,8,-6
T24-25,J11,Celta Vigo,Carl Starfelt,Carl Starfelt,1,7,-6
T24-25,J11,Celta Vigo,Hugo Álvarez,Hugo Álvarez,-1,5,-6
T23-24,J34,Las Palmas,Álvaro Valles,Álvaro Valles,1,7,-6
T25-26,J16,Deportivo Alavés,Antonio Sivera,Antonio Sivera,2,8,-6
T25-26,J16,Real Madrid,Víctor Valdepeñas,Víctor Valdepeñas,0,6,-6
T23-24,J8,Granada,André Ferreira,André Ferreira,3,9,-6
T23-24,J8,Granada,Carlos Neva,Carlos Neva,0,6,-6
T23-24,J8,Deportivo Alavés,Antonio Sivera,Antonio Sivera,1,7,-6
T23-24,J8,Deportivo Alavés,Álex Sola,Álex Sola,1,7,-6
T24-25,J11,Deportivo Alavés,Jon Guridi,Jon Guridi,3,9,-6
T24-25,J11,Real Sociedad,Álex Remiro,Álex Remiro,2,8,-6
T24-25,J11,Real Sociedad,Jon Aramburu,Jon Aramburu,1,7,-6
T23-24,J33,Valencia,Yarek Gasiorowski,Yarek Gasiorowski,1,7,-6
T23-24,J34,Getafe,David Soria,David Soria,0,6,-6
T23-24,J34,Getafe,Diego Rico,Diego Rico,0,6,-6
T25-26,J16,Osasuna,Abel Bretones,Abel Bretones,1,7,-6
T25-26,J16,Real Oviedo,David Costas,David Costas,-1,5,-6
T25-26,J16,Athletic Club,Unai Simón,Unai Simón,0,6,-6
T23-24,J8,Atlético Madrid,Jan Oblak,Jan Oblak,2,8,-6
T23-24,J8,Cádiz,Jeremías Ledesma,Jeremías Ledesma,3,9,-6
T23-24,J33,Barcelona,João Cancelo,João Cancelo,1,7,-6
T23-24,J33,Barcelona,Jules Koundé,Jules Koundé,-1,5,-6
T24-25,J12,Girona FC,Juanpe,Juanpe,1,7,-6
T23-24,J8,Cádiz,Lucas Pires,Lucas Pires,6,12,-6
T25-26,J16,Valencia,Julen Agirrezabala,Julen Agirrezabala,2,8,-6
T25-26,J16,Valencia,Dimitri Foulquier,Dimitri Foulquier,0,6,-6
T23-24,J8,Valencia,Giorgi Mamardashvili,Giorgi Mamardashvili,3,9,-6
T23-24,J8,Valencia,Cenk Özkaçar,Cenk Özkaçar,-1,5,-6
T23-24,J8,Celta Vigo,Iván Villar,Iván Villar,2,8,-6
T25-26,J16,Elche,Iñaki Peña,Iñaki Peña,5,11,-6
T24-25,J12,Girona FC,Yangel Herrera,Yangel Herrera,2,8,-6
T24-25,J12,Getafe,Diego Rico,Diego Rico,2,8,-6
T24-25,J12,Villarreal,Sergi Cardona,Sergi Cardona,3,9,-6
T24-25,J12,Leganés,Adrià Altimira,Adrià Altimira,-1,5,-6
T24-25,J12,Leganés,Darko Brašanac,Darko Brašanac,6,12,-6
T23-24,J33,Rayo Vallecano,Stole Dimitrievski,Stole Dimitrievski,1,7,-6
T23-24,J33,Rayo Vallecano,Andrei Rațiu,Andrei Rațiu,0,6,-6
T23-24,J33,Rayo Vallecano,Abdul Mumin,Abdul Mumin,1,7,-6
T25-26,J16,Elche,Víctor Chust,Víctor Chust,0,6,-6
T25-26,J16,Osasuna,Sergio Herrera,Sergio Herrera,4,10,-6
T23-24,J9,Almería,Luís Maximiano,Luís Maximiano,3,9,-6
T25-26,J16,Real Sociedad,Álex Remiro,Álex Remiro,-1,5,-6
T23-24,J33,Rayo Vallecano,Jorge de Frutos,Jorge de Frutos,2,8,-6
T23-24,J33,Barcelona,Marc-André Ter Stegen,Marc-André Ter Stegen,1,7,-6
T23-24,J33,Osasuna,Sergio Herrera,Sergio Herrera,0,6,-6
T23-24,J33,Osasuna,Alejandro Catena,Alejandro Catena,0,6,-6
T25-26,J16,Girona FC,Viktor Tsygankov,Viktor Tsygankov,12,18,-6
T25-26,J15,Real Madrid,Thibaut Courtois,Thibaut Courtois,3,9,-6
T25-26,J15,Real Madrid,Jude Bellingham,Jude Bellingham,-1,5,-6
T25-26,J15,Levante UD,Mathew Ryan,Mathew Ryan,3,9,-6
T24-25,J12,Valencia,Dimitri Foulquier,Dimitri Foulquier,1,7,-6
T23-24,J33,Athletic Club,Unai Simón,Unai Simón,-1,5,-6
T25-26,J15,Barcelona,Joan García,Joan García,4,10,-6
T25-26,J15,Girona FC,Paulo Gazzaniga,Paulo Gazzaniga,1,7,-6
T25-26,J15,Girona FC,Alejandro Francés,Alejandro Francés,-1,5,-6
T25-26,J15,Girona FC,Iván Martín,Iván Martín,1,7,-6
T23-24,J33,Athletic Club,Íñigo Lekue,Íñigo Lekue,1,7,-6
T23-24,J33,Athletic Club,Daniel Vivian,Daniel Vivian,0,6,-6
T23-24,J33,Athletic Club,Aitor Paredes,Aitor Paredes,0,6,-6
T24-25,J12,Espanyol,Joan García,Joan García,4,10,-6
T24-25,J12,Espanyol,Carlos Romero,Carlos Romero,3,9,-6
T24-25,J13,Deportivo Alavés,Antonio Sivera,Antonio Sivera,-1,5,-6
T24-25,J13,Deportivo Alavés,Nahuel Tenaglia,Nahuel Tenaglia,-3,3,-6
T23-24,J33,Getafe,Mason Greenwood,Mason Greenwood,13,19,-6
T23-24,J33,Celta Vigo,Vicente Guaita,Vicente Guaita,3,9,-6
T23-24,J9,Sevilla,Loïc Badé,Loïc Badé,4,10,-6
T23-24,J9,Rayo Vallecano,Stole Dimitrievski,Stole Dimitrievski,1,7,-6
T23-24,J9,Rayo Vallecano,Aridane Hernández,Aridane Hernández,2,8,-6
T25-26,J15,Real Betis,Natan,Natan,0,6,-6
T24-25,J13,Real Betis,Rui Silva,Rui Silva,1,7,-6
T24-25,J13,Real Betis,Youssouf Sabaly,Youssouf Sabaly,0,6,-6
T23-24,J33,Almería,César Montes,César Montes,-1,5,-6
T23-24,J33,Almería,Adrián Embarba,Adrián Embarba,4,10,-6
T24-25,J13,Celta Vigo,Vicente Guaita,Vicente Guaita,3,9,-6
T25-26,J15,Real Betis,Antony,Antony,5,11,-6
T25-26,J15,Getafe,David Soria,David Soria,1,7,-6
T23-24,J9,Villarreal,Filip Jørgensen,Filip Jørgensen,4,10,-6
T23-24,J9,Villarreal,Dani Parejo,Dani Parejo,-1,5,-6
T24-25,J13,Celta Vigo,Javi Rodríguez,Javi Rodríguez,5,11,-6
T24-25,J13,Mallorca,Sergi Darder,Sergi Darder,4,10,-6
T23-24,J32,Mallorca,Predrag Rajković,Predrag Rajković,1,7,-6
T23-24,J33,Las Palmas,Álvaro Valles,Álvaro Valles,5,11,-6
T23-24,J9,Las Palmas,Sergi Cardona,Sergi Cardona,1,7,-6
T23-24,J9,Sevilla,Ørjan Nyland,Ørjan Nyland,1,7,-6
T25-26,J14,Villarreal,Juan Foyth,Juan Foyth,0,6,-6
T25-26,J14,Villarreal,Santiago Mouriño,Santiago Mouriño,-1,5,-6
T25-26,J14,Sevilla,Odysseas Vlachodimos,Odysseas Vlachodimos,0,6,-6
T25-26,J14,Sevilla,José Ángel Carmona,José Ángel Carmona,-1,5,-6
T25-26,J14,Sevilla,Peque Fernández,Peque Fernández,2,8,-6
T23-24,J9,Real Sociedad,Álex Remiro,Álex Remiro,2,8,-6
T23-24,J9,Real Sociedad,Hamari Traoré,Hamari Traoré,-1,5,-6
T24-25,J13,Real Betis,Abdessamad Ezzalzouli,Abdessamad Ezzalzouli,2,8,-6
T23-24,J33,Almería,Luís Maximiano,Luís Maximiano,2,8,-6
T23-24,J32,Barcelona,Marc-André Ter Stegen,Marc-André Ter Stegen,4,10,-6
T24-25,J14,Real Valladolid,Lucas Rosa,Lucas Rosa,-1,5,-6
T25-26,J14,Real Sociedad,Jon Aramburu,Jon Aramburu,0,6,-6
T25-26,J14,Real Sociedad,Sergio Gómez,Sergio Gómez,1,7,-6
T25-26,J14,Real Sociedad,Takefusa Kubo,Takefusa Kubo,4,10,-6
T23-24,J9,Getafe,Diego Rico,Diego Rico,5,11,-6
T24-25,J14,Valencia,Giorgi Mamardashvili,Giorgi Mamardashvili,0,6,-6
T23-24,J32,Barcelona,Ronald Araújo,Ronald Araújo,2,8,-6
T23-24,J32,Barcelona,Pau Cubarsí,Pau Cubarsí,-3,3,-6
T23-24,J32,Barcelona,İlkay Gündoğan,İlkay Gündoğan,1,7,-6
T23-24,J32,Atlético Madrid,Jan Oblak,Jan Oblak,1,7,-6
T25-26,J14,Levante UD,Carlos Álvarez,Carlos Álvarez,1,7,-6
T25-26,J14,Real Oviedo,Aarón Escandell,Aarón Escandell,5,11,-6
T23-24,J9,Granada,André Ferreira,André Ferreira,4,10,-6
T23-24,J9,Granada,Miguel Rubio,Miguel Rubio,3,9,-6
T23-24,J9,Granada,Carlos Neva,Carlos Neva,-2,4,-6
T23-24,J9,Barcelona,Marc-André Ter Stegen,Marc-André Ter Stegen,0,6,-6
T25-26,J14,Real Oviedo,Nacho Vidal,Nacho Vidal,1,7,-6
T25-26,J14,Real Oviedo,David Carmo,David Carmo,-1,5,-6
T24-25,J14,Deportivo Alavés,Antonio Sivera,Antonio Sivera,4,10,-6
T24-25,J14,Real Valladolid,Karl Hein,Karl Hein,1,7,-6
T23-24,J9,Barcelona,João Cancelo,João Cancelo,0,6,-6
T23-24,J9,Barcelona,Alejandro Balde,Alejandro Balde,5,11,-6
T23-24,J9,Barcelona,Ferran Torres,Ferran Torres,1,7,-6
T23-24,J10,Granada,Ricard Sánchez,Ricard Sánchez,0,6,-6
T23-24,J10,Granada,Carlos Neva,Carlos Neva,2,8,-6
T23-24,J10,Granada,Gerard Gumbau,Gerard Gumbau,0,6,-6
T25-26,J14,Deportivo Alavés,Antonio Sivera,Antonio Sivera,1,7,-6
T23-24,J32,Almería,Adrián Embarba,Adrián Embarba,3,9,-6
T24-25,J14,Espanyol,Carlos Romero,Carlos Romero,-4,2,-6
T24-25,J14,Espanyol,Jofre Carreras,Jofre Carreras,2,8,-6
T24-25,J14,Valencia,César Tárrega,César Tárrega,7,13,-6
T24-25,J14,Valencia,Luis Rioja,Luis Rioja,0,6,-6
T23-24,J32,Almería,Jonathan Viera,Jonathan Viera,4,10,-6
T25-26,J14,Levante UD,Mathew Ryan,Mathew Ryan,2,8,-6
T25-26,J14,Levante UD,Jeremy Toljan,Jeremy Toljan,0,6,-6
T25-26,J13,Sevilla,Gabriel Suazo,Gabriel Suazo,4,10,-6
T25-26,J13,Sevilla,Andres Castrin,Andres Castrin,0,6,-6
T25-26,J14,Mallorca,Lucas Bergström,Lucas Bergström,0,6,-6
T23-24,J10,Granada,Lucas Boyé,Lucas Boyé,-2,4,-6
T25-26,J14,Mallorca,Pablo Maffeo,Pablo Maffeo,-2,4,-6
T25-26,J14,Real Sociedad,Álex Remiro,Álex Remiro,0,6,-6
T25-26,J13,Elche,David Affengruber,David Affengruber,2,8,-6
T25-26,J13,Elche,Álvaro Rodriguez,Álvaro Rodriguez,0,6,-6
T23-24,J10,Sevilla,Jesús Navas,Jesús Navas,2,8,-6
T23-24,J10,Sevilla,Marcos Acuña,Marcos Acuña,3,9,-6
T25-26,J13,Real Madrid,Thibaut Courtois,Thibaut Courtois,3,9,-6
T25-26,J13,Real Madrid,Dean Huijsen,Dean Huijsen,9,15,-6
T24-25,J14,Mallorca,Dominik Greif,Dominik Greif,1,7,-6
T24-25,J14,Espanyol,Leandro Cabrera,Leandro Cabrera,-2,4,-6
T23-24,J32,Almería,Luís Maximiano,Luís Maximiano,1,7,-6
T23-24,J32,Cádiz,Aiham Ousou,Aiham Ousou,1,7,-6
T25-26,J13,Real Madrid,Raúl Asencio,Raúl Asencio,3,9,-6
T25-26,J13,Sevilla,Odysseas Vlachodimos,Odysseas Vlachodimos,2,8,-6
T25-26,J13,Mallorca,Johan Mojica,Johan Mojica,-2,4,-6
T23-24,J10,Celta Vigo,Manuel Sánchez,Manuel Sánchez,0,6,-6
T23-24,J10,Celta Vigo,Óscar Mingueza,Óscar Mingueza,-2,4,-6
T23-24,J10,Celta Vigo,Carl Starfelt,Carl Starfelt,2,8,-6
T23-24,J10,Celta Vigo,Luca De La Torre,Luca De La Torre,2,8,-6
T23-24,J10,Celta Vigo,Vicente Guaita,Vicente Guaita,2,8,-6
T25-26,J14,Osasuna,Rubén García,Rubén García,3,9,-6
T23-24,J10,Girona FC,Daley Blind,Daley Blind,4,10,-6
T25-26,J13,Osasuna,Sergio Herrera,Sergio Herrera,4,10,-6
T24-25,J14,Barcelona,Iñaki Peña,Iñaki Peña,7,13,-6
T24-25,J14,Las Palmas,Jasper Cillessen,Jasper Cillessen,1,7,-6
T24-25,J14,Las Palmas,Alex Suárez,Alex Suárez,-1,5,-6
T24-25,J14,Las Palmas,Dário Essugo,Dário Essugo,6,12,-6
T24-25,J14,Celta Vigo,Marcos Alonso,Marcos Alonso,0,6,-6
T23-24,J32,Osasuna,Sergio Herrera,Sergio Herrera,1,7,-6
T23-24,J32,Valencia,Giorgi Mamardashvili,Giorgi Mamardashvili,3,9,-6
T23-24,J32,Valencia,Jesús Vázquez,Jesús Vázquez,-1,5,-6
T25-26,J12,Barcelona,Wojciech Szczęsny,Wojciech Szczęsny,0,6,-6
T25-26,J12,Barcelona,Pau Cubarsí,Pau Cubarsí,0,6,-6
T25-26,J12,Barcelona,Frenkie de Jong,Frenkie de Jong,-1,5,-6
T25-26,J12,Barcelona,Dani Olmo,Dani Olmo,1,7,-6
T25-26,J13,Real Betis,Pablo Fornals,Pablo Fornals,3,9,-6
T23-24,J10,Las Palmas,Sergi Cardona,Sergi Cardona,2,8,-6
T23-24,J10,Girona FC,Paulo Gazzaniga,Paulo Gazzaniga,1,7,-6
T24-25,J14,Villarreal,Diego Conde,Diego Conde,1,7,-6
T23-24,J32,Las Palmas,Mika Mármol,Mika Mármol,0,6,-6
T24-25,J14,Villarreal,Raúl Albiol,Raúl Albiol,-2,4,-6
T25-26,J13,Athletic Club,Aymeric Laporte,Aymeric Laporte,0,6,-6
T25-26,J12,Espanyol,Edu Expósito,Edu Expósito,0,6,-6
T25-26,J12,Getafe,Abdelkabir Abqar,Abdelkabir Abqar,0,6,-6
T23-24,J10,Cádiz,Jeremías Ledesma,Jeremías Ledesma,2,8,-6
T24-25,J14,Villarreal,Pau Navarro,Pau Navarro,-1,5,-6
T24-25,J14,Mallorca,Vedat Muriqi,Vedat Muriqi,-4,2,-6
T24-25,J14,Celta Vigo,Vicente Guaita,Vicente Guaita,3,9,-6
T24-25,J15,Valencia,César Tárrega,César Tárrega,0,6,-6
T24-25,J15,Barcelona,Iñaki Peña,Iñaki Peña,3,9,-6
T23-24,J10,Cádiz,Fali,Fali,-1,5,-6
T23-24,J11,Almería,Fernando Martínez,Fernando Martínez,1,7,-6
T23-24,J11,Almería,Alejandro Pozo,Alejandro Pozo,-1,5,-6
T23-24,J11,Almería,César Montes,César Montes,-2,4,-6
T25-26,J12,Atlético Madrid,Julián Alvarez,Julián Alvarez,5,11,-6
T25-26,J12,Levante UD,Mathew Ryan,Mathew Ryan,5,11,-6
T24-25,J15,Barcelona,Iñigo Martínez,Iñigo Martínez,0,6,-6
T24-25,J15,Barcelona,Pau Cubarsí,Pau Cubarsí,1,7,-6
T24-25,J15,Barcelona,Robert Lewandowski,Robert Lewandowski,1,7,-6
T24-25,J14,Osasuna,Alejandro Catena,Alejandro Catena,0,6,-6
