Temporada,Jornada,Equipo_Nombre,Jugador_stats,Jugador_SofaScore,Stats_Reales,Puntos_Teoricos,Discrepancia
T23-24,J23,Atlético Madrid,Marcos Llorente,Marcos Llorente,0,9,-9
T24-25,J34,Barcelona,Gerard Martín,Gerard Martín,1,10,-9
T24-25,J34,Real Valladolid,Iván Sánchez,Iván Sánchez,0,9,-9
T24-25,J34,Real Valladolid,Raúl Moro,Raúl Moro,0,9,-9
T23-24,J23,Rayo Vallecano,Isi Palazón,Isi Palazón,0,9,-9
T24-25,J34,Valencia,Cristhian Mosquera,Cristhian Mosquera,0,9,-9
T25-26,J27,Real Oviedo,Dani Calvo,Dani Calvo,2,11,-9
T25-26,J27,Real Betis,Álvaro Valles,Álvaro Valles,0,9,-9
T25-26,J27,Deportivo Alavés,Antonio Sivera,Antonio Sivera,0,9,-9
T25-26,J27,Valencia,Stole Dimitrievski,Stole Dimitrievski,0,9,-9
T25-26,J27,Valencia,Javier Guerra,Javier Guerra,0,9,-9
T25-26,J10,Osasuna,Rubén García,Rubén García,0,9,-9
T25-26,J10,Real Madrid,Éder Militão,Éder Militão,1,10,-9
T23-24,J13,Villarreal,Filip Jørgensen,Filip Jørgensen,0,9,-9
T24-25,J5,Las Palmas,Kirian Rodríguez,Kirian Rodríguez,0,9,-9
T24-25,J5,Girona FC,Paulo Gazzaniga,Paulo Gazzaniga,0,9,-9
T23-24,J1,Almería,Diego Mariño,Diego Mariño,0,8,-8
T25-26,J27,Real Betis,Marc Bartra,Marc Bartra,0,8,-8
T23-24,J1,Mallorca,Sergi Darder,Sergi Darder,1,9,-8
T24-25,J26,Real Sociedad,Álex Remiro,Álex Remiro,0,8,-8
T24-25,J26,Girona FC,Paulo Gazzaniga,Paulo Gazzaniga,1,9,-8
T24-25,J26,Celta Vigo,Sergio Carreira,Sergio Carreira,1,9,-8
T23-24,J7,Getafe,David Soria,David Soria,1,9,-8
T25-26,J20,Getafe,Luis Milla,Luis Milla,0,8,-8
T23-24,J7,Almería,Luis Javier Suárez,Luis Javier Suárez,0,8,-8
T24-25,J25,Getafe,Borja Mayoral,Borja Mayoral,0,8,-8
T24-25,J6,Espanyol,Joan García,Joan García,3,11,-8
T24-25,J6,Real Betis,Giovani Lo Celso,Giovani Lo Celso,1,9,-8
T24-25,J6,Real Betis,Rui Silva,Rui Silva,1,9,-8
T23-24,J14,Barcelona,Iñaki Peña,Iñaki Peña,1,9,-8
T25-26,J10,Sevilla,Gabriel Suazo,Gabriel Suazo,0,8,-8
T23-24,J1,Girona FC,Arnau Martínez,Arnau Martínez,0,8,-8
T25-26,J10,Valencia,Arnaut Danjuma,Arnaut Danjuma,0,8,-8
T23-24,J29,Real Betis,Rui Silva,Rui Silva,0,8,-8
T23-24,J29,Atlético Madrid,Axel Witsel,Axel Witsel,0,8,-8
T24-25,J26,Athletic Club,Daniel Vivian,Daniel Vivian,3,11,-8
T23-24,J30,Getafe,Yellu Santiago,Yellu Santiago,0,8,-8
T23-24,J30,Girona FC,Portu,Portu,0,8,-8
T23-24,J30,Girona FC,Paulo Gazzaniga,Paulo Gazzaniga,0,8,-8
T25-26,J27,Girona FC,Vitor Reis,Vitor Reis,1,9,-8
T25-26,J27,Atlético Madrid,Alexander Sørloth,Alexander Sørloth,2,10,-8
T23-24,J13,Cádiz,Fali,Fali,1,9,-8
T25-26,J10,Athletic Club,Unai Simón,Unai Simón,2,10,-8
T25-26,J9,Levante UD,Kervin Arriaga,Kervin Arriaga,0,8,-8
T23-24,J13,Barcelona,Jules Koundé,Jules Koundé,2,10,-8
T23-24,J13,Deportivo Alavés,Antonio Sivera,Antonio Sivera,0,8,-8
T25-26,J10,Deportivo Alavés,Antonio Sivera,Antonio Sivera,0,8,-8
T25-26,J10,Real Betis,Pau López,Pau López,0,8,-8
T24-25,J5,Real Valladolid,Cenk Özkaçar,Cenk Özkaçar,0,8,-8
T24-25,J5,Girona FC,Daley Blind,Daley Blind,0,8,-8
T24-25,J6,Villarreal,Alejandro Baena,Alejandro Baena,-1,7,-8
T23-24,J13,Osasuna,Chimy Ávila,Chimy Ávila,0,8,-8
T23-24,J13,Las Palmas,Álvaro Valles,Álvaro Valles,0,8,-8
T23-24,J13,Las Palmas,Mika Mármol,Mika Mármol,0,8,-8
T25-26,J9,Girona FC,Vitor Reis,Vitor Reis,2,10,-8
T25-26,J9,Celta Vigo,Ionuț Radu,Ionuț Radu,1,9,-8
T24-25,J5,Celta Vigo,Hugo Sotelo,Hugo Sotelo,0,8,-8
T23-24,J1,Real Betis,Ayoze Pérez,Ayoze Pérez,2,10,-8
T23-24,J1,Deportivo Alavés,Rafa Marín,Rafa Marín,0,8,-8
T25-26,J27,Mallorca,Martin Valjent,Martin Valjent,0,8,-8
T24-25,J25,Real Valladolid,Javi Sánchez,Javi Sánchez,-2,6,-8
T24-25,J25,Real Valladolid,Mamadou Sylla,Mamadou Sylla,0,8,-8
T23-24,J7,Barcelona,Marc-André Ter Stegen,Marc-André Ter Stegen,0,8,-8
T24-25,J26,Deportivo Alavés,Abdelkabir Abqar,Abdelkabir Abqar,1,9,-8
T24-25,J26,Deportivo Alavés,Carlos Martín,Carlos Martín,1,9,-8
T23-24,J29,Deportivo Alavés,Andoni Gorosabel,Andoni Gorosabel,0,8,-8
T24-25,J25,Osasuna,Moi Gómez,Moi Gómez,1,9,-8
T23-24,J7,Mallorca,Abdón Prats,Abdón Prats,0,8,-8
T25-26,J27,Celta Vigo,Williot Swedberg,Williot Swedberg,0,8,-8
T24-25,J5,Mallorca,Dominik Greif,Dominik Greif,0,8,-8
T24-25,J8,Mallorca,Sergi Darder,Sergi Darder,0,8,-8
T24-25,J5,Deportivo Alavés,Carlos Vicente,Carlos Vicente,0,8,-8
T23-24,J14,Almería,Largie Ramazani,Largie Ramazani,0,8,-8
T23-24,J13,Valencia,Hugo Duro,Hugo Duro,0,8,-8
T25-26,J21,Levante UD,Carlos Álvarez,Carlos Álvarez,1,9,-8
T25-26,J21,Elche,Iñaki Peña,Iñaki Peña,0,8,-8
T23-24,J29,Osasuna,Ante Budimir,Ante Budimir,0,8,-8
T23-24,J29,Osasuna,Jesús Areso,Jesús Areso,0,8,-8
T24-25,J26,Osasuna,Rubén García,Rubén García,0,8,-8
T25-26,J20,Barcelona,Alejandro Balde,Alejandro Balde,0,8,-8
T25-26,J20,Elche,David Affengruber,David Affengruber,0,8,-8
T23-24,J28,Sevilla,Lucas Ocampos,Lucas Ocampos,2,10,-8
T24-25,J26,Villarreal,Nicolas Pépé,Nicolas Pépé,4,12,-8
T24-25,J27,Villarreal,Diego Conde,Diego Conde,1,9,-8
T23-24,J29,Granada,Augusto Batalla,Augusto Batalla,2,10,-8
T23-24,J29,Osasuna,Unai García,Unai García,-2,6,-8
T23-24,J6,Real Madrid,David Alaba,David Alaba,1,9,-8
T24-25,J24,Real Valladolid,Karl Hein,Karl Hein,0,8,-8
T23-24,J30,Athletic Club,Julen Agirrezabala,Julen Agirrezabala,0,8,-8
T23-24,J30,Villarreal,Alexander Sørloth,Alexander Sørloth,0,8,-8
T24-25,J8,Barcelona,Iñaki Peña,Iñaki Peña,-1,7,-8
T24-25,J8,Barcelona,Gerard Martín,Gerard Martín,0,8,-8
T25-26,J9,Girona FC,Álex Moreno,Álex Moreno,0,8,-8
T23-24,J14,Villarreal,Filip Jørgensen,Filip Jørgensen,2,10,-8
T25-26,J8,Barcelona,Pau Cubarsí,Pau Cubarsí,0,8,-8
T23-24,J14,Cádiz,Jeremías Ledesma,Jeremías Ledesma,0,8,-8
T25-26,J26,Celta Vigo,Ionuț Radu,Ionuț Radu,1,9,-8
T23-24,J7,Almería,Edgar González,Edgar González,-1,7,-8
T25-26,J21,Athletic Club,Unai Simón,Unai Simón,0,8,-8
T25-26,J21,Athletic Club,Álex Berenguer,Álex Berenguer,0,8,-8
T24-25,J24,Villarreal,Diego Conde,Diego Conde,1,9,-8
T24-25,J28,Deportivo Alavés,Adrián Rodríguez,Adrián Rodríguez,0,8,-8
T24-25,J28,Mallorca,Takuma Asano,Takuma Asano,3,11,-8
T24-25,J28,Mallorca,Sergi Darder,Sergi Darder,3,11,-8
T24-25,J27,Atlético Madrid,José María Giménez,José María Giménez,0,8,-8
T23-24,J7,Real Betis,Assane Diao,Assane Diao,2,10,-8
T23-24,J31,Celta Vigo,Jørgen Strand Larsen,Jørgen Strand Larsen,0,8,-8
T25-26,J8,Sevilla,Isaac Romero,Isaac Romero,3,11,-8
T25-26,J8,Sevilla,Lucien Agoumé,Lucien Agoumé,3,11,-8
T25-26,J8,Barcelona,Wojciech Szczęsny,Wojciech Szczęsny,-1,7,-8
T23-24,J13,Getafe,David Soria,David Soria,1,9,-8
T25-26,J11,Athletic Club,Yuri Berchiche,Yuri Berchiche,0,8,-8
T25-26,J11,Athletic Club,Robert Navarro,Robert Navarro,1,9,-8
T24-25,J9,Getafe,Álex Sola,Álex Sola,0,8,-8
T24-25,J8,Deportivo Alavés,Antonio Sivera,Antonio Sivera,0,8,-8
T24-25,J8,Leganés,Marko Dmitrović,Marko Dmitrović,1,9,-8
T24-25,J4,Valencia,Hugo Duro,Hugo Duro,1,9,-8
T25-26,J11,Athletic Club,Aymeric Laporte,Aymeric Laporte,1,9,-8
T25-26,J11,Valencia,César Tárrega,César Tárrega,0,8,-8
T23-24,J13,Girona FC,Viktor Tsygankov,Viktor Tsygankov,3,11,-8
T23-24,J15,Rayo Vallecano,Stole Dimitrievski,Stole Dimitrievski,-2,6,-8
T23-24,J15,Getafe,David Soria,David Soria,0,8,-8
T23-24,J15,Girona FC,Paulo Gazzaniga,Paulo Gazzaniga,0,8,-8
T24-25,J4,Villarreal,Sergi Cardona,Sergi Cardona,0,8,-8
T24-25,J8,Girona FC,Viktor Tsygankov,Viktor Tsygankov,2,10,-8
T24-25,J24,Athletic Club,Oihan Sancet,Oihan Sancet,1,9,-8
T24-25,J24,Girona FC,Paulo Gazzaniga,Paulo Gazzaniga,1,9,-8
T24-25,J24,Getafe,Christantus Uche,Christantus Uche,1,9,-8
T24-25,J24,Leganés,Marko Dmitrović,Marko Dmitrović,0,8,-8
T23-24,J28,Real Betis,Willian José,Willian José,1,9,-8
T24-25,J28,Real Betis,Adrián,Adrián,0,8,-8
T24-25,J28,Osasuna,Flavien Boyomo,Flavien Boyomo,0,8,-8
T25-26,J8,Elche,Iñaki Peña,Iñaki Peña,0,8,-8
T25-26,J8,Real Oviedo,Abdel Rahim,Abdel Rahim,0,8,-8
T25-26,J8,Girona FC,Paulo Gazzaniga,Paulo Gazzaniga,0,8,-8
T25-26,J11,Levante UD,Mathew Ryan,Mathew Ryan,0,8,-8
T25-26,J11,Deportivo Alavés,Denis Suárez,Denis Suárez,3,11,-8
T24-25,J9,Athletic Club,Alex Padilla,Alex Padilla,0,8,-8
T25-26,J26,Sevilla,Alexis Sánchez,Alexis Sánchez,0,8,-8
T25-26,J20,Athletic Club,Jesús Areso,Jesús Areso,0,8,-8
T25-26,J20,Athletic Club,Gorka Guruzeta,Gorka Guruzeta,0,8,-8
T24-25,J28,Real Madrid,Thibaut Courtois,Thibaut Courtois,3,11,-8
T24-25,J24,Deportivo Alavés,Kike García,Kike García,0,8,-8
T23-24,J7,Almería,Álex Centelles,Álex Centelles,0,8,-8
T23-24,J31,Villarreal,Dani Parejo,Dani Parejo,2,10,-8
T24-25,J23,Leganés,Dani Raba,Dani Raba,0,8,-8
T24-25,J23,Sevilla,Ørjan Nyland,Ørjan Nyland,-1,7,-8
T24-25,J9,Real Betis,Rui Silva,Rui Silva,1,9,-8
T23-24,J2,Real Madrid,Andriy Lunin,Andriy Lunin,2,10,-8
T23-24,J2,Osasuna,Johan Mojica,Johan Mojica,0,8,-8
T23-24,J15,Valencia,Hugo Duro,Hugo Duro,0,8,-8
T23-24,J15,Atlético Madrid,Jan Oblak,Jan Oblak,0,8,-8
T23-24,J15,Osasuna,Sergio Herrera,Sergio Herrera,1,9,-8
T23-24,J2,Mallorca,Predrag Rajković,Predrag Rajković,0,8,-8
T24-25,J4,Las Palmas,Jasper Cillessen,Jasper Cillessen,0,8,-8
T24-25,J9,Real Valladolid,Selim Amallah,Selim Amallah,1,9,-8
T24-25,J23,Sevilla,Ruben Vargas,Ruben Vargas,0,8,-8
T24-25,J28,Atlético Madrid,Jan Oblak,Jan Oblak,-1,7,-8
T23-24,J28,Celta Vigo,Carl Starfelt,Carl Starfelt,0,8,-8
T24-25,J28,Leganés,Javier Hernández,Javier Hernández,0,8,-8
T23-24,J28,Real Sociedad,Álex Remiro,Álex Remiro,0,8,-8
T23-24,J28,Osasuna,Jon Moncayola,Jon Moncayola,0,8,-8
T23-24,J28,Rayo Vallecano,Stole Dimitrievski,Stole Dimitrievski,1,9,-8
T24-25,J23,Sevilla,Loïc Badé,Loïc Badé,0,8,-8
T23-24,J31,Las Palmas,Aarón Escandell,Aarón Escandell,0,8,-8
T23-24,J31,Athletic Club,Óscar de Marcos,Óscar de Marcos,0,8,-8
T23-24,J2,Real Sociedad,Álex Remiro,Álex Remiro,1,9,-8
T24-25,J9,Real Sociedad,Sergio Gómez,Sergio Gómez,1,9,-8
T24-25,J9,Real Sociedad,Jon Aramburu,Jon Aramburu,1,9,-8
T24-25,J9,Atlético Madrid,Antoine Griezmann,Antoine Griezmann,2,10,-8
T25-26,J7,Atlético Madrid,Giuliano Simeone,Giuliano Simeone,0,8,-8
T25-26,J7,Real Madrid,Thibaut Courtois,Thibaut Courtois,-1,7,-8
T24-25,J23,Girona FC,Paulo Gazzaniga,Paulo Gazzaniga,0,8,-8
T23-24,J6,Getafe,David Soria,David Soria,-1,7,-8
T23-24,J6,Rayo Vallecano,Kike Pérez,Kike Pérez,1,9,-8
T25-26,J21,Real Betis,Abdessamad Ezzalzouli,Abdessamad Ezzalzouli,1,9,-8
T24-25,J23,Las Palmas,Jasper Cillessen,Jasper Cillessen,0,8,-8
T24-25,J23,Las Palmas,Oliver McBurnie,Oliver McBurnie,0,8,-8
T23-24,J32,Athletic Club,Unai Simón,Unai Simón,0,8,-8
T24-25,J10,Osasuna,Sergio Herrera,Sergio Herrera,0,8,-8
T24-25,J10,Celta Vigo,Williot Swedberg,Williot Swedberg,1,9,-8
T24-25,J10,Real Madrid,Thibaut Courtois,Thibaut Courtois,0,8,-8
T25-26,J7,Real Sociedad,Ander Barrenetxea,Ander Barrenetxea,1,9,-8
T23-24,J13,Celta Vigo,Unai Núñez,Unai Núñez,0,8,-8
T25-26,J11,Elche,Rafa Mir,Rafa Mir,1,9,-8
T25-26,J11,Mallorca,Johan Mojica,Johan Mojica,0,8,-8
T24-25,J3,Villarreal,Diego Conde,Diego Conde,0,8,-8
T23-24,J6,Almería,Luís Maximiano,Luís Maximiano,0,8,-8
T23-24,J32,Rayo Vallecano,Isi Palazón,Isi Palazón,1,9,-8
T23-24,J8,Sevilla,Ørjan Nyland,Ørjan Nyland,1,9,-8
T23-24,J28,Granada,Augusto Batalla,Augusto Batalla,0,8,-8
T24-25,J28,Barcelona,Jules Koundé,Jules Koundé,0,8,-8
T24-25,J29,Real Sociedad,Álex Remiro,Álex Remiro,1,9,-8
T24-25,J23,Celta Vigo,Fran Beltrán,Fran Beltrán,1,9,-8
T23-24,J32,Getafe,Óscar Rodríguez,Óscar Rodríguez,1,9,-8
T24-25,J22,Real Sociedad,Álex Remiro,Álex Remiro,0,8,-8
T24-25,J22,Real Sociedad,Javi López,Javi López,0,8,-8
T24-25,J29,Getafe,Carles Pérez,Carles Pérez,0,8,-8
T24-25,J29,Getafe,Luis Milla,Luis Milla,0,8,-8
T24-25,J29,Deportivo Alavés,Nahuel Tenaglia,Nahuel Tenaglia,0,8,-8
T24-25,J29,Deportivo Alavés,Abdelkabir Abqar,Abdelkabir Abqar,0,8,-8
T25-26,J19,Mallorca,Leo Román,Leo Román,0,8,-8
T24-25,J22,Celta Vigo,Pablo Durán,Pablo Durán,0,8,-8
T25-26,J12,Elche,Matías Dituro,Matías Dituro,1,9,-8
T25-26,J12,Elche,Alvaro Núñez,Alvaro Núñez,1,9,-8
T25-26,J12,Real Oviedo,David Costas,David Costas,1,9,-8
T25-26,J7,Getafe,Abdelkabir Abqar,Abdelkabir Abqar,1,9,-8
T24-25,J3,Sevilla,Chidera Ejuke,Chidera Ejuke,0,8,-8
T24-25,J3,Barcelona,Marc-André Ter Stegen,Marc-André Ter Stegen,1,9,-8
T24-25,J3,Las Palmas,Jasper Cillessen,Jasper Cillessen,1,9,-8
T24-25,J10,Espanyol,Joan García,Joan García,1,9,-8
T23-24,J16,Deportivo Alavés,Luis Rioja,Luis Rioja,0,8,-8
T23-24,J16,Real Madrid,Jude Bellingham,Jude Bellingham,3,11,-8
T25-26,J6,Sevilla,Djibril Sow,Djibril Sow,1,9,-8
T23-24,J16,Villarreal,Filip Jørgensen,Filip Jørgensen,0,8,-8
T25-26,J26,Villarreal,Luiz Júnior,Luiz Júnior,0,8,-8
T25-26,J26,Elche,Matías Dituro,Matías Dituro,1,9,-8
T25-26,J22,Deportivo Alavés,Carles Aleñá,Carles Aleñá,0,8,-8
T24-25,J29,Real Betis,Isco,Isco,2,10,-8
T23-24,J27,Girona FC,Aleix García,Aleix García,1,9,-8
T24-25,J29,Leganés,Marko Dmitrović,Marko Dmitrović,1,9,-8
T23-24,J27,Granada,Augusto Batalla,Augusto Batalla,-1,7,-8
T23-24,J27,Granada,Ignasi Miquel,Ignasi Miquel,0,8,-8
T23-24,J27,Granada,Sergio Ruiz Alonso,Sergio Ruiz Alonso,0,8,-8
T23-24,J32,Real Betis,Rui Silva,Rui Silva,0,8,-8
T23-24,J32,Cádiz,Víctor Chust,Víctor Chust,-1,7,-8
T24-25,J29,Sevilla,Kike Salas,Kike Salas,0,8,-8
T24-25,J29,Barcelona,Fermín López,Fermín López,2,10,-8
T24-25,J22,Deportivo Alavés,Santiago Mouriño,Santiago Mouriño,1,9,-8
T24-25,J22,Celta Vigo,Sergio Carreira,Sergio Carreira,0,8,-8
T25-26,J6,Mallorca,Antonio Raíllo,Antonio Raíllo,1,9,-8
T25-26,J6,Osasuna,Alejandro Catena,Alejandro Catena,1,9,-8
T25-26,J6,Real Oviedo,Aarón Escandell,Aarón Escandell,1,9,-8
T25-26,J6,Athletic Club,Unai Simón,Unai Simón,2,10,-8
T25-26,J6,Espanyol,Javi Puado,Javi Puado,4,12,-8
T25-26,J6,Valencia,Mouctar Diakhaby,Mouctar Diakhaby,1,9,-8
T25-26,J6,Levante UD,Diego Pampín,Diego Pampín,0,8,-8
T25-26,J6,Real Madrid,Álvaro Carreras,Álvaro Carreras,1,9,-8
T24-25,J2,Girona FC,Paulo Gazzaniga,Paulo Gazzaniga,0,8,-8
T23-24,J2,Sevilla,Marko Dmitrović,Marko Dmitrović,0,8,-8
T23-24,J2,Sevilla,Kike Salas,Kike Salas,-1,7,-8
T23-24,J2,Sevilla,Lucas Ocampos,Lucas Ocampos,0,8,-8
T24-25,J21,Valencia,Diego López,Diego López,0,8,-8
T24-25,J21,Celta Vigo,Pablo Durán,Pablo Durán,0,8,-8
T23-24,J32,Villarreal,Ilias Akhomach,Ilias Akhomach,2,10,-8
T24-25,J30,Celta Vigo,Óscar Mingueza,Óscar Mingueza,1,9,-8
T23-24,J27,Cádiz,Víctor Chust,Víctor Chust,1,9,-8
T23-24,J8,Mallorca,Vedat Muriqi,Vedat Muriqi,0,8,-8
T25-26,J19,Osasuna,Javi Galán,Javi Galán,1,9,-8
T23-24,J26,Osasuna,Unai García,Unai García,2,10,-8
T23-24,J12,Granada,Ignasi Miquel,Ignasi Miquel,0,8,-8
T24-25,J2,Valencia,Pepelu,Pepelu,0,8,-8
T24-25,J2,Girona FC,Miguel Gutiérrez,Miguel Gutiérrez,0,8,-8
T24-25,J10,Sevilla,Ørjan Nyland,Ørjan Nyland,0,8,-8
T24-25,J10,Valencia,Giorgi Mamardashvili,Giorgi Mamardashvili,0,8,-8
T24-25,J29,Las Palmas,Alberto Moleiro,Alberto Moleiro,1,9,-8
T24-25,J30,Girona FC,Miguel Gutiérrez,Miguel Gutiérrez,1,9,-8
T23-24,J27,Real Sociedad,Álex Remiro,Álex Remiro,0,8,-8
T24-25,J22,Leganés,Valentin Rosier,Valentin Rosier,0,8,-8
T24-25,J22,Real Valladolid,Karl Hein,Karl Hein,0,8,-8
T24-25,J22,Real Valladolid,Javi Sánchez,Javi Sánchez,-2,6,-8
T23-24,J6,Mallorca,Predrag Rajković,Predrag Rajković,0,8,-8
T23-24,J6,Mallorca,Matija Nastasić,Matija Nastasić,0,8,-8
T24-25,J11,Girona FC,Paulo Gazzaniga,Paulo Gazzaniga,0,8,-8
T24-25,J11,Real Madrid,Andriy Lunin,Andriy Lunin,0,8,-8
T25-26,J12,Celta Vigo,Sergio Carreira,Sergio Carreira,0,8,-8
T25-26,J12,Barcelona,Lamine Yamal,Lamine Yamal,0,8,-8
T25-26,J5,Celta Vigo,Ionuț Radu,Ionuț Radu,1,9,-8
T25-26,J5,Real Oviedo,Aarón Escandell,Aarón Escandell,1,9,-8
T23-24,J16,Girona FC,Artem Dovbyk,Artem Dovbyk,1,9,-8
T23-24,J5,Granada,Lucas Boyé,Lucas Boyé,0,8,-8
T23-24,J32,Barcelona,Ronald Araújo,Ronald Araújo,0,8,-8
T24-25,J30,Real Valladolid,André Ferreira,André Ferreira,0,8,-8
T23-24,J26,Real Betis,Johnny Cardoso,Johnny Cardoso,2,10,-8
T23-24,J8,Cádiz,Jeremías Ledesma,Jeremías Ledesma,1,9,-8
T25-26,J19,Villarreal,Luiz Júnior,Luiz Júnior,2,10,-8
T24-25,J11,Atlético Madrid,Jan Oblak,Jan Oblak,0,8,-8
T24-25,J2,Valencia,Diego López,Diego López,0,8,-8
T25-26,J25,Mallorca,Leo Román,Leo Román,0,8,-8
T23-24,J2,Sevilla,Erik Lamela,Erik Lamela,0,8,-8
T25-26,J25,Valencia,Stole Dimitrievski,Stole Dimitrievski,0,8,-8
T25-26,J5,Girona FC,Daley Blind,Daley Blind,-1,7,-8
T25-26,J5,Sevilla,Ruben Vargas,Ruben Vargas,1,9,-8
T24-25,J11,Villarreal,Diego Conde,Diego Conde,1,9,-8
T24-25,J21,Real Betis,Angel Ortiz,Angel Ortiz,0,8,-8
T24-25,J21,Villarreal,Alejandro Baena,Alejandro Baena,1,9,-8
T23-24,J33,Almería,Bruno Langa,Bruno Langa,0,8,-8
T23-24,J33,Almería,Luís Maximiano,Luís Maximiano,0,8,-8
T24-25,J31,Real Sociedad,Takefusa Kubo,Takefusa Kubo,0,8,-8
T24-25,J30,Las Palmas,Oliver McBurnie,Oliver McBurnie,0,8,-8
T25-26,J19,Real Sociedad,Jon Aramburu,Jon Aramburu,3,11,-8
T25-26,J19,Real Oviedo,Abdel Rahim,Abdel Rahim,1,9,-8
T24-25,J11,Valencia,Cristhian Mosquera,Cristhian Mosquera,0,8,-8
T24-25,J1,Atlético Madrid,Antoine Griezmann,Antoine Griezmann,0,8,-8
T23-24,J17,Sevilla,Adrià Pedrosa,Adrià Pedrosa,0,8,-8
T25-26,J5,Real Betis,Giovani Lo Celso,Giovani Lo Celso,2,10,-8
T23-24,J17,Sevilla,Sergio Ramos,Sergio Ramos,0,8,-8
T24-25,J2,Celta Vigo,Iván Villar,Iván Villar,0,8,-8
T23-24,J26,Athletic Club,Unai Simón,Unai Simón,0,8,-8
T23-24,J26,Celta Vigo,Manuel Sánchez,Manuel Sánchez,0,8,-8
T24-25,J21,Real Sociedad,Igor Zubeldia,Igor Zubeldia,0,8,-8
T24-25,J21,Barcelona,Alejandro Balde,Alejandro Balde,3,11,-8
T24-25,J21,Valencia,Yarek Gasiorowski,Yarek Gasiorowski,-1,7,-8
T23-24,J33,Athletic Club,Gorka Guruzeta,Gorka Guruzeta,0,8,-8
T24-25,J21,Las Palmas,Jasper Cillessen,Jasper Cillessen,0,8,-8
T24-25,J21,Osasuna,Sergio Herrera,Sergio Herrera,1,9,-8
T24-25,J31,Leganés,Marko Dmitrović,Marko Dmitrović,0,8,-8
T24-25,J31,Las Palmas,Javier Muñoz,Javier Muñoz,1,9,-8
T23-24,J8,Celta Vigo,Iván Villar,Iván Villar,0,8,-8
T25-26,J19,Athletic Club,Unai Simón,Unai Simón,0,8,-8
T24-25,J20,Real Sociedad,Nayef Aguerd,Nayef Aguerd,0,8,-8
T24-25,J11,Real Sociedad,Sergio Gómez,Sergio Gómez,0,8,-8
T24-25,J12,Osasuna,Jon Moncayola,Jon Moncayola,4,12,-8
T25-26,J13,Athletic Club,Unai Simón,Unai Simón,-2,6,-8
T25-26,J13,Athletic Club,Yuri Berchiche,Yuri Berchiche,-1,7,-8
T25-26,J13,Real Sociedad,Carlos Soler,Carlos Soler,3,11,-8
T25-26,J4,Levante UD,Carlos Álvarez,Carlos Álvarez,1,9,-8
T25-26,J4,Valencia,Julen Agirrezabala,Julen Agirrezabala,0,8,-8
T24-25,J11,Celta Vigo,Vicente Guaita,Vicente Guaita,0,8,-8
T25-26,J22,Elche,Iñaki Peña,Iñaki Peña,0,8,-8
T25-26,J22,Espanyol,Edu Expósito,Edu Expósito,2,10,-8
T25-26,J22,Espanyol,Marko Dmitrović,Marko Dmitrović,2,10,-8
T24-25,J31,Real Betis,Isco,Isco,1,9,-8
T23-24,J25,Girona FC,Paulo Gazzaniga,Paulo Gazzaniga,1,9,-8
T25-26,J22,Valencia,José Luis Gayà,José Luis Gayà,0,8,-8
T24-25,J20,Mallorca,Antonio Raíllo,Antonio Raíllo,-1,7,-8
T24-25,J20,Mallorca,Johan Mojica,Johan Mojica,0,8,-8
T23-24,J33,Barcelona,Fermín López,Fermín López,0,8,-8
T23-24,J34,Getafe,Luis Milla,Luis Milla,0,8,-8
T23-24,J17,Real Madrid,Lucas Vázquez,Lucas Vázquez,2,10,-8
T25-26,J4,Espanyol,Marko Dmitrović,Marko Dmitrović,2,10,-8
T23-24,J17,Villarreal,Ramón Terrats,Ramón Terrats,0,8,-8
T25-26,J13,Villarreal,Ayoze Pérez,Ayoze Pérez,1,9,-8
T24-25,J11,Real Sociedad,Brais Méndez,Brais Méndez,-1,7,-8
T23-24,J33,Rayo Vallecano,Jorge de Frutos,Jorge de Frutos,0,8,-8
T23-24,J26,Getafe,David Soria,David Soria,-1,7,-8
T23-24,J26,Deportivo Alavés,Antonio Sivera,Antonio Sivera,1,9,-8
T24-25,J31,Girona FC,Paulo Gazzaniga,Paulo Gazzaniga,1,9,-8
T24-25,J31,Deportivo Alavés,Santiago Mouriño,Santiago Mouriño,0,8,-8
T24-25,J20,Athletic Club,Iñaki Williams,Iñaki Williams,3,11,-8
T24-25,J20,Getafe,Omar Alderete,Omar Alderete,0,8,-8
T25-26,J22,Real Sociedad,Sergio Gómez,Sergio Gómez,2,10,-8
T25-26,J4,Real Sociedad,Álex Remiro,Álex Remiro,1,9,-8
T25-26,J4,Real Madrid,Éder Militão,Éder Militão,0,8,-8
T25-26,J4,Athletic Club,Unai Simón,Unai Simón,1,9,-8
T23-24,J17,Deportivo Alavés,Ander Guevara,Ander Guevara,0,8,-8
T24-25,J1,Sevilla,Djibril Sow,Djibril Sow,0,8,-8
T24-25,J12,Barcelona,Raphinha,Raphinha,3,11,-8
T24-25,J1,Valencia,Giorgi Mamardashvili,Giorgi Mamardashvili,1,9,-8
T24-25,J31,Real Betis,Adrián,Adrián,0,8,-8
T24-25,J31,Villarreal,Luiz Júnior,Luiz Júnior,1,9,-8
T25-26,J22,Sevilla,Odysseas Vlachodimos,Odysseas Vlachodimos,-1,7,-8
T25-26,J22,Sevilla,Peque Fernández,Peque Fernández,0,8,-8
T23-24,J5,Osasuna,Sergio Herrera,Sergio Herrera,0,8,-8
